 	sta	seduta	nel	giardino	nel	giardino	</S>
s	0.79070335	0.0611897505	0.0069373564	0.02479434735	0.0021288723575	0.0308963206	0.0833499908525
t	0.70423203	0.0758463238333	0.0211254994	0.04778003835	0.0111367164242	0.0853868592667	0.0544925225192
e	0.390770946667	0.307085604611	0.0454702841333	0.0727295351167	0.0159192288081	0.118878840756	0.0491455615064
k	0.196600472222	0.603642148204	0.0601102913778	0.0535600060389	0.0080527003027	0.057086097452	0.0209482596355
a	0.0908836359407	0.697163016068	0.114452097126	0.0513354956796	0.00526849413423	0.0314275143507	0.00946973501183
m	0.0315439654469	0.711508072023	0.178237105709	0.0478831902265	0.00369508894474	0.0216664541502	0.00546612863728
m	0.0211679480823	0.713935570674	0.177845085236	0.0316317407422	0.00356407521491	0.0222616330834	0.0295939435124
è	0.0183985264274	0.487983320225	0.298728528412	0.113204407581	0.0042315371383	0.0382058576945	0.0392478481708
n	0.00757572950913	0.238907980075	0.556335922804	0.141227817527	0.00537658511277	0.0345001012315	0.0160759135569
i	0.00289161374704	0.130920791025	0.648928897601	0.151196410842	0.00921609103759	0.0413247357438	0.0155215253523
s	0.000970846738847	0.0461920246083	0.6783555092	0.199631363614	0.0165306953459	0.0432119772479	0.0151076071508
t	0.000748666058782	0.0266495871361	0.7368590364	0.128936480871	0.0206719031153	0.032457827416	0.0536764760836
o	0.000677281513094	0.019612371322	0.540826722133	0.26934983329	0.0229707633718	0.0616723841387	0.0848906130279
g	0.000229319132131	0.006790632584	0.380952450711	0.405073511097	0.0667116577906	0.0802832947129	0.059959132676
i	7.75192994437e-05	0.00244960170033	0.28663105357	0.486473903699	0.11337395593	0.0694640302376	0.0415299195587
a	2.66372356146e-05	0.000827525124643	0.10333487719	0.7220544679	0.0981960586433	0.0518751387459	0.0236852664862
r	9.82600850487e-06	0.000292227591748	0.0360025965967	0.7447778893	0.155208416214	0.0544494529153	0.00925957212873
d	1.1728328135e-05	0.000214743111916	0.0186907470656	0.4841075631	0.279301805405	0.106338934305	0.111334455376
ì	1.2249426245e-05	0.000274693447305	0.0128354987885	0.4020664777	0.288291315135	0.123025276768	0.173494500459
n	4.820740713e-06	0.000192345153935	0.00514575025283	0.448941799233	0.346724195045	0.108265330923	0.0907258074863
o	1.74147060233e-06	6.5629194845e-05	0.00179003267761	0.309418673078	0.432691275015	0.159279760308	0.0967529278288
s	7.10800425043e-07	2.27770319083e-05	0.000629114005537	0.168170691026	0.543607935005	0.186088723436	0.10148006261
t	3.53375065948e-07	1.58408992294e-05	0.000730371144846	0.0828159366753	0.641156635002	0.124320167812	0.15096070087
o	3.22277798649e-07	1.36900009565e-05	0.000760206626949	0.0456981855584	0.447896841667	0.249136812604	0.25649394029
c	1.99761153716e-07	4.98723433217e-06	0.000259351395316	0.0242201017195	0.256418303889	0.425590727535	0.293506340097
ì	7.09886996053e-08	1.91249756206e-06	9.07188647053e-05	0.0117401361065	0.16071361063	0.524120919178	0.303332643366
p	2.43188142351e-08	6.5482934492e-07	3.06501563684e-05	0.00785297736883	0.06629263021	0.717422573059	0.208400488789
o	1.26613695784e-08	2.80821387873e-07	1.05857284028e-05	0.00365716646961	0.03405232207	0.730070104353	0.232209537263
</S>	1.29133167892e-08	2.32282343936e-07	5.7161643214e-06	0.00209110525481	0.021179978035	0.637641872177	0.339081093632
