 	deve	che	entra	da	qui	</S>
è	0.9592668	0.02340866015	0.001918329065	0.00070006019	0.0020864098	0.01261968235
n	0.91669719	0.0659621843833	0.009325934855	0.00106112469667	0.00225833796667	0.00469517972667
g	0.619269543333	0.108982364794	0.0402091199517	0.00899767466556	0.00590038712222	0.216640910952
h	0.277865527778	0.152617181598	0.0833079866506	0.0210835852219	0.00956562637407	0.455560123651
i	0.131921333359	0.206439977199	0.302033582217	0.0287707074073	0.00663830025802	0.32419610355
s	0.0457590381197	0.203395499066	0.598612407406	0.0334757924691	0.00407550835267	0.114681741517
e	0.0161386030332	0.124960812355	0.636625335802	0.173860303156	0.00502324491756	0.0433916875057
n	0.0054452673964	0.049990998785	0.646866345267	0.268849227719	0.00798502530585	0.0208631068352
a	0.00187324366747	0.0206471910283	0.517431991756	0.43432345924	0.011084881102	0.0146391966117
m	0.00071189777749	0.0090767555761	0.341560627252	0.589937519747	0.0333230533673	0.0253901362039
b	0.00197254670416	0.021421932992	0.320962352417	0.381022859916	0.141321447789	0.133298863735
i	0.00274311276805	0.0245242351307	0.194609386139	0.198182536639	0.168653924596	0.411286797912
a	0.00133684307935	0.00875638630357	0.075376857813	0.262388165546	0.194312806865	0.457828925971
p	0.000484062138783	0.00296480512452	0.0266082843043	0.257354275182	0.458415125622	0.25417343199
ò	0.000180465805261	0.00102595691151	0.0094806723681	0.123682028394	0.671396821874	0.194234060663
t	7.49006854903e-05	0.000357830797303	0.00333986916703	0.0603493031313	0.770170420625	0.165707680221
t	3.57584669001e-05	0.000517154685901	0.00331141283334	0.0302041693771	0.759261440208	0.206670060074
ù	2.72249293e-05	0.000570496333867	0.00329640471011	0.018429288759	0.512224316736	0.465452263358
</S>	2.061828815e-05	0.000286519474784	0.00166809140355	0.0100045208295	0.341025613368	0.646994631679
