 	voglio	che	Maria	viene	domani	</S>
t	0.82756895	0.0083000555	0.0034521027	0.0044779579	0.04232690023	0.113874026705
è	0.926241003333	0.0120750285	0.00501319223333	0.00353038196667	0.0150304065633	0.0381099746483
l	0.923973301111	0.012345668	0.0396023709444	0.00310038212222	0.00814016768777	0.0128380923961
o	0.60755526137	0.286347524167	0.0500390201815	0.0420329695074	0.00627239179592	0.0077528273687
e	0.20949140309	0.393968062722	0.325448579927	0.0575155415025	0.00740563633197	0.0061708204329
M	0.12776200933	0.250716452241	0.445060257976	0.0757831855008	0.0718038511107	0.028874301121
a	0.100491971277	0.210800150747	0.177822708925	0.291729305167	0.0896318352036	0.129524060374
r	0.0477251275923	0.158914470249	0.070292644575	0.405214648389	0.0618208819012	0.256032243458
ì	0.0340580025308	0.13426372875	0.0475571848583	0.50580589613	0.0532029898671	0.225112192153
a	0.0156975735826	0.06328585556	0.0324187306194	0.759086965377	0.0313554238557	0.098155430051
n	0.00524174294315	0.0223397909633	0.0667698525398	0.712317345126	0.153480667952	0.0398505811837
a	0.00176081213838	0.00925096015443	0.0756415841133	0.697914371709	0.195388449317	0.0200438048946
r	0.00059719962946	0.00404168181814	0.0360467143044	0.617258413903	0.317521723106	0.0245342532982
t	0.0119765589792	0.0323412476727	0.0256689334348	0.285738172968	0.347745431035	0.296529651099
i	0.0157648759929	0.0414693009909	0.0121252051783	0.283018002656	0.205374693678	0.4422479237
à	0.00525593707767	0.0138684892722	0.0042878765861	0.271111206219	0.487340271226	0.218136224567
v	0.001752016385	0.00462371919701	0.0018968278887	0.0907238281443	0.827861007075	0.073142605205
v	0.000588407794614	0.00170240548005	0.00112922009623	0.0438321807861	0.609968675458	0.342779122084
r	0.000201778076838	0.00075050781335	0.00327658629874	0.041109715262	0.212511181586	0.742150274028
i	6.9378012546e-05	0.000274193243117	0.00382807977025	0.0289976804207	0.0896373125287	0.877193411343
</S>	3.6001349723e-05	0.000140308824558	0.00191901939112	0.0180436467104	0.0608179342643	0.919043135671
