 	la	donna	pulisce	la	casa	l	uomo	no	</S>
e	0.8473721	0.1041533675	0.0051152902	0.0025950654	0.00227393305	0.0013909944	0.0052131208	0.001011564047	0.03087455145
j	0.8254941	0.1518949325	0.00694276166667	0.00119523909	0.00104543682667	0.000580911678333	0.00217475874	0.000349196647	0.0103226597521
i	0.618029433333	0.355724320833	0.0128501065556	0.00114129502	0.00125234858556	0.000671381571111	0.00559308052	0.001104840649	0.00363321998617
n	0.272900502578	0.677933726944	0.0217530075185	0.00525865170667	0.00557971972852	0.00146882279037	0.0109000921733	0.002334432083	0.00187107896206
è	0.102550098326	0.814352508981	0.0412076745062	0.00896931156889	0.00977620557617	0.00245393213012	0.0159723833911	0.00326024929433	0.00145763322069
k	0.044415506242	0.837532882994	0.0791205715021	0.00913969718963	0.00925892919206	0.00209472840004	0.0148432751304	0.00270422467478	0.00089019925023
a	0.015221629314	0.618662310998	0.324141623834	0.0162222307299	0.00770957723069	0.00205837182335	0.0134159877101	0.00185821183493	0.000710105226743
p	0.005117174141	0.334898686999	0.567994407945	0.0495215205766	0.0206433449102	0.00285098194112	0.01597085857	0.00209998167831	0.000903066408914
u	0.00173756979	0.194962932333	0.671103835982	0.0779533435255	0.0280653109701	0.00371194108037	0.01832441219	0.00318985249277	0.000950778002971
l	0.000612098629667	0.0829707584443	0.745136645327	0.117377179509	0.0288112376567	0.00384992526012	0.0171217343967	0.00317624816426	0.00094414550099
i	0.000231515172889	0.0359411934148	0.728926748442	0.163483189836	0.0343739368856	0.00755769222004	0.0160677831322	0.00823185092142	0.00518609613366
z	0.00010199433463	0.0189653610716	0.585915506147	0.241011746612	0.0554698566285	0.0230038744067	0.0277966177107	0.0196470936405	0.0280879597112
z	0.00265049131854	0.0238156490239	0.524068325382	0.252786188871	0.0590284002095	0.0243990039689	0.0274627905702	0.0198604785468	0.0659286899037
è	0.00350776950085	0.019815764708	0.589020841794	0.246868149624	0.0430872520698	0.013059530823	0.0153861245234	0.0112093410156	0.0580452555012
i	0.00117909250548	0.0068671207005	0.395988973265	0.298988769875	0.161119321357	0.064342383941	0.0442467431745	0.00564542417187	0.0216221839004
o	0.000393555001127	0.0022916802161	0.140277168122	0.221283639958	0.263929010452	0.28900711798	0.0708873210582	0.00332944455729	0.00860107880013
s	0.000131823011242	0.000771868206467	0.050752012074	0.151395649986	0.413521930151	0.32720594066	0.0501352956861	0.0027425446191	0.00334293957671
p	4.59486411807e-05	0.000662845218489	0.0298751950247	0.183609333329	0.445921616717	0.141718944887	0.0337823212287	0.017919398473	0.146464388869
ì	1.72271182602e-05	0.000636729056163	0.0360689253416	0.213931044443	0.376816462239	0.0990053049623	0.0359870777429	0.027477849491	0.210059397956
t	5.80875966517e-06	0.000229415262821	0.0287701304139	0.159812170481	0.52771990408	0.116489308321	0.0451118859143	0.0311133208303	0.0907480743187
i	1.96077131682e-06	7.73082716337e-05	0.010175391648	0.0698007444937	0.46353979136	0.26829003944	0.113980515305	0.0367223186101	0.0374119437729
o	6.90960961607e-07	2.58460082446e-05	0.00366545479267	0.0274333242646	0.216274899787	0.408443449813	0.301869711768	0.0266768532034	0.0156097821243
à	2.52059660202e-07	8.63945185587e-06	0.00127611374556	0.0093892803162	0.0867106542623	0.272176425404	0.610092467256	0.0143851956678	0.0059610060901
n	9.33664100673e-08	2.89074026296e-06	0.00044251743252	0.00336643970007	0.0796897930874	0.098597444268	0.805907269085	0.00985346048927	0.0021401705287
t	3.58685730224e-08	5.94292606432e-06	0.00057455514684	0.00596726970002	0.0915222933625	0.0602890950893	0.555695021362	0.0501962511631	0.235749588493
r	2.58369576741e-08	1.13741843548e-05	0.00226622811561	0.0179348925667	0.147915693454	0.0737990550298	0.241017702121	0.088429103721	0.428625929498
e	6.51788772558e-07	8.6239000516e-06	0.00243852012687	0.0173634814222	0.149317622685	0.0639057483433	0.188449207374	0.177699167907	0.400816989833
p	8.50581383453e-07	3.3116748572e-06	0.000839052050757	0.00586219519907	0.051099533095	0.0341101327811	0.140654455791	0.404588422636	0.362842083278
o	2.91936828084e-07	1.1936837824e-06	0.000291382583719	0.00200060199802	0.017600779645	0.0247803442604	0.0939685352637	0.621328930879	0.240027987759
d	1.05407464628e-07	4.675933328e-07	0.000108504205246	0.000704390359673	0.006209334375	0.0167211118535	0.0661817967546	0.720834450293	0.189239879253
è	3.6872442376e-08	1.64013969267e-07	3.7615463422e-05	0.000248112666891	0.002596563205	0.00653019951783	0.0472958405849	0.698939666764	0.244351809751
g	1.41731124587e-08	6.25257034223e-08	1.39803532473e-05	9.63963681303e-05	0.00191282976833	0.00407237220594	0.0844630635283	0.684606588921	0.22483467325
g	5.90529341957e-09	8.31500105141e-07	0.000490991152189	0.00505458397521	0.0197991194228	0.0160219899686	0.0836543681761	0.544075862974	0.330902221083
h	2.92497987319e-09	1.20491015171e-06	0.000655971844063	0.00681711812507	0.0255591374076	0.0190274391895	0.0378832532254	0.264228706991	0.645827140361
e	1.05276921191e-07	5.54476675237e-07	0.000228054467688	0.00238734947036	0.0089202471923	0.00678457883317	0.0140850723751	0.209725354997	0.757868666787
</S>	2.08580675595e-07	3.23301899618e-07	0.000118944423344	0.00119472117818	0.0044634982808	0.00344214227159	0.00812431288755	0.267206677499	0.715449163394
