 	non	aveva	dove	a	stare	</S>
e	0.37420015	0.327732258	0.0180881015	0.016993062585	0.006856653805	0.2561297538
n	0.270319130667	0.575646142667	0.0536189371667	0.010018662585	0.00305737347167	0.0873397104667
ì	0.109280661889	0.771139554222	0.0778840010556	0.00819880996167	0.00198506574056	0.0315119006889
c	0.0556046192963	0.759231484741	0.131804519019	0.0208473590872	0.00710423416352	0.0254078174296
h	0.0469912240988	0.647491244914	0.22574407634	0.0294685213624	0.00992600572117	0.0403789168099
e	0.0286179055609	0.414246690538	0.326818995447	0.171722515454	0.00693290124039	0.0516609599366
p	0.00958419657163	0.138620239289	0.491508785149	0.313339058485	0.00550008731346	0.0414476316455
u	0.00323170935254	0.0465022070363	0.447685568383	0.340981562828	0.117207440338	0.0443915368818
s	0.00110618230285	0.0155716621254	0.251139156128	0.514426397609	0.165723633446	0.0520329772939
t	0.000562333747617	0.00551925187847	0.166576920709	0.68135355587	0.0723367048153	0.0736512227646
a	0.000360022300939	0.00211876476272	0.0915602804363	0.49106636429	0.278391071938	0.136503480922
s	0.000123331124046	0.000709853382807	0.0312055472788	0.243296583763	0.585742303979	0.138922365641
ì	4.39446941687e-05	0.000239714135349	0.0109044141463	0.150855568588	0.53476639466	0.303189967214
</S>	2.20592183143e-05	0.000120077411294	0.00558097125315	0.087182835294	0.41129713733	0.495796933607
