 	ha	che	sono	usciti	</S>
è	0.8232281	0.0958527488	0.05127424078	0.00941011065	0.02023483
n	0.6523469	0.259941086267	0.06280137826	0.01339214665	0.0115184889
a	0.364239303967	0.488046222089	0.122149424087	0.0176944752167	0.00787054653333
g	0.123021291022	0.616321857363	0.226907618029	0.0247823427389	0.00896687017778
u	0.0420764737273	0.433416977788	0.452323379343	0.0524382575796	0.0197449193926
ì	0.0141159853391	0.154445547929	0.762998076448	0.0486894106265	0.0197509796642
k	0.0059220450897	0.064468643643	0.882746858816	0.0379132369755	0.0089492124214
a	0.00329358549657	0.0347979054143	0.630999129605	0.246325804325	0.0845835641405
n	0.00122565889552	0.0124438572714	0.264561386535	0.492733934775	0.229035144714
e	0.000440929865173	0.0045541403038	0.106059323178	0.470445304925	0.418500318238
</S>	0.000264170087586	0.0023787835719	0.059487153089	0.397117542462	0.540752389119
