 	mio	padre	ha	lavorato	sempre	</S>
o	0.7104871	0.237404894	0.0070292116	0.00846312785	0.0072460434	0.029369637185
c	0.521002906667	0.453596818	0.00723368553333	0.00532932971667	0.00273054587333	0.0101067312837
i	0.306441975556	0.670431369333	0.0124302261778	0.00513468177222	0.00192046223111	0.00364129062657
ù	0.127688863585	0.847299999778	0.0170292830593	0.00489201952407	0.0016110139337	0.00147879239352
r	0.0473172939283	0.935388333259	0.0124797326864	0.00369456320802	0.0006165025279	0.000503541051073
i	0.0202356770761	0.744448597753	0.207710261229	0.0261703895027	0.000890285435967	0.000544747385591
m	0.0071274552287	0.368852385918	0.55372611041	0.0622784078342	0.00464059757866	0.0033750289952
m	0.0593955165129	0.216371675306	0.514108310137	0.0878812792781	0.0146248761929	0.107618376665
u	0.0767650754603	0.155178480869	0.276347383379	0.279179919759	0.0447185713976	0.167810595555
è	0.0256092985981	0.055765260523	0.164206559126	0.60896353992	0.0610825124659	0.0843728642517
p	0.0085390685159	0.0216693119743	0.0730748733753	0.830915479973	0.037477401622	0.0283239102772
o	0.0028532695345	0.00869275890477	0.0325967469251	0.913597193324	0.0284466180073	0.0138134428857
l	0.000958338789367	0.00318758719826	0.019402188775	0.735571931108	0.200183136002	0.0406968106286
e	0.000326612937322	0.00126602886609	0.0128282534583	0.416320310369	0.371552668667	0.19770610021
m	0.000114638710374	0.00047640805603	0.0059643213861	0.21410998679	0.438704146222	0.340630473403
i	4.17365958913e-05	0.000188245129343	0.00333415301203	0.101027305597	0.477667868741	0.417740671134
m	1.75859775304e-05	7.6159374781e-05	0.00120307643401	0.0423385238657	0.483182742914	0.473181870378
m	7.5871386768e-06	3.93077065937e-05	0.000658305591337	0.0240517996219	0.485852020971	0.489390936793
è	3.68497421147e-06	2.57567544979e-05	0.000435996813012	0.0155705636506	0.597164580324	0.386799415598
n	1.28093254302e-06	1.27928741326e-05	0.000203777606904	0.00576714239353	0.734147076775	0.259867918533
a	5.8608894434e-07	9.11271571087e-06	0.000133186887968	0.00252367846451	0.779192075592	0.218141362844
p	3.07485648613e-07	3.99001887029e-06	5.6631587656e-05	0.00109617665484	0.803630015197	0.195212897615
à	1.09191864704e-07	2.02280082343e-06	2.8912418552e-05	0.000667484964947	0.840311228399	0.158990240205
n	4.07346579013e-08	1.28541399781e-06	1.57767468507e-05	0.000461998292982	0.918087156133	0.0814337504017
t	5.85232876338e-08	3.60935848927e-06	0.00022231651295	0.000547746122327	0.895754248711	0.103472046134
a	1.56295671921e-06	9.05197149642e-06	0.000291438872217	0.000582269594109	0.70006893957	0.299046772045
</S>	3.02962100961e-06	1.15522662482e-05	0.000147038957959	0.000354921777055	0.549085579785	0.450397916023
