 	Valeria	legge	il	giornale	</S>
e	0.7911584	0.115388205	0.00518819155	0.02959715623	0.0586681351
V	0.8875951	0.078729361	0.00300172008333	0.0105262555967	0.0201476250233
a	0.862484953333	0.107756529667	0.00884404789444	0.0098547238989	0.0110597525978
l	0.641173804444	0.314861086556	0.0191218326315	0.0161194869663	0.00872377496593
è	0.510360368148	0.451754382185	0.0180451752105	0.0154330689888	0.00440701005531
r	0.366153643716	0.582212007395	0.0263531987368	0.0222021739963	0.00307899715177
i	0.133074124239	0.735267349132	0.0546579355789	0.0488186919988	0.0281818842173
a	0.0462555160763	0.739498236377	0.12708149186	0.0502030889996	0.0369616288058
m	0.0159302154221	0.695383165459	0.241791657287	0.0328321673332	0.0140627769019
e	0.0059597031207	0.47517435182	0.469929945762	0.0417606617777	0.00717535140063
l	0.0021755180649	0.21467303394	0.675325015254	0.0995510805926	0.00827532666688
e	0.0008872219663	0.122504324647	0.675721438418	0.174716923531	0.026170025889
t	0.0004306092729	0.0769838746823	0.699528246139	0.18121114451	0.0418460752963
à	0.000158309939433	0.0390477690274	0.631186048713	0.227789194837	0.101818661765
o	6.68004854777e-05	0.0242943603758	0.390003689571	0.416125458279	0.169509690588
g	2.31990131926e-05	0.00836022126527	0.25176050319	0.618037356093	0.121818693863
i	9.64017623087e-06	0.00295795570642	0.161125124397	0.752554818698	0.0833524549543
o	5.35427841029e-06	0.00103629407681	0.0650937174657	0.828400409566	0.105464240318
r	6.0832256701e-06	0.000461807048937	0.0281321314886	0.883697939855	0.087702032106
n	8.27214089003e-06	0.000279175202979	0.0226768044962	0.727127476618	0.249908244035
à	5.58294482001e-06	0.00015061780566	0.0181181420654	0.594383532206	0.387342098012
l	2.50326753e-06	7.94720398867e-05	0.00847700358847	0.643870067402	0.347570956004
e	1.076993591e-05	5.30453652956e-05	0.00449392177616	0.481235035801	0.514207258668
</S>	1.9374569955e-05	4.48564206478e-05	0.00266348675808	0.325086137901	0.672186179334
