 	il	morto	si	piange	</S>
o	0.734876115	0.196052775	0.00109241585	0.01474604955	0.05323263435
a	0.466424376667	0.507781041667	0.00139978968333	0.00560370158333	0.0187911034833
p	0.192477603889	0.794693580556	0.00267034716111	0.00343394889444	0.00672453798777
e	0.0975510322963	0.891803793519	0.0038595664537	0.00393132296481	0.00285427622259
t	0.0431997696654	0.93902899784	0.0103570298179	0.0053144623216	0.00209970710753
a	0.0169334859885	0.82777084928	0.100643877939	0.0451554321072	0.00949631386918
m	0.0063125853295	0.741328066427	0.17281379598	0.0650877357024	0.0144578136231
m	0.0224497442432	0.720831955476	0.128418215327	0.0488453185675	0.079454774541
è	0.0345153980811	0.460927618492	0.164711975109	0.129593209523	0.210251774847
n	0.0184576983937	0.212635772831	0.309043645036	0.250408486508	0.209454373282
o	0.0063247723579	0.112291786944	0.367605525012	0.296257062169	0.217520846094
i	0.0021198125483	0.037979208348	0.331579941671	0.413858054056	0.214462980365
k	0.000726291031767	0.0129412733493	0.219587435557	0.671006218019	0.0957387961217
l	0.000275102424922	0.00499724791643	0.0907093218523	0.67847934934	0.225539003041
è	0.000134587272641	0.00236037887214	0.0369655812841	0.561394743113	0.399144734347
e	7.15620682137e-05	0.000881675996713	0.0144300453614	0.577635584371	0.406981178116
t	2.79265538562e-05	0.000315322319571	0.00655163328713	0.587584381457	0.405520776039
e	9.87490170373e-06	0.000123282520857	0.00271197394571	0.489039747152	0.508115142013
</S>	5.73820080186e-06	6.57430099285e-05	0.00168150289785	0.378553853576	0.619693171007
