 	non	sapeva	dove	a	stare	</S>
e	0.60955948	0.2087486925	0.00226268785	0.010329630165	0.0046656700115	0.164433801
n	0.452684993333	0.4734353975	0.00907814161667	0.00650779783167	0.0021371406115	0.0561565109333
ì	0.199113034444	0.762622999167	0.0117464355389	0.00518901798389	0.00131184676383	0.0200166417844
s	0.072381799148	0.911782866389	0.0056875773463	0.00285376403463	0.000478392798277	0.00681557365813
s	0.0518692840493	0.679207235463	0.0239979236154	0.00831669867821	0.0425634856831	0.194045346076
e	0.0430134432798	0.600103578488	0.0337395558718	0.00937338609274	0.0566700130944	0.257099991959
r	0.0212981250233	0.718048122829	0.109473263291	0.0242772175642	0.0213881995648	0.10551502392
e	0.0140280816901	0.46035056961	0.415982387764	0.0397216335214	0.0123094825216	0.05760777064
p	0.00474561016903	0.185943695403	0.708035915921	0.0676763055071	0.00807255887387	0.0255258592133
u	0.00165081937468	0.0651860144343	0.705638975307	0.192052935169	0.0199460413246	0.0155252157378
n	0.000588085137893	0.0236849468048	0.500757208436	0.43096842839	0.0279326561082	0.0160686872459
a	0.000224469993298	0.00821774329493	0.284425052812	0.488350252797	0.189106495369	0.0296759827486
s	8.4457872766e-05	0.00293980742831	0.139457029937	0.555767094266	0.257710158456	0.0440414672495
t	6.91377782553e-05	0.00198276667277	0.059336560979	0.751283431422	0.111986209485	0.0753419207498
a	6.08451099518e-05	0.00167883940959	0.0257554881597	0.531609952807	0.302131099828	0.138763766917
s	2.08841926173e-05	0.00058541224753	0.00888683195323	0.192228329936	0.655448366609	0.142830132306
ì	7.20387367577e-06	0.000198372913177	0.00324640183441	0.0765912916453	0.572583952203	0.347372740769
</S>	3.62378039288e-06	0.000103237814088	0.00188875259221	0.0413978633226	0.373583171101	0.583023320384
