 	non	sono	ancora	vestita	</S>
e	0.348201765	0.413252105	0.0121016355	0.0139050157	0.212539468275
n	0.230762123333	0.667059188333	0.0241388121667	0.00619008716667	0.0718497171083
ì	0.087734884011	0.848364186111	0.0348111490556	0.00422150385556	0.0248681839361
m	0.033052184237	0.916480518704	0.0394706423519	0.00245133255185	0.0085452555787
e	0.0128743569123	0.642127329568	0.330144045784	0.00811650811728	0.0067377248929
a	0.00464705765743	0.236093224623	0.725652535261	0.0266978903724	0.00690931313097
n	0.00168348464581	0.0816786599743	0.881152231754	0.0316859644575	0.00379968621032
k	0.00094331997527	0.0306490639914	0.629056597251	0.0233910088192	0.315959987237
ò	0.000910252111757	0.0172301763305	0.229403439084	0.0327249526064	0.719731145746
r	0.000847084170586	0.0185961851102	0.227570456361	0.196022085869	0.556964161915
a	0.000537146382395	0.0133529993727	0.228463904454	0.273107763956	0.484538183972
e	0.000239305332998	0.0045039520669	0.0954040821513	0.351151943319	0.548700727991
n	0.000209594777666	0.0020010605623	0.0557501857171	0.54997003444	0.39206910933
d	0.000142288374989	0.00112676730077	0.0340777500957	0.40344547248	0.561207726443
i	4.9026291163e-05	0.000403786250257	0.0119628522886	0.14201500096	0.845569378814
m	1.9718479121e-05	0.000166872891086	0.00510665516287	0.0597719727867	0.934934806271
è	8.95249274033e-06	6.13465091153e-05	0.00243168555896	0.0321800721956	0.965317935424
n	3.25656241344e-06	2.16552985584e-05	0.00104867689099	0.0382577903319	0.960668611808
i	1.27420992711e-05	1.48315672861e-05	0.000649786873663	0.044022492444	0.955300147269
</S>	2.35707021356e-05	1.7328353643e-05	0.000476688001831	0.028594877222	0.970887538634
