 	sono	stato	sempre	poveretti	</S>
ì	0.908590435	0.03361655	0.0152247745	0.023396792	0.0191715063
m	0.756919048333	0.204847512	0.0150681371667	0.0150285725	0.0081368221
e	0.391509111444	0.574483224	0.0228390713889	0.00662036856667	0.0045483213
s	0.134259813495	0.818362161333	0.0352145311296	0.00647222642222	0.00569131623333
t	0.0507707275117	0.896281837111	0.0276764022765	0.00726220114074	0.0180088150778
a	0.0227341794372	0.647209855704	0.133061925326	0.0908412893802	0.106152705026
m	0.00777042108573	0.482594978568	0.230069805109	0.13556168046	0.144003086675
m	0.00501603103524	0.671020392856	0.155773831703	0.06906947382	0.0991202638917
è	0.00434400414508	0.519564716285	0.292960130568	0.0589361242733	0.124195051297
n	0.00230528714836	0.199285882762	0.589827393523	0.0782059480911	0.130375513766
a	0.00127408933345	0.0776100334207	0.655709281174	0.121615969364	0.143790634589
p	0.000430244853817	0.0261106599302	0.706040073725	0.135516946455	0.13190207153
à	0.000146301454106	0.00878001693398	0.836068171242	0.0978394021517	0.05716611451
n	5.03211135187e-05	0.00292720144356	0.896565107081	0.0787395160506	0.0217178596033
t	0.000427842789156	0.0012312886295	0.822745969027	0.0591651073502	0.116429777301
a	0.000557152770385	0.0006664636415	0.514847716342	0.12838715245	0.355541525767
t	0.000189373316535	0.000222965462673	0.278064122114	0.30690898415	0.414614541922
e	6.6803121585e-05	7.4512713421e-05	0.184164698038	0.50044852805	0.315245437307
c	2.59857778283e-05	2.49925057203e-05	0.0792011926793	0.65805878935	0.262689035769
h	0.000206138399576	0.000122851444463	0.222192786893	0.566965063117	0.210513131923
ù	0.000266057645995	0.000155442664282	0.266943996298	0.555438374372	0.177196103974
d	8.8952873935e-05	5.30903978881e-05	0.0919765840993	0.791615374791	0.116266009325
d	6.62313491117e-05	2.85042726294e-05	0.197573226033	0.742068651597	0.060263377775
h	6.33533987039e-05	2.29518918765e-05	0.235211147344	0.423789133866	0.340913385925
i	2.68764708013e-05	1.16225665222e-05	0.0827554275013	0.274776661289	0.642429401975
</S>	1.46951867506e-05	5.8906051061e-06	0.0416018233306	0.299699645645	0.658677930987
