 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.73678	0.164746975	0.0040383961	0.009513502	0.00210079715	0.004001072585	0.00243133412	0.007299636339	0.069088321285
g	0.632566473333	0.328931625	0.00422591413333	0.0045526697	0.00129112595	0.001649012065	0.00115445718667	0.00249718010233	0.0231315764637
e	0.389472391111	0.581986175	0.0120501828111	0.00417588593333	0.00145236548333	0.001139294635	0.000972605695557	0.00090448982411	0.00784666323323
n	0.154540586037	0.820139905	0.014729276937	0.00406905944444	0.00137425107444	0.000912056045	0.00114094213185	0.00036236265137	0.00273161567908
i	0.057061902679	0.869174328333	0.054893783979	0.00740513461481	0.00534376140481	0.00205222194833	0.00231065791062	0.00028966618379	0.00146856656103
t	0.0218626163263	0.867031589444	0.078216222993	0.0133836488716	0.0087221273016	0.00308363901611	0.00587095017021	0.000539657024597	0.00128958508701
ò	0.0120350422088	0.696315376481	0.211130579331	0.0445153722905	0.0195762087672	0.00577940790537	0.00720316139007	0.00178513775487	0.00165973626234
r	0.0132559334029	0.551783985494	0.291158589777	0.0942408940968	0.0286011495891	0.00781231290179	0.00681161063002	0.00450892398496	0.00182660553411
u	0.0105819780443	0.406139255165	0.239773326592	0.144361734699	0.12962864253	0.0217129869006	0.03818614471	0.00531691432832	0.0042990158247
e	0.0035534845883	0.137065808555	0.275467775531	0.154563291566	0.30080182751	0.0670506043002	0.05316896057	0.00324051599944	0.00508774850823
n	0.00119078388263	0.0465709151183	0.202768109844	0.119490258522	0.413534522503	0.1420313781	0.0677711025233	0.00415230405648	0.00249064726941
è	0.000404656113877	0.0161935138561	0.0938657162813	0.253872070841	0.374341774168	0.1885807727	0.0657815976744	0.00539072045216	0.00156915292314
n	0.000136973438776	0.00557044231203	0.0530257857604	0.370237383614	0.346261624723	0.184173747567	0.0311212600581	0.00826857675072	0.00120418824105
u	4.59642926987e-05	0.00197840125511	0.0249306118835	0.225484946405	0.317194114908	0.281884049189	0.132920180686	0.0118281225836	0.00373364021368
s	1.55366184829e-05	0.00066451417447	0.0090569941245	0.0776064660017	0.222500584969	0.426825716396	0.235506343562	0.0214229231945	0.00640096260456
a	5.6553705543e-06	0.000227836667357	0.00375809307483	0.0278891297339	0.155734103323	0.428434022132	0.322638847854	0.0505183810648	0.0107939587349
l	2.32848944477e-06	7.86757310523e-05	0.00152854782494	0.011074797178	0.080586941441	0.283391124044	0.401724099285	0.190681480355	0.030932016245
l	0.000114925369975	0.000374327124751	0.00199046334165	0.0200622425927	0.0545889878137	0.122490500015	0.381445199762	0.243910900118	0.175022428748
i	0.000188833371325	0.000508840609917	0.00202912240722	0.0219794288409	0.0314745212712	0.0474286594717	0.299207249921	0.151201443373	0.445981882916
m	9.94209696383e-05	0.000207905430839	0.000877567422407	0.00771978314697	0.0148319247571	0.0350453962906	0.25172233664	0.242232157791	0.447263487639
o	3.35021376761e-05	7.21289911463e-05	0.000398640248469	0.00269929881432	0.00869361483903	0.0346847617635	0.275842955547	0.389796349264	0.287778722546
n	1.18309117254e-05	2.60003434821e-05	0.000144504154956	0.000939894851107	0.00322854658968	0.0193824782545	0.228513351849	0.536558939755	0.211194454182
ì	4.30022074923e-06	9.14160399937e-06	5.12985359853e-05	0.000445806154702	0.00124273601989	0.00877145931817	0.12104807564	0.762373266585	0.106053934394
s	1.43450983671e-06	3.05723462346e-06	1.89124099951e-05	0.000296404934901	0.00052992150663	0.00431999407272	0.0414507979033	0.907782075528	0.0455974211313
o	5.0201095177e-07	1.33172943949e-06	8.13709226503e-06	0.000130459882634	0.00024321439221	0.00212474694757	0.0163195841678	0.823590591843	0.157581427044
m	1.9658472059e-07	7.60692380163e-07	4.04295468834e-06	5.47463332113e-05	0.00010815262907	0.00100604240586	0.0072505641226	0.770744107281	0.220831389015
e	8.50340701967e-08	3.81901997054e-07	2.18856739611e-06	3.11057130704e-05	5.87457160233e-05	0.000556673385287	0.00302105164087	0.848492769094	0.147836979672
m	2.33551110066e-07	3.72024282351e-07	1.92179906537e-06	4.87443350235e-05	5.76071813411e-05	0.000324636091762	0.00174725934696	0.758548726365	0.239270453224
a	2.92893336689e-07	3.83591640784e-07	1.64820883512e-06	5.40213490078e-05	5.2927684447e-05	0.000207934475921	0.00116311660565	0.724704005455	0.273815684408
i	1.3294621223e-07	2.85324413595e-07	4.07800285837e-06	8.84588436693e-05	5.52241824823e-05	0.00015049728064	0.00059723737855	0.770247118485	0.228857018136
</S>	8.4335256115e-08	1.77906136798e-07	6.96518842918e-06	0.000142102676835	7.44307537411e-05	0.00017235607532	0.000354402319275	0.748197359242	0.251052159068
