 	viene	fabbricato	</S>
è	0.436869155	0.495282168	0.0678486988
r	0.455093541667	0.515013026	0.0298934364667
k	0.509441250556	0.256544950333	0.234013809822
e	0.255373280852	0.271538855111	0.473087883274
t	0.108970912284	0.386625691704	0.504403414425
e	0.0561086863613	0.536685253901	0.407206118142
f	0.0191972926871	0.664895367967	0.315907389381
a	0.0071340121957	0.652792699322	0.34007328646
b	0.0031111759319	0.531030129774	0.465858695487
b	0.0406199055106	0.376068829925	0.583311278496
r	0.0968608351702	0.442355659975	0.460783509499
i	0.0765509137001	0.430450259992	0.492998829833
k	0.0259873815767	0.267187136664	0.706825499944
à	0.00950819399223	0.417846855555	0.572644956648
t	0.00382594605074	0.703095601852	0.293078442216
o	0.00376596057025	0.623125783951	0.373108247405
</S>	0.00555218868512	0.447377066976	0.547070723702
