 	ho	finito	di	scrivere	</S>
s	0.8602879	0.045944042	0.008667206375	0.0409848755	0.04411592858
p	0.66086575	0.0445065953333	0.027492942125	0.0861614355	0.180973260247
ì	0.36276964	0.240053308444	0.062161177375	0.105966233833	0.229049641749
c	0.28817176	0.468734802815	0.0920794574583	0.066305526611	0.0847084622497
c	0.222669663333	0.540545534272	0.0778293171528	0.0534164188703	0.105539057417
e	0.122171356811	0.470646044757	0.231744192051	0.0474832629568	0.127955135806
t	0.041998444037	0.294985768252	0.519264930684	0.0727711276523	0.070979720602
s	0.033618944079	0.270419929417	0.444631298561	0.0784026125508	0.172927228867
a	0.0295982749363	0.242921179806	0.42998285452	0.0880948541836	0.209402871622
à	0.0099002121621	0.124383306602	0.656125918173	0.127692048061	0.0818985205407
t	0.00334137152737	0.069183181534	0.659574072724	0.23769591602	0.0302054549469
s	0.00617577904246	0.036038343178	0.425797037575	0.27578656534	0.256202271749
e	0.00710404259429	0.0155246175427	0.169356884192	0.435967015113	0.372047433916
g	0.00236974509353	0.00531584532423	0.0709594653973	0.648521418371	0.272833531305
r	0.000805491877477	0.00262775576808	0.0432648061324	0.642139786124	0.311162167102
à	0.000284047331892	0.00162755504036	0.0256932068775	0.713399495375	0.258995709034
t	9.54077853307e-05	0.000576888154453	0.0097483667925	0.724931298458	0.264648043011
s	7.26586380769e-05	0.000244565928151	0.00544182593083	0.457890283819	0.53635064767
i	6.53042359923e-05	0.000108369025484	0.00335526085594	0.19333909894	0.803131949223
</S>	3.32243379461e-05	5.6256806892e-05	0.00169870074647	0.12928507947	0.868926724612
