 	voglio	che	Maria	che	venga	domani	</S>
i	0.79227722	0.07754788	0.00953182185	0.00153520928	0.0055192227	0.024981925	0.08860671655
t	0.807337253333	0.1348013	0.01532850895	0.000925642513333	0.00294924893333	0.00896766348	0.0296904169733
è	0.800277451111	0.158246203333	0.0234447893167	0.000965861637778	0.00251658674444	0.00438815730667	0.0101609861144
l	0.748478783704	0.113408010778	0.127683189772	0.000894687659259	0.00184210691481	0.00408438986889	0.0036088564548
o	0.466515539235	0.310122706593	0.156156316591	0.0136169007664	0.0411949477716	0.00627523138963	0.0061183882016
k	0.157099364778	0.543661248864	0.13534312553	0.0417633702555	0.0873334859239	0.0223771254632	0.0124223140672
a	0.052878499826	0.407482199621	0.12698435151	0.115509560085	0.247753355308	0.0290953201544	0.0202967283557
i	0.0177067836087	0.188324027674	0.34827831017	0.123475875362	0.281660658436	0.0226864140515	0.0178679540852
M	0.0064198130029	0.085537600358	0.448715220057	0.181244503787	0.168229532812	0.0809457836838	0.0289075753284
a	0.00292475915097	0.0601486011193	0.180757330399	0.206588823596	0.225584317604	0.0929295747613	0.231066615109
r	0.00163345926699	0.0454838313731	0.0756610258463	0.184798740199	0.262781359201	0.0570980417871	0.372543571703
ì	0.001390339689	0.0320694779244	0.0466558672821	0.2197268334	0.420871663067	0.0457884643957	0.233497356234
a	0.00094644263861	0.0126096584325	0.0219298796307	0.220927481133	0.585626777689	0.0619044685986	0.096055259078
n	0.000315790345547	0.00421698589317	0.0085593511469	0.315160137044	0.474181542563	0.1581241062	0.039442033226
a	0.000106068599882	0.00143839684706	0.00403083673897	0.263124578015	0.553781344188	0.1610757864	0.016442941942
r	3.64261053273e-05	0.00050644380002	0.00179703306966	0.161777165005	0.545538801396	0.269429916467	0.020914180314
t	0.000406594146176	0.00437251782634	0.0125771102232	0.137020163668	0.264512753799	0.294911254822	0.286199584438
i	0.000529651075442	0.00565874059711	0.0157280032504	0.065500946556	0.252429197933	0.201345204274	0.458808278146
à	0.000176734353406	0.00188919338749	0.0052754122528	0.0243078984653	0.219437492754	0.496272784758	0.252640543049
v	5.89209074257e-05	0.000629832267797	0.00185741708427	0.00820533458977	0.0733166211093	0.830207074919	0.0857248323663
v	1.98866441236e-05	0.000224174554446	0.000753670291423	0.0100318190179	0.0270013637844	0.610815467973	0.351153611805
r	6.9077028032e-06	9.11211743153e-05	0.00218395368714	0.0144102733393	0.0141197792615	0.212937700658	0.756250253935
i	2.84820346307e-06	3.29451640051e-05	0.00259866894861	0.00875576434977	0.00802319158717	0.085023141886	0.895563434645
</S>	2.19325373154e-06	1.70797966026e-05	0.00130135605366	0.00460299952989	0.00512874654358	0.050956310943	0.937991317323
