 	la	casa	la	costruirono	i	muratori	</S>
o	0.709605815	0.233429686	0.0045871744	0.0067266253	0.0007540364975	0.004022639765	0.04087399797
s	0.526249308333	0.445261222	0.00932946513333	0.00351307633333	0.000338567310833	0.00138981098167	0.0139185255033
p	0.390651916111	0.453256547333	0.0403042540444	0.0720218188111	0.00557967448361	0.00427615587722	0.0339096310344
ì	0.274276268704	0.493193139111	0.0771824846815	0.100998858937	0.00744275469454	0.00540929612574	0.0414972284115
t	0.142472240568	0.66976461637	0.102232818227	0.0612288166457	0.00518605576485	0.00264694040858	0.0164685414372
i	0.0613622663227	0.63817299879	0.237933306076	0.0459358865486	0.00483627398828	0.00222839456953	0.00953085004573
o	0.0209981897842	0.405856958263	0.537025432025	0.0260021111829	0.00235045885609	0.00151924942651	0.00624757291524
f	0.00709300543473	0.170934382421	0.789468330675	0.0275553793943	0.00132477064536	0.000733364978837	0.00289081885841
a	0.00266372100824	0.0680517581403	0.877680720225	0.0440460781314	0.00310796401512	0.00129422699295	0.00315556260614
b	0.00113476232041	0.0273730411801	0.866710016742	0.0941980877105	0.00477670323837	0.00209859236432	0.00370874330205
b	0.0874146098578	0.0987415425267	0.589786068914	0.138820639237	0.00612504024612	0.00537632998811	0.0737357312007
r	0.125329357619	0.210371357509	0.265322929638	0.194906419746	0.0107001252487	0.011753440996	0.181616357067
i	0.0509804111463	0.159473436903	0.192242386546	0.406400739915	0.0112805674162	0.0118753697987	0.167747077022
k	0.017034778122	0.0536969447643	0.152740682182	0.527616896638	0.107636408139	0.0433858360662	0.097888468674
è	0.0056811048784	0.0181445875014	0.0833877257273	0.634686215546	0.144312755046	0.0537024033554	0.0600852602247
t	0.00189595486558	0.0062909668258	0.0403991949091	0.829770928515	0.0720468580153	0.0206603117185	0.0289358332749
s	0.0012431381568	0.00628831191727	0.0425405829697	0.773383466172	0.0526890383384	0.0154449711728	0.108410505292
a	0.00102608054407	0.00628602224409	0.0392040954899	0.670968505391	0.0797209811128	0.0212978050576	0.181496495097
n	0.000342616069227	0.00210403659583	0.0136530098633	0.525937851797	0.290519547038	0.0396450350192	0.127797883366
e	0.000114402690059	0.00070379737051	0.0047907685811	0.279365787266	0.523927365679	0.0968165116731	0.0942813727887
e	3.8625282333e-05	0.00024177252927	0.00170840217037	0.147776925755	0.617782805226	0.136666290558	0.0957851875962
f	1.52333548443e-05	0.000105459245757	0.000779666563457	0.114064958585	0.683640768409	0.132661393519	0.0687325221987
a	7.33856979477e-06	5.7686791919e-05	0.000457582127819	0.0775086184617	0.562570812803	0.311057794506	0.0483401427329
b	2.68168872092e-06	2.2635157123e-05	0.000211148316273	0.0280653554672	0.326005434268	0.570788231502	0.074904469911
b	4.50006318297e-06	0.000114311421524	0.00323335039576	0.0430692722024	0.214474371423	0.446288048501	0.292816116637
r	4.81333413943e-05	0.000871024333841	0.0172092541319	0.190639020734	0.173283353808	0.210981830834	0.406967345546
i	6.04274675981e-05	0.00101978463395	0.0187113625426	0.206500155778	0.110058887269	0.295331066945	0.368318288515
k	2.15281356094e-05	0.000343155372277	0.00624033293321	0.0689237536613	0.043691807423	0.587385002315	0.293394394505
a	7.48042121313e-06	0.000115868085919	0.00208287128675	0.0230097958724	0.018398102141	0.702160500772	0.254225336502
t	2.97935705104e-06	4.10540288397e-05	0.000698461625917	0.00772011595647	0.00860288331367	0.713483820257	0.269450655501
ù	1.22142782468e-06	1.47595075419e-05	0.000234938524306	0.00262143682782	0.00658992217122	0.836516160086	0.154021571834
r	4.4783372256e-07	4.9995824993e-06	7.92836312687e-05	0.000921502001273	0.00652082142374	0.898660786695	0.0938121706113
i	2.70204774187e-07	6.35680788977e-06	3.77561205896e-05	0.000452062265758	0.00479017970791	0.635318532232	0.359394820204
</S>	2.67199357094e-07	1.01537864449e-05	3.51800017948e-05	0.000415822882879	0.00305946635396	0.360816821116	0.635662260102
