 	perché	aveva	lavorato	molto	</S>
j	0.87091588	0.0215449592	0.0252679305	0.0037767368	0.078494416
a	0.656744713333	0.0485339004	0.1127083985	0.0818070634667	0.100205822667
t	0.417820377778	0.156374715467	0.149127711833	0.136385527822	0.140291604222
ì	0.314258702593	0.326043915156	0.134010279611	0.112172605941	0.113514471407
ì	0.143887931098	0.578438288385	0.132766983204	0.075572347447	0.0693344206357
c	0.104074317266	0.740896146128	0.0960233944013	0.0312786062823	0.0277274877119
h	0.117402022422	0.666974398709	0.0813076948004	0.0218392437608	0.112476616571
e	0.067271740564	0.410315120903	0.366526564933	0.0165697445869	0.13931684719
p	0.022511514361	0.291978538301	0.600217338311	0.0237286308623	0.06156400573
o	0.0075108853221	0.261667958434	0.649333629437	0.0469617862874	0.0345257335767
l	0.00252841500613	0.134132718478	0.721956009812	0.0857985754291	0.0555842445256
e	0.000881993532043	0.0821258161593	0.616681753271	0.122866425143	0.177444004842
m	0.000319407045681	0.0485727297198	0.467960694424	0.180085625048	0.303061554947
ì	0.000125763038227	0.0302604778399	0.464592578141	0.238901128349	0.266120028316
s	5.24598055223e-05	0.0120321244466	0.408687282714	0.422466482783	0.156761627772
o	1.79914029208e-05	0.0048730501072	0.212637047571	0.686203237594	0.0962686442573
n	6.41606162693e-06	0.0016623556984	0.101934309857	0.827532269198	0.0688645947524
t	6.00030422898e-06	0.0040050445038	0.071561645619	0.678546549733	0.245880714917
a	7.07363774299e-06	0.00477564142593	0.062753684873	0.591348629911	0.341114961639
p	3.75906734766e-06	0.00159769136298	0.0237721286843	0.72613658997	0.24848984388
o	1.68593489922e-06	0.000539031757327	0.0085229102881	0.816998776657	0.17393760696
d	8.59209851407e-07	0.000183773633976	0.0033487822227	0.797134745552	0.199331844653
d	3.11116088188e-05	0.000836709119525	0.0232001578676	0.525996998517	0.449935014884
h	4.66442766063e-05	0.00109505139984	0.0325058689559	0.260768349506	0.705584071628
ì	2.10238141371e-05	0.000406380087913	0.0135463590626	0.269193043169	0.716833190543
</S>	1.0527327471e-05	0.000203563735906	0.0067856441473	0.358841981584	0.634158295271
