 	le	ragazze	vogliono	guardate	</S>
t	0.85619775	0.029494401	0.013492521	0.020255340285	0.08056006101
a	0.821698736667	0.126558285667	0.0152455783333	0.00742529481833	0.0290721013433
k	0.610484332222	0.340574878556	0.0333224601111	0.00340575278611	0.0122125217144
o	0.327351832741	0.608266826185	0.052370610037	0.00280051504204	0.00921016617147
r	0.143989056247	0.713916795395	0.123239750012	0.00640789481401	0.0124464343905
à	0.103658258749	0.696342295132	0.149889806671	0.009830509938	0.0402790724635
s	0.0693301162497	0.689335028377	0.180956905557	0.009937585646	0.0504403078212
i	0.0294411853666	0.714495096126	0.210122361852	0.011751017882	0.0341902896071
a	0.00991739202887	0.524165102042	0.425297407284	0.0149351859607	0.0256849282024
t	0.00335539985962	0.191771503347	0.781728122428	0.0121477865536	0.0109972264608
è	0.00127687151987	0.0719768776157	0.912523107476	0.0102538357512	0.00396933754693
l	0.00058180047329	0.0318678903719	0.954224535825	0.0117282019171	0.00159756948898
o	0.000275585141097	0.0184882167906	0.781781985275	0.152341603639	0.0471125734697
n	0.000133197449639	0.0105752617535	0.521090101758	0.385529734546	0.0826716761566
e	4.59739686197e-05	0.00367150134783	0.298024532919	0.610126628182	0.0881313537189
k	1.75987306399e-05	0.00132676569261	0.106574851306	0.797082942727	0.0949978712396
a	7.8124119133e-06	0.00049067596887	0.041469744702	0.856168747576	0.101863050413
n	4.29045613777e-06	0.00019712209029	0.014471898534	0.874663982525	0.110662726804
o	3.40643514592e-06	9.22344060967e-05	0.00539662159133	0.826687350842	0.167820392268
n	3.36990661531e-06	5.64433986989e-05	0.00198386140044	0.775155293614	0.222801017423
i	3.57213143844e-06	4.39812905663e-05	0.000832533400147	0.658619951205	0.340499939141
m	5.23044147948e-06	4.56476245221e-05	0.000400010930049	0.536627750402	0.462921329714
m	5.39964395983e-06	5.07158148407e-05	0.000510517546683	0.486460176801	0.512973159905
è	3.08635804328e-06	5.22297442802e-05	0.000568643748894	0.3301250356	0.669250973302
n	1.20920878443e-06	5.27914340934e-05	0.000730939132965	0.237091581867	0.762123477767
a	2.16414400814e-06	6.89973346978e-05	0.000722748324322	0.189666890622	0.809539212589
</S>	3.52326785407e-06	8.00273573489e-05	0.000450050782161	0.133991210311	0.865475186295
