 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
e	0.346934685	0.51948546	0.031419071	0.002917132	0.0095107335	0.017747249705	0.004024505491	0.0153606749345	0.052600471885
n	0.181915313	0.749414073333	0.0272154316667	0.0044341659	0.0061679901	0.00657460567167	0.001527358491	0.0051682296045	0.0175827536183
e	0.0703124283333	0.847433424444	0.0569100972222	0.0079937205	0.00585060846667	0.00298019162389	0.000752572797	0.00178556505617	0.00598131503943
s	0.0307910353444	0.841724558148	0.0861430990741	0.0212234748333	0.0144824143222	0.0024323738413	0.000423960409	0.00069310886339	0.00208592817781
p	0.0304576250148	0.627320336049	0.129239069691	0.0380117819444	0.0234990511074	0.0509737884804	0.0157113226463	0.0326360436145	0.0521509137906
ì	0.0299054138716	0.300036014016	0.35096578323	0.0803013519815	0.0282776770358	0.0762900038268	0.0215409624821	0.0435810740382	0.0691016353302
c	0.0121783622239	0.142953740005	0.583018961077	0.114092153994	0.0494240983453	0.0501452389423	0.00897616622737	0.0157410512794	0.0234701688901
c	0.0159247414746	0.094657297335	0.660867000359	0.093820888998	0.0478968597818	0.0345697133141	0.00582538477579	0.00851759499313	0.03792048401
e	0.0157699388629	0.0505939984317	0.533059946786	0.260614030666	0.0285577602606	0.034731409438	0.0089443141586	0.0136537697977	0.0540747883367
t	0.00529980932397	0.0173376097306	0.263829025595	0.573296510222	0.0380610300869	0.0420089598127	0.0131504587195	0.0167086449326	0.0303079204456
s	0.00534035010632	0.0121038008435	0.179421155198	0.615128736741	0.0476295633623	0.0467864486042	0.0215594569065	0.0260660993109	0.0459643904819
a	0.00531841433777	0.0100065410978	0.143641517399	0.543322712247	0.109422141121	0.0780881412014	0.0239803306355	0.031750675437	0.0544695561606
o	0.00178124605326	0.00335602069047	0.0566145474663	0.393229106082	0.421126230374	0.0701069954005	0.0138090122118	0.0173381753123	0.0226386631869
s	0.000598939700787	0.00112404249502	0.0212984232554	0.180271890694	0.733755743458	0.0388847768002	0.0081531289706	0.00777611403743	0.0081369062123
ò	0.000200860023062	0.000378867617173	0.0090206405518	0.0887322986647	0.859033794486	0.0298796669334	0.00552819332353	0.00430692667914	0.00291875232077
z	6.7067004444e-05	0.000128315240991	0.00318273166393	0.0301777341082	0.938771578162	0.0226140053111	0.00240314004118	0.00164932894305	0.00100611895492
o	2.27963256713e-05	4.40323431303e-05	0.00112258999464	0.0141324684894	0.899113026054	0.063216658437	0.0194646535137	0.00147574296435	0.00140802353297
s	8.00649465377e-06	1.52990589301e-05	0.000415240366213	0.00946087196313	0.763769942018	0.170291529479	0.0460294591712	0.00683587748812	0.00317374524432
p	0.000102195252115	0.000352869308163	0.0019049341634	0.0346689507877	0.569898090673	0.195854006493	0.0472120030571	0.024684851496	0.125322084881
i	0.000133671366062	0.000465608886888	0.00239502104263	0.0423365823726	0.313893160224	0.343258772164	0.0920949843524	0.035355013832	0.170067203294
c	4.4661239062e-05	0.000155664097696	0.000810299733377	0.0145993646009	0.126009710741	0.519772650721	0.159910528117	0.089467007944	0.0892301094313
c	2.16872870387e-05	0.000141980750465	0.00942443764213	0.032078736567	0.13537718758	0.40968655024	0.124815499372	0.154730899315	0.133723003144
è	1.40218119162e-05	0.000137626069988	0.0122857620472	0.037584747389	0.13110686386	0.49423357008	0.0719832097907	0.126171472438	0.126482755715
t	4.68349995007e-06	4.62674350323e-05	0.00409705209127	0.0125984955237	0.0490773782867	0.620115136693	0.16994092993	0.092238175146	0.051881946905
s	3.39961885802e-06	3.57321102138e-05	0.00143291055612	0.00977940203523	0.0288013427622	0.459585595564	0.200623056643	0.096861513382	0.202877089302
i	2.99023692267e-06	3.22299515603e-05	0.00054446446553	0.00883273789208	0.0189207662107	0.255555528521	0.307881265548	0.128353971127	0.279876033101
t	1.01591169108e-06	1.07720593344e-05	0.0001825967645	0.00295532126569	0.00672114559357	0.119226609507	0.478830478516	0.221298713709	0.170773324367
s	3.5030142388e-07	3.6358261868e-06	6.39730842e-05	0.00111184565656	0.00289751133119	0.066992063169	0.345240359505	0.22430786457	0.359382384789
e	1.43974836627e-07	1.27478590893e-06	2.33940957133e-05	0.00048666374153	0.00124530167573	0.0367183473897	0.274374529835	0.24046244819	0.446687861596
g	6.5883066109e-08	5.4366642631e-07	9.52348018443e-06	0.000164847101853	0.000458433817243	0.0156911433966	0.268148043278	0.340236266063	0.375291080532
r	4.57946072697e-08	3.58448542103e-07	6.66773446148e-06	7.5903830951e-05	0.000362079565748	0.00945724506553	0.151819928426	0.451268382021	0.387009373511
à	3.69048093232e-08	2.07474247534e-07	4.04030921249e-06	4.37798816537e-05	0.000296103387583	0.00739986638851	0.0671559336087	0.647600504007	0.277499544504
t	1.23182918701e-08	6.98284226313e-08	1.45354405283e-06	1.52718782879e-05	0.000138045078194	0.0036874796295	0.0320536746696	0.719148734669	0.244955288168
s	9.8546584857e-09	9.15344274971e-08	1.83851550761e-06	2.18663441626e-05	0.000220240176065	0.0045031096765	0.0206555992232	0.49002124489	0.484576036056
i	1.03112718829e-07	4.45955315832e-07	2.71201093587e-06	2.37278041042e-05	0.000215854756522	0.00424554931883	0.00987129374107	0.25243356163	0.733206778685
</S>	1.92682159415e-07	7.44214457916e-07	2.62329311794e-06	1.23208061271e-05	0.000110536375011	0.00223661229941	0.00694330637054	0.206236900815	0.784456789342
