 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.75579297	0.10376045	0.01100451665	0.008923382675	0.001694945805	0.006359626335	0.00372072046	0.008145844647	0.100597560835
s	0.827476716667	0.12314945	0.00568734508333	0.003202302865	0.000651263314333	0.00221605983033	0.00126735564	0.002730930102	0.0336185389325
o	0.702389262222	0.27639439	0.00533159946111	0.001712729945	0.000391518624111	0.00105827649211	0.000458613773333	0.000948525222333	0.0113150517083
t	0.432721074074	0.55079453	0.00851013648704	0.002500535915	0.00031510608037	0.000711474850703	0.000195176783111	0.000366432363444	0.00388554047777
r	0.298089738025	0.66018062	0.0118264754957	0.0106100317717	0.00132426342246	0.0039543189169	0.00053118640637	0.000971424143815	0.0125119381009
a	0.215839084675	0.73734955	0.0105017416652	0.0123974679239	0.00165720654749	0.0050283854123	0.000637420696023	0.00116612416861	0.0154230084236
ù	0.087691500025	0.880709883333	0.0114589753884	0.0113557506413	0.000650573532497	0.00194283129077	0.000273321009241	0.00058921507687	0.0053279209512
d	0.038533866475	0.815875827778	0.0715228417961	0.0668947035471	0.0010116757875	0.00297937647692	0.00028830847308	0.000718479658957	0.00217489508373
i	0.0217788498917	0.611539952593	0.247943560599	0.102629491182	0.00454401592917	0.00572370949231	0.00111997261103	0.00196346425299	0.00275701984124
è	0.00745682398563	0.358812138864	0.552835073533	0.0650995070607	0.00510291194306	0.00461047729077	0.00128128742368	0.00208045061966	0.00272135861508
n	0.00249024385328	0.311585857621	0.584570141178	0.0954707390202	0.00194747316769	0.00179066770359	0.000458536877893	0.000749052891887	0.00093726482336
g	0.00212977742076	0.368927645874	0.311374487059	0.22968640634	0.0130591602759	0.0085148283812	0.00143367014263	0.0018433270473	0.0630306793581
r	0.00395519970692	0.394682841958	0.155931355686	0.30285721878	0.0186208657586	0.0142783201271	0.00236338204754	0.00327392751577	0.104036888786
a	0.00327837533764	0.317121922653	0.0939168378953	0.372594972927	0.11161192092	0.0185096460424	0.00437209221585	0.00873010850526	0.0698641139287
m	0.00110329451365	0.112447802018	0.0591617042984	0.556547880976	0.182182346973	0.0313768513475	0.00569434550528	0.0109639061684	0.0405218121762
m	0.00037434724565	0.0490133941393	0.0608601854328	0.685918630325	0.110850395658	0.0313436071158	0.00515885626843	0.0101476187228	0.0463329162587
è	0.00013133983161	0.0277698486464	0.0723145821443	0.689532776775	0.114727765219	0.0309669070386	0.00476676438948	0.0097046289076	0.0500853707529
n	4.387732877e-05	0.0096986884588	0.0537747213814	0.682723628925	0.17777595174	0.0432712676795	0.00387725609649	0.0060200919692	0.022814492351
o	1.4668978269e-05	0.00332247332593	0.0217845479271	0.470392994975	0.415816867247	0.0607046792265	0.0102834273655	0.00550370608973	0.012176616217
p	4.91599480933e-06	0.00111746147564	0.00744371920903	0.179820600325	0.626941212416	0.152050693076	0.0163065564552	0.00728269312991	0.009032164739
u	1.65447190111e-06	0.00038060474738	0.00264285761634	0.0790400344417	0.588130337472	0.260875291025	0.0486133801517	0.0126490593766	0.00766681067967
s	6.37919141037e-07	0.000130595901293	0.00101247719878	0.0325473348139	0.466501605824	0.392786340342	0.0759084967172	0.0216105784589	0.00950193365989
s	8.22759137012e-07	0.000660874267764	0.00729670494626	0.0503070306046	0.310276198608	0.378289610114	0.0703108089057	0.051411486153	0.13144645622
è	8.26813637671e-07	0.00114831992259	0.0126530849821	0.0582862765349	0.198792346203	0.349495133371	0.0735467829686	0.0723303153843	0.233746915407
n	2.9727528629e-07	0.000698728579063	0.00763883599403	0.025666406445	0.129364890401	0.538216144457	0.0836483229895	0.0592555437948	0.155510857802
a	1.7242404383e-07	0.000236429510254	0.00267054586334	0.00907680186167	0.0807965991337	0.508859751486	0.22110988633	0.0797271232649	0.0975227152673
p	1.3416326761e-07	8.02501601513e-05	0.000896760094247	0.00311490699722	0.0410305267112	0.430441840495	0.32900896211	0.107768111088	0.0876585117558
o	5.05472317033e-08	2.71902962138e-05	0.000306445558882	0.00109479258374	0.0206668174371	0.344119460165	0.434248314037	0.139833087029	0.0597038405853
è	2.18815654011e-08	9.13260581893e-06	0.000109181756961	0.000388758814813	0.00835313681237	0.150802021722	0.475061011346	0.333046302343	0.0322304268618
t	1.30979480004e-08	3.07052033564e-06	3.85977798203e-05	0.000130349461071	0.00286015098412	0.110556875574	0.295643113782	0.575103800781	0.0156640209539
a	8.4053550668e-09	1.07541338021e-06	5.14945264401e-05	6.8366659257e-05	0.00145272540804	0.091861736858	0.199878124594	0.570464833594	0.136221622318
d	7.5676795556e-09	5.15802976737e-07	5.83015888134e-05	4.8620676219e-05	0.00124375200268	0.0463695226193	0.140027515865	0.421360387865	0.390891360773
i	1.78767332852e-07	4.69834465579e-07	2.37344186711e-05	2.05089592063e-05	0.000762297424227	0.0236623338731	0.0636187296217	0.418282622622	0.493629106924
k	2.34056852584e-07	3.7426061186e-07	9.21777387703e-06	1.00529985354e-05	0.000317691478076	0.00857946789103	0.0325088263739	0.457976300874	0.500597822308
ò	7.92590863047e-08	1.5736604472e-07	3.37875503568e-06	3.5894449718e-06	0.000159372254359	0.00371874666368	0.0164535244246	0.521539356958	0.458121807436
m	2.68122804549e-08	5.55182620067e-08	1.25616174723e-06	1.2481161016e-06	9.67908947863e-05	0.00298342998789	0.0109238096082	0.631948265653	0.354045112479
m	1.06784061616e-08	1.52212517034e-06	7.48630888277e-05	3.82769208182e-05	0.00122623909326	0.00631647216263	0.0124239405361	0.567625538551	0.41229311416
a	2.61908088019e-06	2.63381269011e-06	9.99492115092e-05	5.11178096394e-05	0.00159092549555	0.00622225554554	0.0099997791787	0.36493243285	0.61709830472
</S>	5.23062994009e-06	2.25538579506e-06	5.08560986046e-05	2.63312988697e-05	0.000798051744475	0.00315730075977	0.00563833558935	0.254304521425	0.73601715236
