 	dovevo	comprare	il	pane	</S>
ì	0.77950812	0.0051459797	0.014521690415	0.005300950468	0.19552327759
c	0.900040553333	0.0207341477	0.00960923808167	0.002040872368	0.0675751820567
h	0.835075951111	0.0945851259	0.0147550410272	0.00676053252267	0.0488233651522
a	0.50914258637	0.422763761967	0.0163282806757	0.00882716180756	0.0429382540507
n	0.17376576849	0.786504667322	0.0174884508919	0.00463113240252	0.0176100145836
a	0.0589594235233	0.894739942441	0.0304402212973	0.00327467690084	0.0125857457612
a	0.0198133502411	0.842476234147	0.122623784766	0.00291948976695	0.0121671140537
f	0.00690531680703	0.626168411382	0.350436221589	0.00981500712232	0.0066749961179
o	0.00258966791234	0.377295247127	0.581631673863	0.0306258600408	0.0078575263393
r	0.000991148664113	0.217305509042	0.738983111288	0.0311045324136	0.0116156724464
à	0.000427737474704	0.131232333014	0.813888437096	0.0130549567712	0.0413964928155
s	0.000198090279901	0.070975318138	0.870045059032	0.0072932364904	0.0514882292718
o	7.16971484003e-05	0.0259238094127	0.826274419677	0.0343044384968	0.113425578091
t	2.73070239001e-05	0.0092382686509	0.673937286559	0.174571876166	0.14222526603
o	1.47064119667e-05	0.0033590236303	0.47667001552	0.419431368722	0.100524898677
t	2.44867813222e-05	0.00135159512677	0.249948888507	0.628419839574	0.120255172892
s	5.49883947741e-05	0.00391643449226	0.125373704502	0.760907829858	0.109747007631
o	5.8489438258e-05	0.00476135126409	0.0596233595007	0.592886679953	0.342670102544
m	3.2706182086e-05	0.00166512139703	0.0231642061002	0.528705229984	0.446432720848
ì	1.61966912287e-05	0.000568342880677	0.00872244236673	0.470809593328	0.519883393616
</S>	9.97109241435e-06	0.000295537749339	0.00504204178336	0.252751721664	0.741900696808
