 	è	che	stanno	ancora	alzati	</S>
è	0.765580575	0.1994139025	0.018009157535	0.00400859831	0.0045744273	0.0084133128
n	0.484923858333	0.365639594167	0.134972980178	0.00455588790333	0.00437867455333	0.00552898753333
a	0.206192676098	0.337009951389	0.446303643393	0.00498564953444	0.00221899517111	0.00328909427778
s	0.0689402146593	0.16461408713	0.756728501131	0.00568477534481	0.00157473745704	0.00245773067926
t	0.0329866478598	0.0898084523767	0.836707687044	0.00656654094827	0.00574735701901	0.0281834031131
a	0.0210421002299	0.0576348448922	0.621336765681	0.0640937706494	0.153432003673	0.0824605877044
s	0.00712462495497	0.0204666432307	0.54816775856	0.142016826883	0.205072666558	0.0771515202348
ù	0.00353987508666	0.00962519024357	0.457473024187	0.288169435628	0.142681664186	0.0985108444116
n	0.00232447427655	0.00549632753452	0.199868732729	0.561497121876	0.124359940729	0.106453419637
e	0.000786263237517	0.00197307662184	0.0988192699097	0.674833773959	0.159384059576	0.064203571379
a	0.000269874650839	0.000663860954847	0.0333178621582	0.740696157986	0.176376188525	0.048676058793
n	0.000773302890946	0.000342469158849	0.0115403585744	0.865278519329	0.101193026508	0.0208723062643
k	0.00343510823032	0.00049821210295	0.0049082049248	0.623861769776	0.099009643836	0.268287063755
ò	0.00418025274344	0.000658414900983	0.0024907244416	0.246480934592	0.0863853472787	0.659804324585
r	0.00195435169115	0.000491935360328	0.00121374190053	0.278061426197	0.124392038426	0.593886501528
a	0.00067739820905	0.000209810670309	0.00060082885031	0.287048221399	0.396152899475	0.315310877176
o	0.000229797559017	7.0763940603e-05	0.00020185533268	0.102649738033	0.660343409825	0.236504479059
r	9.54086136723e-05	2.60823270677e-05	6.890509067e-05	0.047973450911	0.753668136608	0.198168029686
t	8.14184178908e-05	1.79985572559e-05	3.74510442233e-05	0.0330908769703	0.576070058869	0.390702196562
ì	6.11163042969e-05	1.31342368426e-05	2.54768554738e-05	0.0170689605234	0.348195622956	0.634635698854
</S>	3.11706396484e-05	6.5765525573e-06	1.27503588359e-05	0.0096840225617	0.340635496478	0.649629999427
