 	mi	si	gonfiò	il	dito	</S>
m	0.070469507	0.395645309	0.049989912	0.0079335403	0.20542836	0.2705333682
u	0.0674855706667	0.530276036333	0.143013090667	0.0566730936333	0.110027208667	0.0925250189667
p	0.0472075685556	0.534977445444	0.242695500222	0.0851779312111	0.0540873515557	0.0358542350889
r	0.0285845028519	0.410064710148	0.287378393407	0.0506379154037	0.0554660305186	0.167868449696
ì	0.014519737346	0.166706635049	0.495816964469	0.0625541901346	0.0506403001729	0.209762142232
s	0.00509883057733	0.0629836910163	0.681768354823	0.129040813378	0.0446831980576	0.076425094744
t	0.00551650259244	0.0353798573388	0.601952804941	0.133682595459	0.0368413673525	0.186626849915
i	0.00542137875031	0.0214448477129	0.437899388314	0.285988669486	0.0265486581175	0.222697039972
t	0.00185598073294	0.00907750217097	0.299669182771	0.551642639829	0.0422873017058	0.0954674066573
o	0.000667651871647	0.00444085152366	0.15979216759	0.747841613276	0.0385996486686	0.0486580456524
d	0.000227920315216	0.00199179200789	0.0588177851967	0.616977627759	0.29419987099	0.0277850046508
à	8.11014849053e-05	0.00118192095263	0.0247929897322	0.35680861592	0.591838973663	0.0252964378836
t	2.71832874351e-05	0.000421554048877	0.0102582747441	0.261943655307	0.707005441221	0.0203438972945
t	0.000109212502445	0.000649301530959	0.00816688374803	0.146448808436	0.547894527074	0.296731243431
i	0.000136476957558	0.000718546215786	0.00706055943934	0.0810397814787	0.417151255691	0.493893361144
l	4.96142752627e-05	0.000260023120729	0.00250788640978	0.0359972399929	0.59487003523	0.366315210381
o	2.53862037542e-05	0.000128657330243	0.00097504242326	0.0227780244976	0.450463253077	0.525629670127
</S>	1.98345208771e-05	9.92690351215e-05	0.00050389003163	0.0198809677488	0.245790963539	0.733705120064
