 	il	ladro	poteva	entrare	da	qui	</S>
o	0.7593563	0.1870190165	0.0131519855	0.008703253	0.000796113835	0.00108945367	0.0298838185
l	0.641760883333	0.322595418833	0.0187890451667	0.00515539745	0.00050090899	0.000835934754667	0.0103623567137
à	0.405233788778	0.561718376278	0.0253399353889	0.00361960193333	0.000203907545	0.000388893936222	0.00349545783157
d	0.163594379926	0.733706028759	0.096143336463	0.00460490497778	0.000149325931667	0.000558121265407	0.00124390171052
r	0.258837615975	0.491734011253	0.145188467154	0.00741729099259	0.00231018685722	0.00259882345514	0.0919136136235
o	0.274320338958	0.188819127751	0.322177427385	0.0108554709975	0.0146235578191	0.00367323045171	0.185530874541
ì	0.0918775449093	0.110323571584	0.640835455795	0.0129628966658	0.0165839817064	0.00206117959724	0.125355430707
s	0.0307519218264	0.079647566528	0.831305265265	0.0100059293886	0.00560326181213	0.000824344615747	0.04186170907
o	0.0103113156471	0.0389238508527	0.896393321755	0.0307527066295	0.00798138674738	0.00139041257525	0.0142469407643
z	0.00345476164603	0.0134862382276	0.732599433918	0.195831328877	0.0341320592491	0.00703845985842	0.0134576926881
e	0.00116736531434	0.0048622760292	0.414443449306	0.325960179626	0.223426818416	0.00933731895281	0.0208025925627
è	0.000391675553503	0.00204118782973	0.174155146969	0.524005629875	0.274659632805	0.00958695098427	0.0151598085209
m	0.000131723855091	0.00417620740991	0.087672371523	0.752713969958	0.116714779935	0.0329901939948	0.0056007767403
b	0.000472537080564	0.0338699361366	0.0711075665077	0.576147903319	0.0574916629783	0.0882758079983	0.172634579147
i	0.000586135184888	0.0406875737945	0.0382249036026	0.259746138773	0.232743758326	0.0957728569994	0.332238646382
a	0.000197440945163	0.0135940338128	0.0143778500875	0.108882359924	0.472336006109	0.136746333333	0.253865985461
p	6.77033624543e-05	0.00455207365093	0.00494899976017	0.0530414069747	0.364336318703	0.405555911111	0.167497568487
ò	2.34738959939e-05	0.00153904240531	0.00166716842822	0.0228434193249	0.145149789901	0.697394237037	0.131382869496
t	7.82755959843e-06	0.000527689884003	0.000560635816907	0.0115266146083	0.0537880170003	0.846557959012	0.0870312851653
t	4.76028662414e-06	0.000227306786234	0.000273739205969	0.0130018227028	0.0275873967001	0.736580543004	0.222324453722
u	4.13741530805e-06	0.000131521787745	0.000178995314323	0.0131766773029	0.0195204284334	0.396574410335	0.570413864574
</S>	2.66909865403e-06	7.25791573725e-05	9.14612906615e-05	0.00661516975445	0.0114882020167	0.224652314168	0.757077652287
