 	hai	già	mangiato	</S>
è	0.81225197	0.06313330035	0.06665086	0.0579638626
c	0.749843523333	0.124851886783	0.0736735366667	0.0516310526
h	0.569782631111	0.129789928928	0.0690093815556	0.231418047533
i	0.319776032037	0.325150512976	0.0315636363519	0.323509829178
g	0.130274182346	0.534309354325	0.0308400866173	0.304576389726
i	0.0591654322153	0.510580284775	0.0942621902058	0.335992096575
à	0.0200625422218	0.387790428258	0.377847976735	0.214299064658
f	0.0074190730906	0.311097476086	0.605561605578	0.0759218753527
a	0.00322598176353	0.237697476029	0.605624181859	0.153452399784
m	0.00128952194784	0.086263395343	0.644035127286	0.268412009928
è	0.000468577265947	0.0374444874477	0.663278142429	0.298808839976
n	0.000185357710482	0.0232803888159	0.748081514143	0.228452747659
a	8.89779403273e-05	0.011106647172	0.576213551381	0.41259079022
</S>	8.01896276637e-05	0.005806014936	0.301328095691	0.69278564511
