 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.77493125	0.00427498185	0.0050703665218	0.00449030014	0.05965889508	0.15157415841
c	0.903261583333	0.0181796033167	0.00212272288847	0.00243010054	0.0215100527467	0.05249587741
h	0.854285861111	0.0727906987722	0.0203351176628	0.00215398244667	0.00992177911557	0.0405125681367
a	0.528051510037	0.380698382924	0.0484685172209	0.00128812980889	0.00480123565519	0.0366922677122
n	0.179600319446	0.737184814308	0.0652572157403	0.000638050262963	0.0022325226684	0.0150871092707
a	0.0610292541253	0.864020938103	0.0549229212468	0.00261856462099	0.0068787229228	0.0105296207902
v	0.0204828418684	0.820572559368	0.135479966416	0.003825897407	0.00964135617427	0.00999738013007
o	0.0069519837928	0.621141886456	0.292880795472	0.014569092669	0.0474404222581	0.0170158225767
r	0.0025583554176	0.585381862152	0.295880975157	0.0211553695563	0.071135885086	0.0238875678589
à	0.0012802001592	0.748182787384	0.170818057386	0.0116901111854	0.0415392110287	0.026489640953
s	0.000835657773067	0.701935929128	0.140154168129	0.0447320797285	0.0636177553429	0.0487243989843
o	0.000475741391689	0.406942129709	0.23343699271	0.136007696576	0.089100256781	0.134037158328
t	0.000173157482563	0.16190367757	0.368323320903	0.232217848859	0.085685273927	0.151696721109
s	0.000131665985521	0.0627245518567	0.586703540301	0.189235551953	0.067010299309	0.0941944320363
o	0.00012062149184	0.0298621649522	0.517914373434	0.109523176318	0.0499931457697	0.292586550679
m	7.33439339467e-05	0.0122631472174	0.278901764478	0.225230308773	0.114767099923	0.368764321893
ì	4.97353473156e-05	0.00504494913913	0.166129159259	0.289403559591	0.173539446641	0.365833112298
k	2.15057676719e-05	0.00249257880971	0.0574702073197	0.385235359864	0.18407763888	0.370702657433
u	9.8035184573e-06	0.000864626204237	0.0207687318399	0.463006676621	0.21336129296	0.301988839144
à	5.5782885191e-06	0.000302651221879	0.00771485647363	0.280427076874	0.47191285432	0.239636973715
i	2.24454140637e-06	0.00016219844676	0.00258538968688	0.127426641958	0.617920318107	0.251903185238
m	1.66506243546e-06	0.000131161867587	0.000876145473893	0.101752270986	0.638727982702	0.258510722746
è	7.21366724515e-06	7.2310874529e-05	0.000296390863064	0.0776808033287	0.824174587567	0.097768663582
r	8.55305527505e-06	3.81249141763e-05	0.000104863573521	0.0307425703762	0.928647145856	0.0404587278607
i	6.98817228502e-06	3.54573873921e-05	3.77293921603e-05	0.0111768056854	0.650881666952	0.337861300954
</S>	9.65480864251e-06	4.89925186961e-05	1.89541620601e-05	0.0058057537827	0.341537810976	0.652578770477
