 	li	vestono	i	genitori	</S>
t	0.88731474	0.0470798345	0.0046365155	0.00354352995	0.0574253887
u	0.75851006	0.207752583167	0.0060877045	0.00499422315	0.0226554417
s	0.46174652	0.513886911056	0.0076900525	0.00546072699333	0.0112157844667
i	0.207505389667	0.768361437019	0.0120207595	0.00563857660778	0.00647382272223
n	0.0735583834557	0.891694579006	0.0211583335	0.00704972973593	0.00653895534074
d	0.0503389517186	0.704652643002	0.0334563038333	0.0209102304453	0.190641822547
ì	0.0439563505729	0.642857821001	0.0319013649444	0.0244189274818	0.256865511849
n	0.0186902573576	0.806720643667	0.0546649353148	0.0229768238273	0.0969473546163
n	0.0385320629525	0.567485646556	0.0769474384383	0.0347529256091	0.282281937872
o	0.0440884308475	0.282354287519	0.199600812813	0.0331716505364	0.440784822624
n	0.0147699148025	0.18203790784	0.469210594271	0.0723554501788	0.261626124208
e	0.00495070852483	0.0805984741967	0.651848711424	0.132047366726	0.130554718069
i	0.00166660514728	0.0279987653156	0.725817620475	0.162224548909	0.0822924723563
g	0.000574268578427	0.0107719247719	0.801863656825	0.14909280297	0.0376973637854
e	0.000207199818809	0.0041859601353	0.598156942275	0.363425427657	0.0340244755951
n	7.3298512953e-05	0.0014084498761	0.256107040758	0.700092529219	0.0423186975317
i	2.50495363677e-05	0.000475020936367	0.111427102086	0.771317843073	0.116754983844
t	8.94009747923e-06	0.000161878737122	0.0408829837287	0.803353281024	0.155592912948
ò	3.24758292641e-06	5.62585570073e-05	0.0167828106096	0.807749277008	0.175408409316
r	3.10167565214e-06	0.000104259439969	0.0171740700365	0.754573475669	0.228145109772
i	3.91272745071e-06	0.00013271746999	0.0167228907055	0.524125468556	0.459015023257
</S>	3.41923322535e-06	8.5962704995e-05	0.00854337389275	0.294077699278	0.697289531629
