 	era	molto	stanco	</S>
ì	0.77035097	0.00596494335	0.01464350535	0.20904060493
o	0.838822456667	0.0831601050167	0.00804031401667	0.0699771442967
n	0.721523318889	0.244656641672	0.00940838867222	0.0244116717989
e	0.447273941296	0.516721630557	0.0229451798907	0.0130592482663
p	0.171900485765	0.761960493519	0.0364875532969	0.0296514727554
o	0.065175096775	0.86089612784	0.0387588277656	0.0351699969185
d	0.0239236071117	0.835025155947	0.114359005922	0.0266922773062
d	0.0560527060372	0.533915703649	0.137533583974	0.272498038102
h	0.0716747863457	0.350597532883	0.0646521949913	0.513075512701
ì	0.0309119848719	0.380154580961	0.220169176664	0.368764267567
s	0.0106134006806	0.350326596987	0.464564408888	0.174495592522
t	0.0070618688602	0.238572093662	0.367600863963	0.386765170841
r	0.00621720072007	0.0973636742207	0.172581704321	0.723837423614
à	0.00262612590336	0.0415122680736	0.180804056774	0.775057554538
k	0.00093162478112	0.0190438161579	0.314062002258	0.665962544846
k	0.000929625910373	0.00908877485263	0.275029486753	0.714952108282
o	0.000910074454458	0.00463512851754	0.111816500251	0.882638332761
</S>	0.000459219853729	0.00329628310877	0.0825715031255	0.91367304138
