 	forse	non	li	ha	a	casa	</S>
f	0.92123568	0.00094663427	0.003289627725	0.00479182065	0.0038706141	0.01587176415	0.04999386975
ò	0.960686426667	0.00488952832333	0.004213772275	0.00381306241667	0.00221241600667	0.00720332451667	0.016981512142
r	0.981187708889	0.00575651474111	0.00261837444833	0.00149312979889	0.000769662796557	0.00248084483422	0.0056938010789
s	0.67352089963	0.0101766948804	0.00986425897278	0.0100618647263	0.00994342958652	0.0270560495734	0.259376798333
i	0.419038396543	0.0887081092935	0.0372754989909	0.0185266192421	0.0159904570288	0.0636485465245	0.356812388444
e	0.329147707514	0.175628296431	0.286470079664	0.0183445067474	0.0086562615096	0.0497775127148	0.131975655915
t	0.119149680938	0.153299672144	0.624560659888	0.0341513009158	0.0052646775032	0.0191611282116	0.0444129126717
u	0.041200843436	0.103936967381	0.736820553296	0.0811936753053	0.00904415250107	0.0119088258372	0.0158949621239
s	0.014025136733	0.0695616997937	0.659859517765	0.210453198435	0.0224077155004	0.0158877429457	0.00780494400797
è	0.009528866142	0.0599849389312	0.443486492588	0.405814722812	0.0394831765001	0.0341543616486	0.00754743233599
c	0.00821120806733	0.0594579719771	0.268401137529	0.459734990937	0.0739912121667	0.118180503216	0.0120229827787
h	0.00550359704244	0.0780111879924	0.23917051251	0.389731180312	0.107467830722	0.135546237739	0.0445694419262
i	0.00442966013415	0.0738312015641	0.16834715617	0.298995926771	0.205939386907	0.095059415913	0.153397205309
è	0.00149930251825	0.0250637556314	0.0579012771433	0.18079378559	0.315395845636	0.258909978638	0.16043603277
s	0.000500145896417	0.00866227261047	0.0202400208011	0.11862604853	0.404706345212	0.388023499546	0.0592416625233
s	0.000171869902606	0.0144831577268	0.014260405267	0.09720438951	0.404282328404	0.275421696515	0.194176161441
u	6.76393348687e-05	0.0164018555133	0.0114292929763	0.0565387154367	0.240146447135	0.323646522172	0.351769553814
</S>	4.20173679344e-05	0.00820550366315	0.00572334881915	0.0285376911184	0.148738630067	0.462933861086	0.345818976907
