 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.72480478	0.1794168425	0.0341736969	0.000857780295	0.00922911008	0.0242842465	0.027233566
n	0.422873700667	0.489074004167	0.0407383909667	0.000830007228333	0.009039206	0.0215647199133	0.0158799244733
a	0.147995157012	0.702731281389	0.128968085656	0.00247756334278	0.00342547457333	0.0076786257511	0.00672371429777
v	0.0494437051873	0.614198083796	0.317113081885	0.0104631527809	0.00158652576444	0.0035117555837	0.00368360639926
o	0.0165506743858	0.384545414599	0.569947463962	0.021173242927	0.00138302806148	0.00299484169457	0.00340523109975
r	0.0055969306686	0.1534142342	0.796708331321	0.0329804309757	0.00195331245383	0.00469698153152	0.00464969269992
à	0.0020763868762	0.0571394339	0.898078727107	0.0299258119919	0.00149321230128	0.00483033217717	0.00645606023331
s	0.0008649803104	0.0214716353333	0.946279959036	0.017397447664	0.00154522601709	0.00484427295906	0.0075964574111
o	0.0003154714328	0.00794886247777	0.933906319679	0.031216498888	0.0043314807057	0.00695141098635	0.015329944137
t	0.0001074572191	0.00306677151592	0.720964059893	0.232854612963	0.0110819949019	0.0112660496621	0.0206590647123
o	5.40805968667e-05	0.00110357215031	0.380141033298	0.504268987654	0.0736646403006	0.0233883132207	0.0173793992374
t	3.99600169556e-05	0.000397072150437	0.156642010099	0.688589462551	0.1075597691	0.0311815157402	0.0155902640791
s	0.000117102153652	0.00625183902881	0.0752465033663	0.815266354184	0.0572592324667	0.0240617135801	0.0217973223597
o	0.000148865888884	0.00888909944294	0.0534742567888	0.601179521395	0.0438403079222	0.0259922571934	0.266475747453
m	7.03568949613e-05	0.00367366542998	0.0285318363296	0.375348660465	0.123229042641	0.106779886731	0.362366601151
ì	3.61754039871e-05	0.00127106969233	0.0125095828432	0.268823066488	0.19042221088	0.167153102244	0.35978481905
k	1.4534780639e-05	0.00045818777591	0.00600382442107	0.102670557496	0.36464009696	0.155707310748	0.37050545635
a	6.05940428967e-06	0.000154771805003	0.00210650040036	0.0409942723987	0.490733178987	0.193676553583	0.272328628783
i	3.80248329656e-06	5.32409155877e-05	0.000780317023453	0.0153922311096	0.424466839662	0.298183151194	0.261120432928
m	1.89750248655e-05	2.59610505492e-05	0.000467685911151	0.00531367695987	0.402342286554	0.428842160398	0.162989288309
è	2.32921782618e-05	1.67674260991e-05	0.00034432998505	0.00192849606862	0.274901654851	0.649614320133	0.0731711494363
r	7.8283872856e-06	5.68324992237e-06	0.000121775495683	0.000647291572873	0.10302037695	0.868051973378	0.0281450536454
i	5.13227798687e-06	2.37626544746e-06	7.7891774561e-05	0.000219875537091	0.0373822219833	0.629668221793	0.332644269048
</S>	6.34578849343e-06	1.79615897373e-06	9.31393722805e-05	0.000111860815746	0.0195779164916	0.330343506896	0.649865434524
