 	che	vende	buon	pane	</S>
k	0.68054687	0.2349050675	0.009452507	0.002387628085	0.07270798172
a	0.44870897	0.517405539167	0.007052809	0.00111816335167	0.0257145829533
i	0.167087802567	0.811359016389	0.0110148466667	0.000596905190557	0.0099414460111
p	0.0573825231123	0.617252803796	0.320127983889	0.00164995203685	0.00358673943703
u	0.0220775180608	0.436135429599	0.524504761296	0.00668879867895	0.010593499119
l	0.0115340717869	0.370867786533	0.595655920432	0.00854155355965	0.0134006644397
ì	0.0115812303623	0.367998555511	0.536094856811	0.0133295485199	0.0709958338799
t	0.0109164670208	0.367432615837	0.495296635604	0.02521071484	0.101143542627
s	0.0135213849069	0.163452855946	0.673280221868	0.04891110028	0.100834382209
o	0.013587462179	0.0790635589487	0.458729239956	0.101266752093	0.347352947403
m	0.00454837821033	0.0269731441962	0.304466302652	0.274149024031	0.389863134134
ì	0.00156982465744	0.00927353897873	0.236513590884	0.30693561801	0.445707429711
k	0.000591212515813	0.00346451473958	0.120129943628	0.295126216003	0.580688099904
a	0.000215525669738	0.00126445753086	0.0799231079427	0.347717272001	0.570879643301
l	7.4089453246e-05	0.00042753724262	0.0279802298809	0.355249414	0.616268754434
ò	2.57077272387e-05	0.000145923583873	0.0104262920607	0.270689839267	0.718712238145
</S>	1.30871545543e-05	7.42577544365e-05	0.005215683431	0.136783136534	0.857913819072
