 	è	che	stanno	ancora	svegli	</S>
è	0.80290635	0.1629324025	0.0173603006	0.003147916125	0.00183089255	0.0118222
n	0.532362516667	0.3747482275	0.0819599148667	0.003600826475	0.00134628074667	0.00598226380667
a	0.229658337272	0.4382362625	0.324669538289	0.00368692359167	0.00048298619389	0.00326597107556
s	0.076931310564	0.2593762325	0.656903112763	0.00422478696389	0.000240823312963	0.00232373559185
t	0.0366637979447	0.1318067325	0.782635137588	0.00551077208796	0.015660226171	0.0277233134306
a	0.0234920516716	0.0763701305	0.706199412529	0.0386522210293	0.023099473457	0.13218671281
t	0.00817188741053	0.0292304478333	0.74318743751	0.0657236626764	0.0120202028857	0.141666427437
ù	0.00578348296684	0.0150527216111	0.686050912503	0.161271049892	0.00639519039523	0.125446692312
n	0.00496104606095	0.00960169608703	0.551945870834	0.310149706631	0.00299469746508	0.120346988304
e	0.00167328107232	0.00347098893568	0.382478200278	0.52628694221	0.00192786215503	0.0841627336347
a	0.000573649269107	0.00118282331089	0.131454858893	0.788127247403	0.00563574448501	0.0730256622116
n	0.000351674321369	0.00043787672263	0.0447721026977	0.918629615801	0.008445571495	0.0273631200039
k	0.00100521884046	0.000282999477543	0.0162201086326	0.6447458516	0.00733994333167	0.330405868268
ò	0.00187275544682	0.000556299352514	0.0068064093442	0.231573995533	0.00559486687722	0.753595669423
r	0.00146537832894	0.000646139194171	0.00415695304807	0.392404430511	0.00807242655907	0.593254634141
a	0.000531721760647	0.000313446593057	0.00244638033269	0.625563553504	0.068997017853	0.302147809047
a	0.000188249891882	0.000108336975486	0.000848861200063	0.416427365501	0.330378769284	0.252048363016
t	0.000914430931294	9.94453746287e-05	0.000343685245854	0.292103192834	0.553666173095	0.152873043672
s	0.00143920079043	0.00015002561821	0.000288402995285	0.256483079611	0.602758391032	0.138880910557
ù	0.00094655097681	0.000135563569403	0.000329168188428	0.126957234537	0.545248020344	0.326383503519
n	0.00049691677037	7.69622830677e-05	0.000232750632976	0.0679155508457	0.491456930115	0.439820901173
n	0.00027265693489	0.000311613494289	0.000584701597825	0.0347172109486	0.376064173372	0.588049633724
i	0.00019741719919	0.000389609730473	0.000698268848153	0.0136650811895	0.432112901124	0.552936714575
t	6.70744450233e-05	0.000130052957554	0.000234355522596	0.0056417820365	0.453162337041	0.540764388192
i	2.39946096411e-05	4.36379286047e-05	7.9773561602e-05	0.0029969841055	0.204027012347	0.792828576064
</S>	1.26482601706e-05	2.19899059024e-05	3.9984625406e-05	0.00173554004275	0.139504071173	0.858685738032
