 	io	non	so	cosa	è	da	scrivere	</S>
e	0.660226035	0.024536904	0.006038311425	0.00158960336	0.04256965374	0.006606641444	0.057479904993	0.200952970309
v	0.867493061667	0.0231377726667	0.00569603675833	0.000735956806667	0.0143623101167	0.00231215836733	0.0192428904863	0.0670198503537
ò	0.665664877222	0.286013955889	0.0120429645861	0.00102719068222	0.00535394038223	0.000938048732443	0.00655692831877	0.0224021455442
e	0.284191279074	0.667965785296	0.0333200111954	0.00187012466074	0.00237216332741	0.000449028657481	0.00228520902959	0.0075464072464
n	0.113380243025	0.561825671765	0.310364501732	0.00795853835358	0.00164029554247	0.000778220812494	0.0013445055032	0.0027079986988
e	0.046539217855	0.263032452255	0.610954320577	0.0696291094512	0.00451767571416	0.00246066080416	0.00138468760107	0.00148185183293
s	0.0156167239117	0.132625672418	0.737482026859	0.10304111315	0.00553825800472	0.00307438163472	0.00158704083369	0.00103477057764
s	0.0100392322506	0.0759680361393	0.697732168953	0.0762064143833	0.00858021676824	0.00660426157824	0.0175342263779	0.107335434159
è	0.00905463211687	0.0487965604131	0.677015549651	0.0645199347944	0.0128304199227	0.00919906105941	0.0314864417926	0.14709740122
r	0.00413057962562	0.019574553171	0.765598029884	0.0839053949315	0.0243455959742	0.0153624692198	0.0321363555975	0.0549470137733
o	0.00162807314921	0.00932071686367	0.579269189961	0.224051041644	0.0615305436581	0.0365822980733	0.0539637218658	0.0336543864578
t	0.00056251328786	0.00324483238456	0.298337614654	0.475217493881	0.075153657886	0.0665750126911	0.0546235352886	0.0262853418193
i	0.00018776775361	0.00119866097752	0.126635613318	0.53242439796	0.126279785962	0.173791907564	0.0283233194295	0.0111585683398
e	6.373975897e-05	0.00047682985184	0.0450309618727	0.376091525987	0.169551318654	0.383421059188	0.0192097888098	0.00615478431327
n	2.66789162233e-05	0.00026625929728	0.0181819262909	0.218098405329	0.125635036218	0.571636696396	0.0617663622699	0.00438864470442
a	1.35496889544e-05	0.00015294691376	0.00818287238363	0.0982329911097	0.090107635406	0.674222965465	0.122502017423	0.00658500586814
g	4.9723159148e-06	7.593360592e-05	0.00300435865121	0.0426197967032	0.0630579931353	0.620541081822	0.252537779141	0.018158032456
r	9.17678968827e-06	9.62264053067e-05	0.00385880578707	0.0195021429011	0.0388560133784	0.365877403941	0.472429113047	0.099371085152
à	1.03941438094e-05	9.64368324356e-05	0.00410672201236	0.00962878893703	0.0207096847261	0.13245345808	0.682409021016	0.150585538384
s	3.53238069013e-06	3.37468402452e-05	0.00140234582945	0.00339627488234	0.0144065401754	0.0677843461267	0.788532990339	0.124440286128
s	4.09176950704e-05	0.000351919115515	0.00179279635182	0.00349413169411	0.0173063393918	0.0490334077089	0.62847158678	0.299508928709
o	5.36249983235e-05	0.000456987506105	0.00191779235831	0.00335670973604	0.0111636594606	0.0202077845696	0.382981558927	0.579861922903
</S>	2.71867541117e-05	0.000228703004452	0.000959357540705	0.00168514492502	0.0056772842253	0.0111670567848	0.300085539463	0.680169781451
