 	vuole	vuole	mangiato	caldo	</S>
t	0.89726613	0.015770328	0.00197073725	0.0428724994	0.04212026913
è	0.917971663333	0.0505227233333	0.00198144008333	0.0152534979533	0.0142706963633
l	0.770027121111	0.216625864444	0.00233506469444	0.00601227843777	0.0049997014611
i	0.429218328704	0.522248971481	0.0219261794315	0.0176960950459	0.00891045026037
t	0.147934032635	0.78546944716	0.0328915061438	0.023000796582	0.0107042579535
è	0.056820358945	0.859319272387	0.0619590873813	0.0146579747607	0.00724334785117
l	0.0364316796483	0.838407170796	0.103570199127	0.0157393792536	0.00585157166039
i	0.0233587930728	0.577144610265	0.207697763042	0.175611209751	0.0161875789301
f	0.00787127788793	0.232598420088	0.475386501014	0.251473089917	0.03267067931
a	0.00264137690031	0.0990661386627	0.573619727005	0.235743236639	0.0889295251033
m	0.000906799185437	0.0360892938542	0.562237035668	0.26286817888	0.137898698368
è	0.000325315696146	0.0152130731514	0.459334135223	0.384860579627	0.140266869456
n	0.000115383323715	0.00656806331713	0.355397868408	0.531231663209	0.106687002819
o	4.23122525717e-05	0.00329684583971	0.275046695769	0.532820947736	0.188793197273
t	1.62361293572e-05	0.0011464122039	0.10610221889	0.486951839245	0.405783305758
r	2.64226322857e-05	0.00157903762463	0.0583860619633	0.464796193082	0.475212285253
e	3.12777866619e-05	0.00168128824631	0.0283209266044	0.373332424361	0.596634045084
m	1.28441193206e-05	0.000569595917537	0.0102851316181	0.186495984787	0.802636415028
m	5.4395556402e-06	0.000203229884179	0.00436620021937	0.103781053262	0.891644071676
ò	2.58667876007e-06	7.48461263597e-05	0.00167180400979	0.059156220754	0.939094557225
</S>	1.46514270003e-06	3.84745891298e-05	0.000979861089895	0.042748952377	0.956231278613
