 	non	ha	mangiato	mai	un	rustico	</S>
e	0.3546295	0.362932237	0.021950129	0.00817400725	0.029592287075	0.023643678865	0.19907812255
n	0.244071825667	0.618251332333	0.0445215776667	0.00604518558333	0.0120162428417	0.00843658299833	0.0666571704
è	0.092657820889	0.786627477444	0.0824466238889	0.00601120662778	0.00638232168057	0.00331503265611	0.02255945245
c	0.0519387822963	0.784900225815	0.12823942463	0.0150449673093	0.00871923752686	0.00267900007537	0.00847834268333
h	0.0663221060988	0.626156165272	0.151357561543	0.0279841824364	0.015405598509	0.00667107802512	0.106103294961
i	0.0536075802829	0.342354025091	0.264167977181	0.132039540812	0.0266481948363	0.00861579134171	0.172566906987
f	0.0180234035976	0.122890349164	0.42982924906	0.288067463604	0.0401662906121	0.0077739941139	0.0932492743957
a	0.00608793150487	0.0423780108147	0.346607984353	0.477321287868	0.0817711335374	0.00642363180463	0.0394100205319
m	0.00208053544729	0.0143303329182	0.167103899451	0.666534045956	0.117015925846	0.0104916590349	0.0224435851773
è	0.000745166896763	0.00531139852607	0.103670262484	0.638774121985	0.225837759949	0.010990587445	0.0146706897258
n	0.000264366239088	0.00226137423202	0.073983756828	0.553843663995	0.353744859983	0.00507705024833	0.0108249255753
a	9.14481117627e-05	0.00083073920734	0.0434481129427	0.441128517998	0.475619463328	0.0135806914161	0.0253010555251
m	3.26017472209e-05	0.000284366012113	0.0150507619142	0.328256719333	0.586158237776	0.0384656418054	0.031751711175
à	1.2742143227e-05	0.000105347528371	0.0067644869714	0.240201383111	0.701253645925	0.0361479594485	0.0155144743917
i	4.83787679567e-06	4.0645613657e-05	0.00355577043047	0.109232186037	0.719649848642	0.10045209533	0.0670646527972
è	3.77407066522e-06	1.6833970419e-05	0.00129085513016	0.0474141120123	0.736196949547	0.132105689777	0.0829717915991
n	3.03115156507e-06	8.50989244967e-06	0.000562010320053	0.0224583807708	0.859340106516	0.0880898595923	0.0295380928664
a	3.90547609836e-06	8.05419112656e-06	0.000259552876684	0.0109914933236	0.646137512172	0.193199954864	0.149399505955
n	4.23430327945e-06	8.95016497552e-06	0.000134300856561	0.0052445164212	0.295152875391	0.481462561621	0.217992528652
r	2.18402300648e-06	1.99274705918e-05	0.000451881943187	0.00396534315373	0.118897102797	0.724881587207	0.151781949551
ù	1.45790423149e-06	2.40554098639e-05	0.000591778611062	0.00350769707458	0.0469283182657	0.761593049069	0.187353633184
s	4.96831117497e-07	9.9023421713e-06	0.000286656073687	0.00180353291486	0.0313150057552	0.60414571969	0.362438701061
t	1.59090701683e-06	1.21987746071e-05	0.000266016674562	0.00160105043829	0.0234055252517	0.32630747323	0.64840616702
i	2.00645277228e-06	1.28968785024e-05	0.000217103270087	0.00117011433176	0.00884731807723	0.236072581077	0.753677989007
k	7.2543046056e-07	4.56143078747e-06	9.9358301929e-05	0.00065322576292	0.00502313091908	0.261065090359	0.733153929669
o	1.10119648999e-06	1.98049904916e-06	6.11010778763e-05	0.00049246920964	0.00379952387969	0.17959389912	0.816049943223
</S>	1.836720845e-06	1.42817722458e-06	3.22279397881e-05	0.00026767343782	0.00213303744985	0.12027646806	0.877287321612
