 	tutto	il	cibo	vuole	girato	</S>
ò	0.9564153	0.0043359956	0.00156678965	0.001473582635	0.0024331170285	0.033775222375
l	0.951117866667	0.0343387485333	0.00093599365	0.00142489386833	0.000842185711833	0.0113402933783
o	0.657040938889	0.322053319511	0.0139588332167	0.00229386058944	0.000364351967278	0.00428865652943
o	0.26745701263	0.57987047317	0.143188861072	0.00681031869648	0.000254050109093	0.00241924904314
m	0.09900929461	0.67576772439	0.206107930357	0.0174474635655	0.000285599219698	0.00138197840438
a	0.0337662043533	0.659291521463	0.251615566786	0.0509105721885	0.00137687158323	0.00303922515813
r	0.0116347471011	0.432055537154	0.419666512262	0.128008854063	0.00346138086108	0.00517291881938
ì	0.00843695426703	0.315754235718	0.510513537421	0.152560108021	0.00422205502036	0.00851308827313
o	0.00722895032421	0.209832374773	0.57248332914	0.189715632674	0.00705736264012	0.0136823457577
t	0.00242016260594	0.071164220591	0.47113481638	0.434666964225	0.0101232390467	0.0104905858026
è	0.000891586691313	0.0251768343303	0.232545527793	0.729915648075	0.00704218891557	0.00442816815087
l	0.000446764547104	0.00944806687677	0.0940040312643	0.890874962692	0.00294773252186	0.00227839903362
i	0.000947667705701	0.00376875265892	0.0366395846214	0.690720870897	0.247979967824	0.0199431373279
v	0.0010427198469	0.00145566803797	0.0150958938405	0.538869206966	0.394347169275	0.0491893431093
o	0.000353928168633	0.00049282101399	0.00615241170017	0.424729309422	0.488036049758	0.0802354727031
t	0.000132934836878	0.00017152955833	0.00216308161006	0.152080557907	0.740972739919	0.104479154234
i	6.12226969593e-05	6.54312244433e-05	0.00081511382002	0.060180765419	0.765120103306	0.173757371411
m	3.89059909864e-05	2.92569996811e-05	0.000330255745673	0.0218128207897	0.720821764435	0.256966997137
m	2.94695368288e-05	2.78012937604e-05	0.000602204727558	0.0104875309966	0.570519484812	0.418333519046
è	2.74947067763e-05	2.66827259535e-05	0.000722867805853	0.00638056589887	0.298371883937	0.694470493015
n	2.29242919254e-05	1.19807141845e-05	0.000368854591951	0.00614802999962	0.124049614979	0.869398564338
o	3.09541789751e-05	8.9507655615e-06	0.000227061573984	0.00500175970987	0.0686584786597	0.926072788113
</S>	4.94892294876e-05	8.83695278075e-06	0.000147507361992	0.00266879041994	0.0568122828298	0.940313094056
