 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
o	0.786644465	0.149150043	0.00883486183	0.00300012515	0.0038366319	0.0018042882	0.001163494365	0.001122996365	0.0017319978415	0.04271107393
l	0.741785645	0.227044001	0.00882586207	0.00364313958333	0.00197803338	0.000902462724	0.000449426728667	0.000404711059333	0.0005874510615	0.014379247374
ì	0.505619268333	0.405819600333	0.0590125268167	0.0220744048611	0.00156726394	0.000504087132	0.000180519113222	0.000156220484111	0.000210740994833	0.004855338102
k	0.226978002778	0.656593186778	0.0761165090722	0.0364135596204	0.00153707945667	0.000375403005667	0.000109175225741	9.93381447037e-05	9.1333668611e-05	0.00168642968933
o	0.110764176693	0.794034415593	0.0611934731574	0.0310495245401	0.00156188302889	0.000445505176889	0.00011669024658	0.000102227286235	5.49341582037e-05	0.00067721857511
e	0.037687678231	0.572536040198	0.283706907719	0.09768616818	0.00655725740963	0.00114510513896	0.000157644802193	9.20090224117e-05	4.17068944012e-05	0.000389502515037
n	0.0127189282103	0.217398837733	0.33646163124	0.419212172727	0.0118037188032	0.00136146231299	0.000394565864064	0.000269105943137	0.000124219647134	0.000255331351679
p	0.0380984313034	0.230616195244	0.13135562908	0.486127730909	0.0216605122677	0.0115354942043	0.014278143988	0.010499402681	0.00535110874238	0.0504773318639
r	0.157053980434	0.345879125081	0.0497743769267	0.248496753636	0.0249532334226	0.0160574775014	0.022283184996	0.016846471227	0.00869698591413	0.109958417288
a	0.163045333021	0.235039457027	0.0262548272089	0.310952621212	0.0748678578075	0.0412456419338	0.020582715332	0.0160881087423	0.00917837763804	0.102745089096
t	0.0544543222123	0.085152916509	0.0226913287363	0.485499730404	0.171148312602	0.0544903673113	0.0300235927773	0.0225391105808	0.0120241298793	0.061976194032
ì	0.0182357009961	0.0469533576697	0.0216935705788	0.485000816801	0.253488297534	0.0873735791038	0.0299871229258	0.0197837085269	0.00881509702643	0.028668745344
m	0.00614391059797	0.0310289525499	0.0195688575263	0.4905616456	0.301954905845	0.0996956030346	0.0226372323086	0.0107348106423	0.00375478160881	0.0139193149813
à	0.00204856866546	0.0107738601266	0.0139061691754	0.3900617852	0.412185681948	0.133962367678	0.0209445794362	0.0067813822141	0.00183702690294	0.00749860086043
i	0.000683281170987	0.00388214453187	0.00934866452513	0.149683742333	0.409814553983	0.348121555893	0.0550124758121	0.0133549826047	0.00168076493431	0.00841788662014
n	0.000228312837529	0.00133032543496	0.00374414923171	0.0579807843777	0.282536471328	0.375448428631	0.223719051937	0.0416123968682	0.0050602037781	0.00833993454005
e	7.70284415763e-05	0.000494671019653	0.00171007650057	0.0269507057259	0.187737462109	0.298949602877	0.388568687312	0.0786450656227	0.0105558125927	0.00631090631335
m	2.63978421588e-05	0.000190965912218	0.000920064536857	0.0097719016953	0.0811155580363	0.244271082959	0.459110889104	0.160292701874	0.0355670221976	0.00873340807112
m	1.63725918529e-05	0.000304306253073	0.00229868584895	0.0101623894184	0.0593170700121	0.13497716632	0.479254439701	0.175420590625	0.0542935820659	0.0839553821904
è	1.27788660133e-05	0.000337026777358	0.00277346853632	0.0102000808528	0.0586462366707	0.0932193487733	0.4889102399	0.152770010208	0.037593127022	0.155537654063
n	4.27696337543e-06	0.000113482942785	0.00098897749544	0.00346643512827	0.0335660263902	0.0571634995911	0.5156841633	0.242992276736	0.0325582813407	0.113462599688
o	1.84402623381e-06	3.8764595127e-05	0.00034280823798	0.00117388001542	0.0139257596434	0.0328960545304	0.438753064433	0.356227765579	0.0603957011136	0.0962444215627
m	1.03803680094e-06	1.38953741423e-05	0.000117554512693	0.000397621169073	0.00487843134447	0.0140195468435	0.298707394811	0.45588851186	0.131753213705	0.0942228215209
i	3.7915824198e-07	5.05369258077e-06	4.4453241431e-05	0.000134836957091	0.00180153810482	0.00607857278117	0.183846974937	0.495154903953	0.246561371235	0.0663718981736
n	2.02050729327e-07	2.39346309359e-06	1.95833844103e-05	4.76439428303e-05	0.000724315555607	0.00273544255039	0.0992934236457	0.406734624651	0.430237837078	0.0602044827245
a	1.49886041442e-07	1.8257717312e-06	1.26120730701e-05	1.86729581768e-05	0.000332137869202	0.00116390862013	0.0471834432152	0.287147674884	0.611597879026	0.0525416289082
l	8.68732109807e-08	1.3060377304e-06	9.85294785203e-06	7.47748751227e-06	0.000199422103067	0.000577929031377	0.0222674655717	0.193903048295	0.696780593009	0.0862527709694
i	1.23849455827e-07	5.47780363467e-07	3.38038002934e-06	2.92918649076e-06	8.17714583557e-05	0.000214273371792	0.00939830049057	0.103082745098	0.68739588767	0.199820023656
p	2.02343488609e-07	4.50238087822e-07	1.22683388445e-06	1.74222099692e-06	3.19567656852e-05	7.9761408264e-05	0.00384331949686	0.0491496190327	0.73023500589	0.216656727885
ù	1.36443273683e-07	3.20908105374e-07	4.2694173615e-07	9.9667009764e-07	3.40708427951e-05	3.95358437547e-05	0.00216819483229	0.0340548033442	0.669333941963	0.294367609295
n	4.5687331781e-08	1.07515069475e-07	1.4764276205e-07	3.47546381547e-07	3.58576109317e-05	2.63337344849e-05	0.00141153012743	0.0289756684481	0.634051867321	0.335498153098
a	2.2300584667e-08	6.84315914083e-08	1.62888095402e-06	9.09206910849e-07	2.97714549772e-05	4.11983880616e-05	0.000836943839143	0.0195991071494	0.610814439107	0.368675967699
</S>	2.16283888335e-08	8.28453607042e-08	3.18182447701e-06	1.63649465542e-06	3.85800424886e-05	6.66651390308e-05	0.000847294539572	0.0153578420747	0.485541394553	0.498143333849
