 	che	consuma	poco	benzina	</S>
a31	0.005591684	0.014455448	0.21427931	0.41320518	0.35246843
a41	7.131718e-05	0.0043288185	0.9019861	0.08381078	0.009802972
a31	0.002793322	0.40909868	0.45932162	0.12515466	0.0036316619
a28	0.015605353	0.541665	0.3049549	0.1012366	0.036538076
a24	0.00080211536	0.043621447	0.041005768	0.027401725	0.88716894
a31	0.009247738	0.3423622	0.13315721	0.033556186	0.4816767
a11	0.029421998	0.27655402	0.20812856	0.14965539	0.33624008
a31	0.03597063	0.23790297	0.098885424	0.27340296	0.35383806
a46	0.31829226	0.10110229	0.0911787	0.251571	0.23785578
a31	0.093190044	0.15919456	0.0881372	0.31900015	0.34047797
</S>	0.1403877	0.11334257	0.070437506	0.3412334	0.33459887
