 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
a23	0.034667104	0.04859088	0.027503982	0.018751364	0.014843994	0.01178223	0.0068108034	0.005594971	0.0076691103	0.03773083	0.13025935	0.3906035	0.26519185
a31	4.4667115e-05	9.033535e-05	3.460922e-05	0.0072050304	0.03136401	0.067385994	0.0034205834	0.0029724594	0.00034607455	0.002358328	0.013825726	0.100897595	0.7700546
a7	0.0001462607	0.0004767059	0.0005467566	0.120803796	0.46205136	0.10765795	0.03295181	0.0318302	0.0035668127	0.005822573	0.007105238	0.013265176	0.21377541
a20	0.0014553018	0.00077149103	0.0020358323	0.0005905929	0.019510238	0.009636913	0.016762031	0.01382474	0.01140086	0.04985355	0.03486079	0.032301433	0.8069962
a17	0.012939547	0.003670256	0.005134705	0.0015206122	0.02243791	0.036218736	0.056381095	0.07026256	0.09651543	0.24320482	0.1038047	0.052796546	0.29511312
a39	0.066844895	0.00515781	0.011009973	0.00068888627	0.037072822	0.0464388	0.053894978	0.07238418	0.11559824	0.2558708	0.14141203	0.07496419	0.11866244
a31	0.136339	0.007421609	0.018374037	0.000676738	0.044216465	0.046811853	0.052234504	0.07042535	0.099071026	0.21374744	0.13508525	0.08005728	0.09553945
a13	0.0142220445	0.004711041	0.009916162	0.0064347065	0.023881469	0.03137801	0.051972438	0.05180992	0.03857802	0.100866474	0.052008286	0.039461322	0.57476014
a17	0.16371694	0.009698284	0.12678361	0.010697913	0.12460703	0.08524619	0.050971616	0.0404864	0.04378759	0.077183366	0.0472862	0.070044346	0.1494905
a3	0.4642062	0.0603198	0.23944104	0.010552782	0.065514	0.022437347	0.015621068	0.020208724	0.018412225	0.024084846	0.015436603	0.015557199	0.028208138
a18	0.30710298	0.09190387	0.34809878	0.022982301	0.07861464	0.032749776	0.017687274	0.018379265	0.013629372	0.01685592	0.010455624	0.017183654	0.024356607
a31	0.16452987	0.09419941	0.35378808	0.045221344	0.063488804	0.08343632	0.039315518	0.03147315	0.020762406	0.030838687	0.020917984	0.025664667	0.026363693
a37	0.059439447	0.06450885	0.09150039	0.004739312	0.012799293	0.005683065	0.0058737514	0.009529949	0.029330414	0.13298254	0.19138129	0.3504024	0.04182925
a41	0.14287135	0.111966394	0.19739066	0.025852984	0.023354	0.06824385	0.036996473	0.05694433	0.06761726	0.10166829	0.06107464	0.06590267	0.04011711
a35	0.13591215	0.124203674	0.2356459	0.036339786	0.025376324	0.05130364	0.029742435	0.04278575	0.057979614	0.09774179	0.071736604	0.07068845	0.020543907
a31	0.23160999	0.19018172	0.23351693	0.04231525	0.06224787	0.026506385	0.018589055	0.02149334	0.031521205	0.044473313	0.02799413	0.044871394	0.024679443
a24	0.04292818	0.05461947	0.066693716	0.008392287	0.009692424	0.011430208	0.014637203	0.034477647	0.0768629	0.17836323	0.21231191	0.23291987	0.05667093
a37	0.05495693	0.11283982	0.10881193	0.06971804	0.022074968	0.08341086	0.058033466	0.0926232	0.090441	0.09944072	0.077439636	0.062732145	0.06747735
a29	0.08221762	0.16514124	0.19554535	0.12113235	0.027522964	0.057836395	0.039142948	0.053018622	0.054668445	0.06384444	0.056987423	0.050309934	0.032632254
a24	0.09334403	0.20423278	0.2176723	0.14671443	0.02720879	0.0486734	0.032355025	0.04068731	0.039900806	0.044647165	0.03989426	0.035270073	0.029399633
a46	0.07662247	0.20356493	0.18162476	0.16125657	0.032518156	0.05319777	0.038615085	0.04562648	0.044094764	0.046279717	0.04056857	0.03556147	0.040469263
a31	0.127087	0.2055634	0.15053287	0.055864893	0.07363808	0.025057249	0.02892158	0.03426161	0.052061778	0.06771447	0.060428325	0.057434667	0.061434157
a20	0.06548507	0.07923648	0.080400646	0.04720906	0.034951825	0.04739745	0.051989734	0.07324599	0.090317085	0.10688069	0.110224865	0.110363714	0.10229739
a31	0.03584514	0.105484225	0.08518114	0.12863918	0.053593196	0.09208064	0.07342877	0.07709505	0.071389176	0.07127597	0.06912732	0.066612	0.0702482
a0	0.06457148	0.0679129	0.07328444	0.059087202	0.055818997	0.064343296	0.0684718	0.080162406	0.08864222	0.09526932	0.09643444	0.09649387	0.089507654
a31	0.040579308	0.120234	0.09049016	0.13131781	0.06307852	0.081230976	0.07004712	0.070883766	0.06780555	0.06762163	0.06596579	0.06422444	0.06652097
a46	0.07002478	0.081446745	0.07793093	0.07436519	0.06498755	0.07212645	0.07282065	0.07784848	0.080550544	0.08284114	0.083269976	0.08327315	0.07851444
a33	0.0951937	0.20487048	0.13283332	0.06589839	0.07472837	0.030899858	0.036051534	0.041637845	0.056364376	0.06700435	0.0644248	0.061789967	0.06830296
</S>	0.21427272	0.24458021	0.13385744	0.034332808	0.059446484	0.0111388145	0.013163665	0.016320352	0.033173397	0.05786078	0.059955593	0.060592834	0.06130498
