 	non	ho	cosa	è	da	mangiare	</S>
a31	0.018933684	0.4556317	0.115745746	0.018768363	0.029624991	0.05400066	0.30729488
a8	2.2022467e-05	0.00014555774	0.94155616	0.012264465	0.027802408	0.00023079556	0.017978664
a31	9.845574e-08	7.529168e-05	0.010449797	0.83214664	0.13938804	0.0039448966	0.013995247
a37	1.5991827e-05	3.178675e-05	0.039753243	0.8659575	0.049279705	0.030032832	0.014928922
a20	1.8057599e-05	0.000104059	0.043159235	0.7024512	0.19225517	0.02416223	0.03784996
a31	3.9994986e-05	0.00012429213	0.16138308	0.46507257	0.19413808	0.056412224	0.12282975
a17	0.00013010476	0.00084640726	0.2235205	0.27117962	0.17275536	0.041956022	0.28961197
a20	8.352022e-05	7.315333e-05	0.12730342	0.052805644	0.115533866	0.024774374	0.679426
a31	0.012507643	0.03252588	0.5335912	0.009877522	0.015917866	0.021938872	0.37364098
a39	0.10091331	0.23536286	0.19170447	0.019595614	0.035044875	0.04988173	0.36749718
a35	0.0043939403	0.005093809	0.13145278	0.012757588	0.06349274	0.04947055	0.7333386
a39	0.034266185	0.11672639	0.13788322	0.016033426	0.08874183	0.09610042	0.51024854
a46	0.11005688	0.10375928	0.0488029	0.024356008	0.26113555	0.086667836	0.36522153
a35	0.12533808	0.16310042	0.045804434	0.035304174	0.24073437	0.109111	0.28060758
a31	0.16437285	0.23169678	0.02725283	0.0380289	0.20085025	0.11268246	0.22511587
</S>	0.14486395	0.1544671	0.013198034	0.025999242	0.19636875	0.1624356	0.30266735
