 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.025927098	0.2319008	0.19790594	0.08149929	0.12459223	0.17620863	0.16196606
a31	0.008148114	0.027308542	0.31283164	0.565523	0.043371756	0.005812201	0.03700479
a37	0.0027048478	0.1363526	0.8199437	0.01257786	0.010828016	0.0012108538	0.016382117
a31	0.018716361	0.043063335	0.41625702	0.38695952	0.0017148593	0.028389715	0.10489925
a13	0.064754345	0.14418276	0.31895465	0.17759544	0.001093709	0.012695641	0.28072345
a31	0.0051610568	0.004556354	0.051764384	0.67662674	0.11416552	0.034270667	0.11345525
a43	0.068831936	0.010735495	0.2711277	0.5095517	0.04621581	0.023753926	0.06978346
a31	0.025480354	0.11970413	0.48345217	0.18712084	0.09805174	0.025012506	0.061178196
a20	0.09933365	0.18193057	0.48201492	0.09262571	0.08687865	0.016413461	0.040802933
a31	0.052521627	0.3043323	0.38614187	0.074541435	0.11322676	0.017750688	0.051485438
a11	0.10026463	0.16963644	0.20788571	0.11629702	0.26348177	0.038524516	0.1039099
a31	0.056461226	0.27139384	0.2628333	0.08932361	0.20264135	0.027645523	0.089701094
a30	0.044826817	0.14661188	0.08401967	0.10628499	0.413976	0.0498314	0.1544492
a31	0.088537246	0.27901027	0.21706434	0.07290922	0.19633932	0.03987468	0.106264964
a42	0.028529283	0.0681797	0.06990298	0.13881016	0.42347163	0.07299032	0.19811596
a20	0.38525602	0.22768617	0.20660521	0.054006297	0.043503013	0.040124733	0.042818513
a31	0.15707965	0.18897074	0.1094142	0.11919282	0.14735286	0.1348315	0.14315829
a20	0.1298697	0.15822628	0.13128634	0.1385835	0.14868803	0.14439954	0.14894663
</S>	0.37799224	0.2125576	0.1514888	0.06623979	0.0647188	0.06298669	0.06401606
