 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a8	0.0050168885	0.0035749264	0.0058122273	0.07772314	0.23451808	0.3205904	0.20414923	0.14861509
a31	3.8478147e-06	1.2821842e-05	2.8705366e-05	0.0025913424	0.24270101	0.22727467	0.36359352	0.16379413
a8	0.00035032205	0.0015672775	0.00025118815	0.07157224	0.06595002	0.026970396	0.27894643	0.5543921
a31	8.042178e-05	0.00042850483	0.0007533382	0.095671915	0.11717554	0.1413837	0.18684658	0.45766002
a46	0.00030102578	0.00097244437	0.00012484034	0.02977552	0.06455077	0.10420486	0.12106122	0.6790094
a31	1.7508504e-05	6.340728e-05	0.00016906639	0.031729747	0.16707675	0.44022468	0.08981889	0.27089998
a20	0.0001402931	0.00030903963	0.00010535954	0.023847211	0.041272953	0.16750415	0.13350838	0.6333126
a31	1.7448301e-05	6.766293e-05	0.00041706226	0.026091374	0.09842388	0.6358679	0.08810266	0.15101199
a13	0.00038593204	0.0011904334	0.0025205803	0.02557588	0.031147534	0.33815247	0.30303353	0.29799363
a17	0.0002022565	0.0016157044	0.008927172	0.028967045	0.13325197	0.45224532	0.2928309	0.0819596
a8	0.0009321674	0.007638995	0.018280504	0.011120079	0.06704546	0.4047263	0.36683425	0.12342231
a31	0.0033286843	0.044161893	0.10116956	0.045400217	0.09950537	0.23857988	0.33926895	0.12858544
a8	0.01141996	0.008220783	0.009494261	0.0050145504	0.09902781	0.29610008	0.47139114	0.09933143
a20	0.0026288207	0.020822981	0.04793734	0.121625885	0.14717996	0.32702416	0.26507533	0.06770559
a31	0.015321197	0.023705462	0.026579106	0.009776918	0.11813212	0.23776112	0.33039406	0.23833004
a28	0.008748855	0.008219541	0.010051008	0.008161195	0.16748822	0.32696792	0.3703273	0.10003601
a31	0.01918701	0.045731556	0.05668417	0.11907676	0.19697478	0.24197692	0.22006671	0.100302145
a38	0.0199286	0.018400911	0.014700792	0.03313905	0.20850736	0.30605572	0.30697653	0.09229104
a31	0.040027227	0.051841088	0.04983227	0.2150824	0.19375785	0.19602385	0.16158842	0.09184685
a17	0.044051852	0.02605728	0.016165113	0.0526239	0.21050546	0.2464144	0.25006485	0.1541172
a3	0.070808716	0.040715963	0.03152196	0.31448174	0.17772846	0.1699008	0.10947507	0.08536732
a10	0.20914672	0.14217074	0.058516264	0.12542097	0.12071582	0.116203375	0.11693754	0.11088858
a20	0.1406807	0.047633786	0.026355645	0.038755845	0.18224509	0.18650822	0.18915248	0.1886682
a35	0.18197489	0.06613057	0.029356852	0.074525535	0.1587392	0.16178793	0.16397941	0.16350563
a37	0.23226209	0.0605841	0.025463488	0.08347373	0.14889944	0.15036322	0.14957203	0.14938188
a23	0.20286873	0.08380731	0.034408752	0.093962185	0.13734092	0.14606513	0.15072703	0.15081993
a20	0.29786298	0.11970537	0.045976743	0.11235288	0.10771516	0.10587825	0.10513689	0.10537178
a31	0.09831188	0.028769737	0.017790837	0.034149535	0.19433941	0.2058047	0.210368	0.21046594
a0	0.019888641	0.023992613	0.0154556455	0.06735354	0.2033507	0.2192033	0.22543758	0.22531807
a31	0.13634779	0.02993393	0.01812844	0.029882018	0.19231017	0.1972552	0.1981708	0.1979717
a13	0.02574099	0.0329086	0.019148901	0.08819742	0.19653444	0.20934354	0.21436644	0.2137597
a31	0.1427733	0.033227507	0.018795129	0.039831735	0.18784209	0.19170922	0.19294582	0.19287516
a39	0.059166286	0.058039613	0.031188553	0.11765813	0.17750622	0.18430111	0.18680964	0.18533044
a17	0.21173361	0.045012984	0.021460684	0.06218958	0.16654225	0.16591418	0.16304155	0.16410512
</S>	0.26408526	0.05660652	0.023456296	0.08535918	0.14303508	0.14239186	0.14255056	0.14251523
