 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.008576586	0.025167393	0.010547248	0.020798346	0.020918215	0.28286004	0.08189399	0.13713798	0.41210017
a29	0.04980671	0.001643788	0.004734947	0.11750913	0.80415297	0.011259915	0.0024458326	0.0017024251	0.0067443107
a31	8.2940984e-05	1.9358704e-06	5.2936935e-05	0.011917782	0.957077	0.0045617917	0.001381032	0.0005123653	0.024412284
a20	0.0011128966	0.00024660438	0.0010911189	0.038546752	0.93736976	0.008748782	0.0023024143	0.0018390195	0.008742647
a31	0.0014216808	0.00055629615	0.0052224337	0.011069512	0.5290756	0.016208265	0.00092965923	0.10415593	0.3313606
a28	0.01109589	0.0003933155	0.002719594	0.014768335	0.23069584	0.00716821	0.00052919117	0.219645	0.51298463
a3	0.0002739955	0.00022021323	0.00016484543	0.00035668895	0.007915944	0.060515314	0.01279137	0.15424974	0.76351196
a35	0.0013916022	0.0015671591	0.0006152049	0.000539672	0.0042226827	0.15055119	0.02972651	0.12093575	0.69045025
a31	0.016864166	0.016589828	0.002048669	0.0013940323	0.0052561783	0.4782324	0.12394183	0.06955106	0.28612173
a20	0.146305	0.3854704	0.052556045	0.033191726	0.12882392	0.10714952	0.02130442	0.03439446	0.09080455
a31	0.036914214	0.12217031	0.017296724	0.0060691684	0.019524164	0.37318107	0.13946007	0.06367921	0.22170506
a28	0.14549014	0.47622836	0.06303103	0.029275501	0.12103592	0.04105891	0.022305936	0.028127406	0.07344686
a13	0.020033607	0.02046024	0.012724084	0.0061909594	0.015113711	0.43122616	0.16395901	0.08057868	0.24971358
a41	0.0673646	0.076192565	0.01836938	0.013924533	0.063406914	0.3933274	0.14142282	0.05122269	0.17476915
a28	0.08740851	0.1672548	0.06753723	0.04145109	0.3409259	0.11524353	0.10416391	0.02366533	0.052349634
a31	0.09015924	0.09683842	0.08560399	0.068489656	0.5194742	0.048851095	0.054298956	0.0131031815	0.023181278
a20	0.0600243	0.1674744	0.098434344	0.041581504	0.41951236	0.045675837	0.06487068	0.035463512	0.06696309
a31	0.06187623	0.098270826	0.088885345	0.07529456	0.5016477	0.06871344	0.063820906	0.016713109	0.02477785
a24	0.06680061	0.13055694	0.12153751	0.06782487	0.3462116	0.06466626	0.07434499	0.052572794	0.075484365
a46	0.09315324	0.13217162	0.16526449	0.1720161	0.33620906	0.037736937	0.029965099	0.01583	0.01765348
</S>	0.16311891	0.027350005	0.12177516	0.26801488	0.3244199	0.031958446	0.026788235	0.01790123	0.018673258
