 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a43	0.0127085345	0.048776947	0.025839362	0.013571971	0.0057247337	0.04313106	0.25715917	0.22041515	0.2752219	0.013786987	0.08366414
a20	8.091781e-06	5.6593617e-05	0.003917513	0.0023487678	0.00021057563	0.013322727	0.29831678	0.10240507	0.57456124	0.00076370424	0.004088865
a31	7.064981e-05	0.00022933289	0.003898421	0.0036030374	0.031049952	0.11888006	0.4454528	0.049348503	0.052390926	0.17386286	0.121213436
a39	0.017504886	0.0032774478	0.026282232	0.01123019	0.005115194	0.012595004	0.31000763	0.12822436	0.10839141	0.24558775	0.1317839
a31	1.21700305e-05	1.5353844e-05	0.0003492923	0.000486964	0.014321565	0.0029544241	0.027594218	0.12714165	0.50553423	0.17275195	0.14883815
a46	0.0007393009	4.0712224e-05	0.0025239992	0.009833741	0.012031545	0.0068301265	0.234336	0.04517511	0.08627393	0.4087025	0.19351307
a37	5.4772336e-06	8.009971e-06	0.00050771725	0.0008714652	0.01660722	0.008410504	0.057002205	0.091575466	0.3370099	0.24165586	0.24634619
a31	0.0010473848	8.815747e-05	0.0042108647	0.007040193	0.0122455135	0.011015534	0.26352805	0.07269144	0.43050575	0.1237697	0.073857434
a13	0.0007990531	4.515574e-05	0.00070821086	0.0022729845	0.0033119072	0.003243222	0.2029874	0.0734202	0.22979516	0.3028966	0.18052007
a11	0.00030748203	0.00010040358	0.0012041302	0.0013493106	0.008938003	0.010417308	0.15966487	0.16657488	0.49761674	0.08614786	0.067679
a31	0.002102473	8.1237056e-05	0.0016452702	0.0028705134	0.0039127762	0.008888573	0.17837419	0.13867863	0.4713574	0.11281592	0.07927303
a20	0.019665347	0.00219426	0.0051018805	0.0028249032	0.00048594325	0.004974768	0.06784509	0.16356257	0.6470852	0.044603936	0.041656163
a31	0.0027746581	0.0015661188	0.0061449385	0.0068436125	0.006675123	0.02513763	0.20957027	0.24359639	0.43718287	0.03144599	0.029062381
a41	0.049586635	0.008309708	0.0102930125	0.0032978104	0.0002844684	0.0051073004	0.058752414	0.22162528	0.59356743	0.023409355	0.025766652
a31	0.0044482234	0.006908413	0.011233702	0.01098319	0.0057962737	0.049595866	0.29481208	0.23602134	0.33307526	0.0221418	0.024983836
a24	0.1025209	0.03293099	0.022212759	0.0055062184	0.0002534119	0.005060381	0.066893704	0.260308	0.46586457	0.016051548	0.02239748
a31	0.023011368	0.019240512	0.027982822	0.026639892	0.005344762	0.090420835	0.33575815	0.21027686	0.20635651	0.023973674	0.030994607
a10	0.15703396	0.048837252	0.03478929	0.009346388	0.000395075	0.010404994	0.083539255	0.24725558	0.37390527	0.013978689	0.020514272
a31	0.04238042	0.0215416	0.039431382	0.049098987	0.00895287	0.12705077	0.27768973	0.20904984	0.16375588	0.023846515	0.03720202
a46	0.22611046	0.10214131	0.06165984	0.016189517	0.00083697896	0.016463734	0.08683034	0.19611983	0.2601895	0.012053124	0.021405369
a20	0.005262705	0.009355322	0.028360575	0.032875445	0.06212884	0.3420392	0.20222215	0.1494367	0.11903275	0.019579856	0.029706497
