 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.0068685464	0.016365534	0.23388608	0.10262003	0.03350025	0.08527237	0.34325004	0.17823717
a0	3.4130574e-06	5.0405146e-05	0.0045353062	0.08288018	0.36256683	0.223753	0.2037275	0.12248335
a31	4.1164043e-08	5.948698e-07	6.936629e-05	0.0081281625	0.35205638	0.066548444	0.13489285	0.43830422
a17	5.066803e-06	3.5376067e-06	2.2582017e-05	0.03651073	0.5511476	0.05116858	0.063101366	0.2980406
a20	1.1645907e-06	1.3712001e-06	2.228106e-05	0.049328413	0.5018583	0.09799569	0.23346369	0.11732912
a31	2.7984388e-05	1.0278126e-05	0.00017095155	0.39316237	0.26572803	0.042622887	0.061541185	0.23673634
a37	4.0674928e-05	1.0450957e-05	0.00049892004	0.24386497	0.20045157	0.078682706	0.12252085	0.3539299
a15	0.00036854402	2.633005e-05	0.0023991624	0.29211578	0.092613615	0.05582938	0.3711451	0.18550204
a46	0.00018067492	3.927011e-05	0.011784164	0.25399274	0.08215967	0.12684694	0.4618906	0.063105844
a24	0.00025838948	0.0001971083	0.03455148	0.022401832	0.045962945	0.2267607	0.5683794	0.10148816
a31	0.04583196	0.037208423	0.04690881	0.0064975773	0.031345244	0.09700202	0.21685119	0.5183548
a18	0.052849486	0.041256607	0.05390655	0.04232247	0.07618909	0.20589507	0.37974924	0.14783156
a11	0.035014633	0.006331941	0.02353544	0.011754659	0.030030373	0.21385747	0.46807444	0.21140103
a35	0.10131091	0.02755344	0.07409973	0.02098051	0.027075965	0.17645076	0.36345732	0.20907138
a31	0.07365392	0.0045380476	0.023487477	0.024871109	0.041209225	0.30444503	0.38030705	0.14748812
a13	0.20125957	0.15146907	0.025727192	0.01708862	0.018308112	0.14417182	0.26074895	0.18122666
a11	0.17140837	0.059655085	0.114968434	0.021231925	0.03449609	0.1812769	0.2113045	0.20565866
a31	0.26813456	0.14552388	0.13558134	0.019029869	0.019762926	0.12003574	0.14330135	0.14863032
a46	0.34175998	0.19570076	0.023841029	0.016892059	0.016851833	0.12172238	0.15300873	0.13022317
a31	0.024856089	0.026247155	0.21342704	0.09132371	0.13473055	0.17294203	0.17496327	0.16151021
a24	0.28021207	0.3568075	0.050127562	0.029581439	0.030976908	0.08208177	0.08730379	0.082908936
a35	0.17878525	0.2966735	0.29618162	0.039246127	0.039819784	0.049939487	0.050419465	0.048934728
a31	0.24557896	0.3719852	0.18586308	0.03617436	0.036246672	0.041571602	0.041768793	0.040811338
a46	0.3722505	0.41302574	0.036713816	0.02508263	0.02472491	0.042166363	0.04334427	0.042691816
a31	0.13514088	0.23611845	0.3664	0.054428205	0.051296327	0.05272626	0.052576527	0.05131336
</S>	0.34842592	0.46200508	0.04118266	0.025722684	0.025703656	0.032259043	0.03260844	0.03209248
