 	aveva	lavorato	tutta	la	settimana	</S>
a31	0.20638724	0.31669125	0.15884194	0.111777164	0.077383846	0.12891854
a20	0.051259562	0.07037412	0.78031194	0.05384115	0.0038516633	0.040361498
a31	0.025245236	0.1757229	0.6829068	0.10255281	0.0015238727	0.01204836
a28	0.14587358	0.2412779	0.46510574	0.027807774	0.0067212097	0.11321382
a31	0.0011971049	0.0075360904	0.23527636	0.02965099	0.037040062	0.6892994
a13	0.0043926854	0.056392953	0.45377037	0.0053534303	0.012238317	0.46785232
a18	0.0011150616	0.007684736	0.09744234	0.06014451	0.22113897	0.6124744
a31	0.0067671556	0.05550811	0.54577154	0.19262607	0.056251835	0.14307535
a27	0.0950657	0.37284845	0.44918042	0.055362348	0.0076102507	0.019932782
a31	0.052116416	0.4302603	0.42118332	0.07564649	0.0055706375	0.015222851
a20	0.31453922	0.5102497	0.08054004	0.05698207	0.016083494	0.021605525
a31	0.032663245	0.18983898	0.43403468	0.2701173	0.03028044	0.043065347
a39	0.25457644	0.3862013	0.08709071	0.1974055	0.045411363	0.029314633
a31	0.047619622	0.20187478	0.43765724	0.25146925	0.020860052	0.040519062
a33	0.1424423	0.33564168	0.08640057	0.3518689	0.054509517	0.02913702
</S>	0.13467897	0.28055432	0.3859878	0.13348213	0.018955711	0.046341047
