 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
a33	0.04197495	0.10964309	0.051020972	0.0035848727	0.0015705901	0.0041993908	0.004557778	0.20801245	0.09521597	0.14918557	0.33103442
a31	2.91921e-08	9.5146345e-07	3.922424e-06	0.039192803	0.07301761	0.87054795	0.0005844306	0.010523088	0.00041279627	0.0007333318	0.004983026
a7	0.00030381905	9.7401804e-05	0.0058927503	0.19395055	0.19407062	0.23544887	0.016553177	0.02408829	0.023132918	0.20122018	0.10524142
a0	1.2432217e-07	4.3038535e-06	7.299256e-05	0.12747508	0.09629769	0.08095502	0.11574748	0.3516687	0.054024704	0.06844281	0.105311126
a31	1.2927063e-07	4.061727e-06	4.045724e-05	0.1556164	0.13958974	0.03484951	0.2060977	0.2896554	0.13114655	0.021822164	0.021177894
a37	2.2572792e-06	3.68425e-05	5.2043582e-05	0.2642408	0.20911263	0.070457995	0.05876973	0.26042834	0.047946148	0.02820386	0.060749363
a8	2.6301898e-06	0.0001121143	0.00021415773	0.19618626	0.08727309	0.07148228	0.068045266	0.303378	0.08812769	0.047396187	0.13778228
a37	7.3456863e-07	3.0657815e-05	0.00042347968	0.065837994	0.058549035	0.08024577	0.27468756	0.30034238	0.1546676	0.02386751	0.0413473
a31	0.00025937014	0.011141326	0.030605607	0.13957007	0.14999466	0.06729398	0.099674724	0.050579023	0.062783055	0.28818688	0.09991132
a17	0.00038056067	0.005931187	0.017644158	0.057826106	0.055142127	0.107122555	0.16863805	0.21994506	0.09465549	0.12853776	0.14417693
a37	1.309352e-05	0.00047350954	0.0018583804	0.021300798	0.056599025	0.07745856	0.120896794	0.25182307	0.16250208	0.13929555	0.16777912
a31	0.0014767168	0.010673955	0.018917825	0.026986454	0.023028383	0.0381664	0.04451606	0.096699916	0.05438888	0.5485471	0.13659835
a14	0.00092740584	0.0013299078	0.004013393	0.009567842	0.011955138	0.045108154	0.2008984	0.19548883	0.20541519	0.233249	0.09204678
a3	0.0016473786	0.03135971	0.0174909	0.021888264	0.026042184	0.048636593	0.034869704	0.10912949	0.06576968	0.44925788	0.19390827
a11	0.000492474	0.0034592045	0.005855029	0.010946336	0.015028966	0.035603173	0.029832227	0.12084622	0.041175183	0.54096645	0.19579469
a35	0.003873589	0.01082024	0.021844605	0.010398144	0.0068525434	0.02156081	0.026992604	0.14495225	0.053579528	0.50733715	0.19178858
a8	0.00014399202	0.00055978063	0.00078283704	0.0028200136	0.0070239115	0.016103733	0.02166585	0.09552114	0.026491892	0.5154544	0.31343243
a23	0.00016771891	0.0006538759	0.0004393475	0.0019151408	0.0064074616	0.027216796	0.038998608	0.12450192	0.037694354	0.4675945	0.2944102
a31	0.0013757685	0.0072138337	0.006417683	0.0043370333	0.009612938	0.041175555	0.0805714	0.22257257	0.1687272	0.37836757	0.07962846
a11	0.0015779943	0.0011346956	0.0019647186	0.0038594536	0.0014046648	0.0068115382	0.05317314	0.1316977	0.27371305	0.42008838	0.10457465
a10	0.008091994	0.012751369	0.07739353	0.017855378	0.034015197	0.049504094	0.13843706	0.19759513	0.12548345	0.20463377	0.13423897
a31	0.045694213	0.06710282	0.33775434	0.0083645955	0.015241497	0.034682587	0.10688064	0.114854425	0.10401101	0.11250326	0.05291066
a10	0.01695054	0.0044353954	0.030582782	0.008072793	0.005169307	0.021310799	0.06971687	0.20354825	0.24541602	0.27304396	0.12175327
a35	0.033460308	0.052880462	0.116349064	0.014193735	0.031125387	0.0499956	0.0951566	0.173478	0.08967415	0.18950917	0.15417746
a20	0.014479592	0.0045935875	0.03032265	0.020509038	0.008575406	0.008818119	0.03996647	0.20263462	0.1623975	0.29256737	0.2151356
a31	0.07282165	0.07704067	0.27144656	0.010176524	0.02379368	0.038214933	0.087709755	0.10901549	0.09955229	0.113194406	0.09703402
a20	0.043976557	0.005877733	0.04842988	0.011302755	0.01706644	0.03910222	0.10645946	0.18041757	0.19359155	0.19970213	0.15407375
a31	0.061542664	0.05426368	0.109803356	0.02314334	0.064448684	0.0726422	0.10616798	0.13664621	0.0964902	0.14151187	0.13333985
a35	0.056993358	0.0050756996	0.043389946	0.015911264	0.031472262	0.053449597	0.118372284	0.16996877	0.17730951	0.17985971	0.14819767
a14	0.0139685925	0.0042301724	0.019979186	0.05373278	0.024293842	0.019461652	0.06427269	0.19825229	0.15237339	0.2341032	0.21533222
