 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
a31	0.018886894	0.14598677	0.21023056	0.095435075	0.0066829543	0.15828377	0.12696862	0.012657201	0.0005419415	0.08653489	0.08974859	0.048042715
a11	3.4496996e-05	1.5469528e-05	4.5968696e-05	0.011895546	0.95761603	0.019316278	0.0015752178	0.0006788798	0.00030810738	0.0024186475	0.0027279172	0.0033674263
a15	1.403817e-07	2.2453535e-06	4.609304e-05	0.026893413	0.7668198	0.0017526023	0.0011314194	0.00033771712	6.1963474e-05	0.106267765	0.012749269	0.083937675
a11	6.2894355e-06	5.5787055e-05	0.003432735	0.14058363	0.76355934	0.0054082638	0.00753255	0.01390214	0.003850458	0.019170485	0.012808363	0.029689988
a13	0.00043399227	0.00095440383	0.01321639	0.35244802	0.35127756	0.13388827	0.028783157	0.021353733	0.017110491	0.01508677	0.009349338	0.056097843
a7	0.0006331392	0.0011879845	0.027507208	0.35793686	0.42453468	0.13388549	0.0076320902	0.004781449	0.008264401	0.006063457	0.00460466	0.02296867
a18	0.00134114	0.0023396614	0.014362428	0.16580006	0.37488762	0.22184089	0.044852406	0.020045219	0.044855442	0.011980522	0.015920624	0.081774004
a31	0.001952742	0.0046224687	0.043451935	0.30637592	0.3658973	0.20205303	0.009075246	0.003691495	0.007751225	0.006749864	0.0067688352	0.041609958
a11	0.069982335	0.06427528	0.06279245	0.09903429	0.32454693	0.2554195	0.027104592	0.004926425	0.0066589783	0.0048965784	0.011178747	0.0691839
a39	0.0009787516	0.0030336669	0.019323299	0.11372487	0.5362291	0.18082385	0.015572129	0.0062790015	0.017886102	0.0177803	0.018917521	0.06945142
a31	0.0011920913	0.0031642134	0.0055588195	0.016666498	0.2873947	0.15882678	0.10142371	0.047477577	0.15857299	0.022186391	0.04108712	0.15644912
a11	0.14373912	0.094150886	0.035603657	0.060717694	0.23095132	0.23114964	0.04841003	0.0049668117	0.0135089345	0.0046913023	0.034657057	0.09745355
a18	0.0012988683	0.0047718016	0.017564198	0.0661213	0.45532632	0.19062057	0.03114598	0.008627549	0.033208266	0.03797577	0.043979794	0.10935963
a15	0.0061203656	0.009588414	0.01628335	0.07869764	0.29720464	0.2942412	0.049982157	0.0054521593	0.021718599	0.014586381	0.046689015	0.15943606
a31	0.0022026966	0.0072203525	0.018079903	0.02508184	0.36546052	0.22871286	0.046340246	0.028400745	0.10447079	0.031142121	0.033156782	0.10973114
a11	0.10526947	0.09403432	0.036113087	0.06645216	0.12332884	0.16735604	0.13194083	0.013966481	0.047876302	0.008557722	0.11188278	0.09322196
a35	0.0015358655	0.0051496765	0.011836458	0.042401977	0.21226884	0.23416115	0.0863973	0.012833193	0.040469665	0.1200018	0.12165789	0.11128622
a8	0.0043853093	0.009291715	0.011351836	0.013368934	0.16360767	0.36285073	0.086424775	0.020377299	0.060906667	0.052956108	0.090007864	0.12447113
a31	0.007504632	0.019447017	0.052337773	0.13499574	0.14123653	0.35955635	0.074938945	0.008262594	0.024267657	0.027542744	0.06640843	0.08350163
a17	0.039604835	0.045440435	0.021225035	0.032598495	0.042840026	0.079387724	0.21768662	0.03219574	0.096085355	0.021642588	0.31788936	0.05340382
a31	0.0013395488	0.0038594997	0.005415946	0.00893654	0.047543358	0.25321913	0.057044193	0.010604513	0.017896729	0.34215683	0.18507929	0.06690445
a46	0.031021403	0.029366497	0.014611916	0.032487094	0.037867405	0.1076247	0.3718816	0.04722519	0.14742124	0.010828313	0.12678266	0.042881902
a31	0.0015046791	0.017896518	0.077829584	0.055068515	0.093842626	0.1772291	0.0145308515	0.015088716	0.027603075	0.37857333	0.07379122	0.06704174
a24	0.015981399	0.019063236	0.006353555	0.019221365	0.018881578	0.12698884	0.38319635	0.07111563	0.18000072	0.019921176	0.11502723	0.024248915
a31	0.00088323274	0.006537825	0.029202526	0.08885792	0.038739264	0.2832481	0.09022779	0.046539817	0.06798823	0.25086206	0.06651255	0.03040065
a17	0.008329655	0.006837126	0.0023223849	0.014135101	0.019575631	0.13502717	0.39191276	0.09769855	0.21943636	0.013938802	0.06736858	0.02341793
a11	0.0015166188	0.04004844	0.18995143	0.15324518	0.03870361	0.092003025	0.013672264	0.013793934	0.016926553	0.36924994	0.03839004	0.032498967
a15	0.025807299	0.12756334	0.09555547	0.037186123	0.007022202	0.14406955	0.20958038	0.07207322	0.08720744	0.061914865	0.11904462	0.012975536
a31	0.007973644	0.012694082	0.040861335	0.1424727	0.009364351	0.22091746	0.095782734	0.009366423	0.010039854	0.23206241	0.14035673	0.07810822
