 	mio	padre	ha	lavorato	sempre	</S>
a23	0.09126706	0.25504276	0.30335236	0.18226075	0.0779888	0.090088226
a31	2.6834753e-06	0.00031132868	0.24911273	0.72629184	0.023076652	0.0012048853
a37	0.0005313177	0.19433887	0.74395466	0.05318374	0.00092483836	0.007066527
a31	0.0028709315	0.08617125	0.46230963	0.11707693	0.033096083	0.2984753
a37	0.0443794	0.068606526	0.5957649	0.14519402	0.022594145	0.12346095
a3	0.0010557215	0.016384905	0.19938868	0.23663703	0.07892713	0.4676066
a31	0.00037068533	0.0057520145	0.058096502	0.08644409	0.12554233	0.72379434
a3	0.0012905792	0.015975596	0.11918231	0.0772596	0.1053097	0.6809822
a44	0.00076307706	0.004014545	0.043750893	0.04692926	0.6265977	0.27794448
a31	0.04276319	0.1921469	0.2561977	0.14631043	0.23987299	0.12270878
a8	0.17764166	0.38555726	0.077335626	0.0703133	0.19849135	0.09066076
a31	0.14237471	0.44941938	0.2480983	0.089580595	0.035868157	0.03465894
</S>	0.40201175	0.1869293	0.0921204	0.09808242	0.11478376	0.10607242
