 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
a31	0.18240137	0.29144266	0.20534906	0.11739288	0.013977325	0.0003244477	0.003524765	0.029243588	0.15634385
a46	0.0020506554	0.9732424	0.010507971	0.0023154086	0.0027349466	0.0031811679	0.0023689326	0.0015408096	0.0020577414
a31	0.00015448043	0.042226966	0.04036057	0.0073974733	0.4885635	0.11114808	0.013450868	0.018827297	0.27787074
a27	0.003946892	0.06233669	0.026122432	0.006073525	0.32415327	0.22498412	0.06462929	0.055717118	0.23203668
a41	0.040720075	0.12467308	0.6646996	0.014546674	0.07913428	0.003730138	0.004102706	0.0054281787	0.06296524
a1	0.023477882	0.031114206	0.24855013	0.017865034	0.4540847	0.045178905	0.07666897	0.024722897	0.07833741
a21	0.020836217	0.015000897	0.19422558	0.23326814	0.24014875	0.034396026	0.18051507	0.049683943	0.031925336
a31	0.12732868	0.15058632	0.21691585	0.13256538	0.079324506	0.037031442	0.106447175	0.10057975	0.04922093
a13	0.15675247	0.612979	0.11102363	0.006888188	0.0130157685	0.0047274823	0.011236206	0.052862022	0.030515166
a31	0.028012004	0.19163482	0.14389268	0.23646145	0.053917058	0.016830998	0.03452667	0.26357704	0.0311473
a41	0.12614973	0.4102067	0.037862502	0.0018867519	0.01940767	0.009298244	0.037321813	0.27451396	0.08335269
a35	0.01921898	0.050287716	0.15211274	0.30130878	0.10433928	0.039041575	0.06860549	0.24538177	0.019703588
a31	0.1644993	0.16461384	0.07527894	0.11737503	0.014047865	0.05405297	0.054272916	0.2824572	0.07340199
a14	0.05714184	0.043176632	0.014698713	0.008026274	0.023458436	0.08406111	0.22884242	0.4205501	0.12004438
a28	0.114340104	0.08550768	0.07202639	0.13367356	0.05088747	0.26709443	0.14126177	0.09637074	0.03883791
a31	0.416221	0.08658372	0.0404865	0.06434404	0.02292919	0.11894379	0.10336361	0.095567636	0.051560577
a0	0.18609151	0.03419176	0.031924978	0.04331883	0.024249472	0.13560322	0.19586733	0.21477175	0.13398123
a31	0.27095377	0.1124866	0.0890253	0.12038647	0.09176267	0.15842621	0.075483784	0.04726151	0.034213748
a46	0.27626598	0.07602352	0.06315495	0.06506272	0.052168697	0.115998335	0.121616006	0.12130187	0.10840793
a17	0.34432718	0.13572809	0.09167738	0.09817667	0.07650704	0.1354754	0.061803617	0.029983513	0.026321026
</S>	0.44152883	0.16645168	0.055171553	0.05747525	0.047455013	0.065693654	0.058508996	0.05427374	0.053441375
