 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a31	0.013651265	0.14531149	0.0031470545	0.015896814	0.0066032847	0.020543657	0.03786861	0.04524894	0.43287936	0.27884948
a20	1.0843117e-06	5.1870064e-08	0.025448462	0.073210776	0.49257138	0.38782465	0.020785727	2.025063e-05	6.531119e-05	7.230318e-05
a31	4.2046654e-08	1.0743519e-08	0.16795856	0.40029386	0.08333938	0.08720226	0.05867294	0.0022645718	0.059101656	0.14116673
a28	9.881568e-08	1.8876793e-08	0.67497694	0.23609942	0.039005827	0.015721202	0.010753952	0.0009827076	0.005840341	0.01661952
a37	5.935703e-07	8.7443107e-07	0.4672403	0.12892449	0.05397085	0.1289353	0.05077113	0.0048456104	0.05613365	0.10917728
a24	7.731534e-05	5.0751656e-05	0.36519966	0.19408706	0.14841262	0.19508022	0.011332443	0.020659426	0.012700609	0.052399885
a31	0.001891672	0.0006714473	0.36344448	0.14232853	0.17291796	0.13795584	0.03417318	0.0881995	0.030210838	0.028206605
a20	0.0018862481	5.001185e-05	0.31638005	0.17449836	0.0814947	0.25206992	0.050735593	0.030789835	0.020609941	0.071485296
a1	0.0034192998	0.0011074333	0.14391145	0.08885782	0.10733561	0.12077486	0.3237816	0.09311385	0.078436494	0.039261527
a31	0.000773659	0.00075645105	0.012283501	0.14808658	0.10891618	0.20580071	0.2238693	0.11480628	0.13638239	0.048324995
a28	0.047147196	0.011294843	0.030751005	0.031775203	0.030624077	0.072244294	0.08039935	0.39324588	0.1606887	0.14182946
a24	0.011089041	0.007938975	0.07266634	0.10675364	0.07998055	0.06821919	0.169493	0.14142801	0.26781154	0.07461978
a28	0.025157262	0.05220442	0.023779742	0.05674567	0.017661562	0.022539	0.02855344	0.24502197	0.39395988	0.13437702
a24	0.01703852	0.01748898	0.04661158	0.09822042	0.015001263	0.021063332	0.03013531	0.19449852	0.40863013	0.15131187
a46	0.01962952	0.05324165	0.037508085	0.07548007	0.012295091	0.014470863	0.02546307	0.25776556	0.36509544	0.13905063
a14	0.00068634085	0.00030520422	0.0037271942	0.049487546	0.0126098255	0.022553701	0.021735858	0.1594099	0.5319489	0.19753549
a31	0.015857896	0.10638941	0.02401819	0.049315885	0.016093986	0.015270007	0.0661583	0.2835055	0.26402947	0.15936133
a11	0.007522483	0.00921368	0.0031470363	0.009602024	0.007067312	0.011752894	0.11115268	0.42008632	0.3173362	0.10311932
a31	0.021799905	0.079636015	0.021855317	0.06951557	0.050009288	0.044391632	0.039206877	0.18925613	0.26631933	0.21800996
a47	0.012115979	0.017062852	0.0056472137	0.01401126	0.016194984	0.019715827	0.15791196	0.34921885	0.28931332	0.118807785
a31	0.0008004762	0.0007240996	0.010249047	0.33525896	0.09977567	0.1488364	0.11377604	0.062961705	0.15688895	0.07072861
a24	0.03030854	0.18355705	0.010664064	0.025235305	0.040908165	0.04283918	0.1906312	0.23764743	0.18708816	0.05112092
a1	0.018975131	0.015126879	0.13154003	0.45238823	0.09774815	0.07241698	0.02740854	0.04086424	0.08711063	0.056421105
a20	0.014116902	0.0011329039	0.060973946	0.3916472	0.029712869	0.014578918	0.030778565	0.16833937	0.1896076	0.09911178
a31	0.05332751	0.13375705	0.024703052	0.11442331	0.08798594	0.08389434	0.107791536	0.13340266	0.135072	0.12564258
a20	0.042426955	0.15087119	0.00984208	0.03068866	0.0690225	0.07263095	0.16461907	0.18144678	0.16939366	0.10905817
a37	0.04063413	0.02358164	0.0934711	0.31249136	0.08691618	0.07020011	0.03154507	0.101659894	0.12609307	0.11340743
a24	0.073827244	0.17534111	0.0281352	0.113262504	0.08492684	0.09402355	0.0954483	0.11426106	0.115040876	0.10573328
a29	0.066717565	0.13976209	0.023755554	0.09264972	0.082968816	0.094227105	0.11226472	0.13153094	0.13181223	0.12431124
a20	0.07351109	0.1688785	0.02342043	0.09254483	0.07706761	0.089573234	0.108041	0.124309376	0.124550745	0.11810325
a10	0.08276465	0.15209283	0.026753968	0.09717227	0.07982721	0.08737872	0.110934846	0.12273912	0.122801885	0.1175345
a31	0.086326115	0.269545	0.018800654	0.073612235	0.07019643	0.08304815	0.09794371	0.10123025	0.10098668	0.09831073
a17	0.08049873	0.13461909	0.0133806765	0.04521007	0.08864155	0.105729654	0.13720432	0.13871789	0.13562629	0.12037178
a20	0.05558069	0.014817524	0.12455167	0.21012132	0.08259808	0.06928392	0.076052435	0.12031711	0.12509735	0.1215799
a28	0.11636082	0.24762377	0.0392957	0.09936897	0.07757203	0.08071293	0.088142045	0.08397861	0.08391473	0.08303047
a0	0.13306463	0.28037062	0.03647985	0.09200976	0.0701279	0.07278016	0.08091185	0.07826436	0.078256	0.07773489
a18	0.14211872	0.19820927	0.062344335	0.11200992	0.07606167	0.074739896	0.08575119	0.08312828	0.0831692	0.082467526
a33	0.14412794	0.3820258	0.027559813	0.072238706	0.05771017	0.060647123	0.06805642	0.06269711	0.06253409	0.06240279
a20	0.06518392	0.018835124	0.034312256	0.24113075	0.09553068	0.081097335	0.124500714	0.11348812	0.11354658	0.112374514
a31	0.11025772	0.25935647	0.03851506	0.099126816	0.076835	0.080237076	0.09143249	0.081568584	0.081332594	0.08133818
a8	0.106689684	0.10646567	0.02702796	0.07016031	0.10047163	0.11194875	0.11998212	0.119468324	0.119004376	0.11878123
a23	0.0127145	0.0063938126	0.020303419	0.2509435	0.09841457	0.102775864	0.13952944	0.12338704	0.12332563	0.12221219
</S>	0.027520493	0.018840548	0.020580942	0.3478301	0.08379668	0.09118034	0.15027821	0.086848706	0.08789139	0.0852326
