 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a23	0.010152568	0.040747333	0.044012766	0.005354009	0.027555255	0.35481548	0.019141981	0.034618706	0.0596385	0.40396342
a31	1.2970552e-05	2.7044505e-05	8.408145e-05	2.2065462e-05	0.00011270972	0.0020135238	0.017825924	0.012667106	0.06310868	0.9041259
a28	0.0024826995	0.0050693215	0.034396727	0.01963847	0.02972268	0.070525214	0.026766324	0.002490391	0.004234587	0.8046736
a31	0.002343757	0.0014719943	0.013927382	0.027663695	0.03711228	0.07979048	0.119554296	0.05094386	0.045333747	0.62185854
a29	0.00043648935	9.719041e-06	0.00025082118	0.0012623447	0.0021937778	0.016303247	0.25112793	0.070453845	0.14276928	0.51519257
a39	0.00201605	0.0018808418	0.0051001664	0.0019093005	0.0014129977	0.012929863	0.07229816	0.12860191	0.18553041	0.58832026
a31	0.0012385718	0.0007108973	0.004296346	0.0025954288	0.0018629605	0.02528498	0.07250652	0.059826978	0.46044913	0.3712282
a39	0.004238244	0.00067563896	0.0020740174	0.0021867	0.0013446081	0.017177762	0.033232197	0.038962685	0.25089845	0.6492097
a41	0.0061708526	0.0011147079	0.0053236573	0.0025368494	0.0012597262	0.0081961835	0.013358489	0.107456006	0.3118953	0.5426882
a10	0.10825264	0.14359374	0.048233386	0.005171788	0.004041406	0.026481638	0.022656908	0.08452928	0.18224871	0.37479052
a31	0.042559996	0.2800753	0.18175486	0.07288789	0.052645173	0.06998872	0.033959042	0.026832784	0.104107596	0.1351886
a18	0.0809875	0.48591015	0.15881006	0.04158983	0.033615522	0.03006152	0.012716472	0.07048875	0.031435654	0.054384567
a31	0.058592223	0.055795636	0.26747066	0.05080667	0.020223148	0.030452257	0.039031208	0.043428827	0.20601974	0.22817968
a3	0.07506684	0.22181053	0.19265169	0.108714685	0.07443268	0.018264534	0.014254145	0.107688375	0.077549644	0.10956693
a18	0.0459621	0.028006822	0.24752177	0.12078812	0.09726539	0.08565977	0.112697124	0.03374275	0.104176715	0.124179356
a31	0.07164426	0.22023204	0.25004587	0.19704266	0.14454247	0.02258962	0.015933393	0.022961773	0.02655344	0.028454503
a23	0.051292986	0.13582174	0.15386039	0.25110948	0.2200072	0.01304419	0.02049237	0.053127922	0.0483076	0.052936044
</S>	0.06624219	0.01062568	0.07652724	0.1306553	0.28844413	0.22405897	0.12930515	0.020039506	0.02564153	0.028460324
