 	è	facile	che	stanno	ancora	svegli	</S>
a31	0.00074999366	0.5504522	0.12568478	0.051255137	0.091080196	0.077553205	0.1032245
a39	4.8900452e-05	0.00017777947	0.08241092	0.011947587	0.016016115	0.8831057	0.006293025
a31	4.528343e-06	4.5967513e-06	0.0023572892	0.004372959	0.0938778	0.77942824	0.119954556
a0	0.0014022142	0.00010501528	0.012724421	0.0038982148	0.012446617	0.8614473	0.10797629
a31	3.660575e-05	0.0005804002	0.06770938	0.27279466	0.25479886	0.29519802	0.10888205
a13	0.0017262446	0.0009444032	0.20675306	0.06594437	0.082206726	0.50228995	0.14013526
a31	0.00022778637	0.0028266336	0.22830889	0.39960623	0.12393871	0.088244826	0.15684693
a37	0.007933292	0.06161252	0.50771374	0.112173334	0.044663746	0.06558193	0.2003214
a31	0.002328461	0.052168384	0.2838193	0.18704894	0.05991297	0.052032743	0.36268926
a11	0.026977278	0.11452726	0.030022686	0.028088229	0.05311019	0.10315955	0.6441148
a39	0.001393258	0.02000137	0.08302127	0.104201935	0.072365075	0.08795896	0.63105816
a0	0.014930425	0.0999909	0.101814955	0.058443885	0.072690904	0.115840904	0.53628796
a41	0.06966649	0.23778687	0.12075301	0.061967976	0.09125579	0.11866117	0.2999087
a0	0.11453084	0.21697438	0.025501529	0.027782252	0.07811248	0.12171716	0.41538137
a20	0.1782034	0.17623313	0.04210671	0.049247738	0.13258648	0.17709541	0.2445271
a31	0.17106256	0.19768995	0.052763667	0.047967974	0.12115077	0.15571444	0.25365067
a30	0.07720144	0.1476229	0.048173588	0.04452644	0.12563004	0.17371517	0.3831304
a41	0.1889876	0.232394	0.10085973	0.08216057	0.119176164	0.12900081	0.14742109
a31	0.28190896	0.2380999	0.09044512	0.07774834	0.098117165	0.102574	0.11110648
</S>	0.25286558	0.16165131	0.08375826	0.07604909	0.12444622	0.13714434	0.1640852
