 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
a31	0.003576673	0.029590096	0.16825883	0.13022587	0.14817642	0.11530156	0.03596548	0.15268742	0.21621764
a24	1.0670215e-05	2.1275057e-06	0.00013940061	0.05906606	0.10512446	0.023231056	0.022010459	0.13703951	0.6533763
a31	8.093733e-08	4.3134787e-07	0.00014580043	0.032783207	0.016966442	0.014914389	0.0063627674	0.66575694	0.2630699
a20	1.252491e-06	2.6352004e-06	9.647232e-05	0.034232598	0.01456697	0.0061282315	0.0025127437	0.7451457	0.1973135
a0	1.8162571e-05	0.0009610626	0.021140294	0.0338596	0.017843096	0.009521909	0.006533873	0.5072795	0.40284252
a13	0.00021862902	0.003913065	0.046088465	0.13617705	0.01711466	0.015973076	0.02952248	0.29891327	0.4520792
a31	0.0056889635	0.029462365	0.33953252	0.18730892	0.030695377	0.011134891	0.21551888	0.01615812	0.16450003
a24	0.033842113	0.13514787	0.40866858	0.116079986	0.033604026	0.009781241	0.06714402	0.019016627	0.17671545
a31	0.0034617016	0.017328791	0.17315684	0.07622887	0.016511517	0.018663896	0.53171915	0.0131998435	0.14972933
a37	0.022644984	0.038376242	0.090268545	0.13388366	0.09145288	0.053756226	0.32445255	0.0149391	0.23022585
a31	0.0006631641	0.0048071714	0.048052806	0.049884263	0.016144346	0.032371648	0.71167994	0.013659309	0.12273734
a20	0.018931637	0.023129743	0.055874594	0.055985324	0.059779245	0.1002136	0.62001115	0.0038883646	0.06218643
a31	0.0001833529	0.003866096	0.04216323	0.07657174	0.038446553	0.08486185	0.6259974	0.04236839	0.0855413
a39	0.013077225	0.02966064	0.07962619	0.04752376	0.06892545	0.1909175	0.5155913	0.0092042945	0.045473598
a31	0.0002532516	0.008337298	0.05429441	0.15650763	0.08096929	0.12307783	0.44749725	0.081979215	0.0470838
a20	0.01591122	0.06363414	0.117326744	0.06430533	0.09489709	0.20981081	0.32518703	0.03271397	0.07621372
a31	0.0016341365	0.027349742	0.11478425	0.19016303	0.10339122	0.14437373	0.28616303	0.08020878	0.05193208
a20	0.021291558	0.08766555	0.12941557	0.08185273	0.110363595	0.18696474	0.23433326	0.055408843	0.09270425
a39	0.009750249	0.060905654	0.11076717	0.17129928	0.121244855	0.14854664	0.2010131	0.1045868	0.07188632
a31	0.13350736	0.32607007	0.1007528	0.0729079	0.074178174	0.0820968	0.08554662	0.061326496	0.06361373
a46	0.044028822	0.11333107	0.121540114	0.09362703	0.10986939	0.14111383	0.15342002	0.088321604	0.1347481
a31	0.09197219	0.13509099	0.101137765	0.12957448	0.11080176	0.115370624	0.12070783	0.10453987	0.0908045
a18	0.10459661	0.12765701	0.11270205	0.09403776	0.103693195	0.12077727	0.12674066	0.09076926	0.11902619
a31	0.26803124	0.29474497	0.09136678	0.06323327	0.05669545	0.05840118	0.059625097	0.053205717	0.05469628
a8	0.13938724	0.1196096	0.10810631	0.09709069	0.10301065	0.11270582	0.115854666	0.09448715	0.1097478
</S>	0.3031319	0.17690736	0.079361655	0.08180219	0.073332466	0.07375862	0.07382914	0.07045162	0.06742495
