 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
a31	0.030302769	0.16997607	0.29010078	0.12631574	0.02404441	0.01388164	0.014835046	0.00061620754	0.12798595	0.06052805	0.009286563	0.13212676
a18	8.306376e-05	0.00013795044	0.010506328	0.7813037	0.103983246	0.023782138	0.026204547	0.011589494	0.02848644	0.0015862646	0.010132936	0.0022038228
a31	3.5668112e-08	1.964251e-07	6.143793e-05	0.22672632	0.38105837	0.275191	0.035391323	0.001894961	0.04013048	0.0018079093	0.005853569	0.03188439
a20	1.0907737e-05	1.4512731e-05	0.00033808468	0.038963947	0.08751901	0.4422035	0.12673861	0.00071871263	0.26550573	0.0047135563	0.011339792	0.021933591
a15	1.5158106e-05	4.87628e-05	0.0008378394	0.44991344	0.2684297	0.11431121	0.02058062	0.00064447545	0.102507986	0.013909192	0.0042849435	0.024516683
a31	3.4295397e-05	0.00012542971	0.00408676	0.34570253	0.20108192	0.113873355	0.032840375	0.00046173934	0.18548293	0.075874165	0.008073494	0.03236307
a20	0.00041492577	0.00038829373	0.00064894103	0.17376322	0.101120576	0.16072847	0.08788994	0.0038133145	0.1684987	0.17706302	0.072065964	0.053604648
a11	0.0003764075	0.0015366193	0.0509497	0.3519944	0.05009588	0.022852423	0.005973094	0.00036908872	0.18258025	0.27104107	0.012479867	0.049751226
a0	0.007255963	0.023769047	0.04602871	0.092994645	0.013562557	0.016001217	0.028735602	0.00517548	0.1334686	0.46718502	0.08865491	0.07716824
a41	0.0350705	0.114571184	0.13986242	0.124594964	0.014016439	0.017117804	0.043841098	0.011736329	0.1564829	0.25776798	0.047047105	0.037891336
a20	0.032141287	0.061155483	0.07696732	0.032612026	0.029653009	0.018684696	0.016218938	0.008929501	0.058952253	0.51709527	0.060087588	0.08750266
a31	0.031512942	0.06319757	0.09879218	0.03714407	0.075718716	0.04816877	0.026208796	0.013778859	0.06952993	0.3900084	0.060879417	0.08506044
a30	0.04618841	0.064736545	0.035939682	0.021108957	0.01430269	0.0066259936	0.004344372	0.02196295	0.053988293	0.6688447	0.030807989	0.03114939
a31	0.028014863	0.05431719	0.1379708	0.039354615	0.099689506	0.089585	0.051526826	0.028161654	0.10074618	0.28079286	0.033613026	0.056227487
a20	0.0860977	0.16649888	0.03741353	0.013828058	0.017251626	0.011977028	0.008727803	0.025463881	0.11238835	0.46784648	0.02118383	0.03132278
a31	0.035378482	0.048860822	0.26054296	0.036043655	0.13149515	0.11574387	0.12471742	0.051163234	0.09060579	0.06933591	0.012872884	0.023239773
a37	0.19228536	0.32690504	0.056250576	0.006690425	0.017204085	0.015266008	0.02003856	0.032346874	0.11305748	0.1630831	0.017521167	0.03935126
a35	0.08258648	0.14875254	0.28834036	0.025317984	0.11319409	0.10233434	0.12528536	0.026528565	0.03377687	0.027130852	0.009957457	0.016795078
a11	0.12371492	0.22941785	0.23536417	0.019327462	0.11638689	0.09925843	0.059247535	0.025529042	0.026396453	0.026167067	0.017320529	0.021869658
a46	0.15954669	0.31997725	0.16347297	0.0086558545	0.05536929	0.047941256	0.041515585	0.035268717	0.04079554	0.043189224	0.042067572	0.042200014
a31	0.10500325	0.22886619	0.20796417	0.02309794	0.120341145	0.10906559	0.06130127	0.029408911	0.029038636	0.029099846	0.0284077	0.028405316
a46	0.21745656	0.16217431	0.07413603	0.007838076	0.023789855	0.021286076	0.03833208	0.06786852	0.08998204	0.10035216	0.09816316	0.09862106
a18	0.09647712	0.20064957	0.1931204	0.037215613	0.13895382	0.1306708	0.06460844	0.028329376	0.028032834	0.02775866	0.027092988	0.0270903
a31	0.2080179	0.29658556	0.11653756	0.013674836	0.05700381	0.051241353	0.044337235	0.038942236	0.042786732	0.043982893	0.04349834	0.04339153
a1	0.22604352	0.13240546	0.07594521	0.010861125	0.03092937	0.027968591	0.047719043	0.074514516	0.08929556	0.095844746	0.09384781	0.09462501
a20	0.1539255	0.248847	0.13616951	0.038104318	0.10078615	0.09530836	0.05473339	0.03388648	0.03490758	0.034810837	0.034285594	0.03423528
a31	0.31382978	0.268587	0.0802201	0.015541117	0.04623016	0.042427707	0.038815293	0.03695941	0.038928956	0.039674353	0.039392646	0.039393473
a27	0.23429793	0.12263642	0.0767486	0.014780557	0.038496047	0.035330813	0.05434459	0.074990176	0.08475372	0.088817246	0.08695346	0.087850496
a31	0.20122442	0.2893699	0.121184945	0.021890614	0.07401348	0.06807837	0.04688128	0.03429692	0.035747394	0.036070876	0.03562902	0.03561278
a46	0.31997734	0.12686881	0.06704225	0.019077541	0.042917676	0.04016131	0.052444305	0.06163994	0.067926	0.06972367	0.06463557	0.067585595
</S>	0.2487711	0.26888925	0.13775468	0.03218605	0.10074043	0.093938746	0.041671474	0.0175838	0.014937814	0.014666728	0.01434959	0.014510349
