 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
a31	0.21061245	0.2949208	0.05465672	0.031291973	0.0020060071	0.0081564	0.084832594	0.13656697	0.1769561
a24	6.6333286e-08	1.2493799e-06	0.00031588416	4.596317e-07	0.00033263367	0.04154675	0.22821073	0.72926104	0.0003312525
a28	5.201674e-07	7.567627e-05	0.016006244	0.0008335015	0.08393221	0.77663666	0.0443861	0.01118393	0.06694519
a31	0.1063737	0.25463757	0.0775279	0.055051908	0.013084007	0.025029	0.0362994	0.34676212	0.08523435
a8	0.0019680194	0.04120852	0.116642885	0.011373388	0.07079257	0.16076252	0.19584407	0.27500066	0.12640737
a0	0.0032524932	0.0075004036	0.0373623	0.071656056	0.14230585	0.4626818	0.16897593	0.0285005	0.07776463
a31	0.034759827	0.19327183	0.16632085	0.101747684	0.034998525	0.08012816	0.1450665	0.21719527	0.02651148
a39	0.009489421	0.13283336	0.07699868	0.009433909	0.006141994	0.012417043	0.03877405	0.64310914	0.070802316
a31	0.042956658	0.078249626	0.16822368	0.13968913	0.020838356	0.054704305	0.3111061	0.13954134	0.044690784
a8	0.053322256	0.14229822	0.038752057	0.011467021	0.0058666654	0.00902183	0.045578245	0.5804696	0.113224134
a31	0.06960982	0.096147425	0.22100194	0.30355588	0.008836874	0.020629989	0.22360745	0.02265787	0.033952758
a24	0.24343193	0.1319934	0.027215684	0.019715775	0.006063335	0.0066754213	0.09051076	0.28225726	0.19213648
a46	0.11093913	0.27555335	0.23779796	0.18987459	0.0041043507	0.00476252	0.07279855	0.03403712	0.070132375
a31	0.32651907	0.3331401	0.14952467	0.09750025	0.0034301595	0.003668356	0.03034466	0.02611202	0.029760633
a1	0.52624476	0.12495619	0.035754964	0.03935297	0.0058004353	0.005907702	0.07647734	0.09392727	0.091578364
a31	0.3155244	0.34556618	0.16545601	0.09801261	0.010143831	0.010343249	0.0199018	0.015613537	0.019438403
</S>	0.5187681	0.13906401	0.052242283	0.053577352	0.012083905	0.012369687	0.06767065	0.07241663	0.07180747
