 	Anna	ora	sta	vicino	a	me	dormendo	</S>
a8	0.022617495	0.03262347	0.13203953	0.03400285	0.13037036	0.07404317	0.25021598	0.32408714
a31	2.2354521e-05	1.6650829e-06	3.1941556e-05	0.7164187	0.0023985477	0.039405093	0.019677	0.22204477
a8	0.002518479	0.00071912206	0.007805885	0.88344276	0.020024272	0.012180411	0.007326212	0.06598283
a31	0.0005217814	0.00014239497	0.001734898	0.71020263	0.02671796	0.03023159	0.13087334	0.09957552
a17	0.00024164027	4.3188942e-05	0.00042442506	0.6455129	0.023016306	0.013253809	0.18956845	0.1279393
a18	3.725696e-05	1.7542807e-05	5.690714e-05	0.08594227	0.029559875	0.075164266	0.6503911	0.15883075
a31	0.001368686	0.00054332864	0.0027571963	0.6999086	0.016676076	0.018831022	0.12525189	0.13466315
a17	0.00172514	0.0002136804	0.0010851453	0.61253816	0.028892685	0.011665631	0.13603725	0.20784234
a30	0.0004397853	0.00016957788	0.00051466934	0.18233515	0.07431601	0.08342444	0.46439847	0.1944019
a17	0.050513368	0.019189175	0.050500363	0.6421424	0.033969976	0.022532666	0.03973326	0.1414188
a39	0.0014336196	0.0006915944	0.0023520296	0.2240935	0.074338414	0.062404662	0.35026965	0.28441656
a17	0.022406	0.017923484	0.032394752	0.2762955	0.103547595	0.08266059	0.24930008	0.21547198
a31	0.013612445	0.03942778	0.036138546	0.16877532	0.109958544	0.10671767	0.23922062	0.28614908
a17	0.05349659	0.09625576	0.11322701	0.05705119	0.067572	0.42990905	0.058935776	0.12355265
a20	0.0012934682	0.0037066704	0.012496098	0.15701005	0.17631511	0.07675505	0.30130738	0.27111626
a27	0.017524263	0.120768405	0.12629098	0.07087661	0.09883864	0.2468294	0.13401695	0.1848547
a20	0.017088303	0.09107944	0.12874527	0.058894094	0.051317126	0.19070226	0.1979464	0.2642271
a31	0.016339539	0.09775492	0.1774152	0.03843084	0.06355019	0.19807656	0.17965175	0.22878101
a18	0.035961237	0.13865435	0.081271306	0.015028721	0.06350493	0.3474413	0.12614536	0.19199282
a31	0.009840446	0.080149226	0.19369799	0.04804349	0.10586056	0.14567506	0.19797057	0.2187626
a13	0.041811008	0.29237613	0.14109965	0.008597272	0.07821552	0.23273651	0.087481685	0.1176822
a20	0.011112379	0.068012655	0.39102316	0.06521728	0.15500695	0.077762276	0.11116285	0.1207025
a31	0.029490419	0.342722	0.38827416	0.0070854397	0.054798763	0.061457682	0.05688462	0.059286974
a28	0.040999774	0.34424484	0.18232074	0.00480952	0.078281425	0.13431467	0.10165848	0.1133706
a31	0.04056431	0.10021779	0.5124996	0.045905896	0.11496339	0.054508463	0.06460841	0.0667322
a8	0.07069676	0.37872824	0.2646492	0.003583303	0.06530181	0.080097705	0.06630259	0.07064042
a17	0.081900075	0.08782424	0.45914212	0.09189518	0.1435394	0.0498236	0.04153773	0.0443377
a8	0.096690096	0.30321613	0.44767073	0.0071824617	0.040586464	0.035720415	0.03434583	0.034587886
a23	0.063272946	0.1901717	0.48762903	0.025477787	0.08198614	0.053679083	0.048831195	0.04895205
a8	0.046415024	0.17385769	0.45921832	0.025117377	0.10314056	0.06920741	0.06138305	0.06166056
a20	0.035595153	0.18598877	0.43069834	0.02249124	0.10934967	0.07787831	0.0687755	0.06922296
a31	0.023248674	0.21057068	0.27584916	0.0074251685	0.09931772	0.12890723	0.12639296	0.12828839
a39	0.021771116	0.1331086	0.11238132	0.006558105	0.1351019	0.19544865	0.19578893	0.1998414
a18	0.067262575	0.16870283	0.3359731	0.017997576	0.106127545	0.10351933	0.10024102	0.10017604
a37	0.04444211	0.34970498	0.3910628	0.004252122	0.049395263	0.054383006	0.053067625	0.053692143
a31	0.056917883	0.42981926	0.3329187	0.0030062674	0.039283995	0.046273734	0.04555285	0.046227336
a8	0.048815764	0.21436188	0.1206562	0.0055551785	0.11933971	0.16303593	0.1624663	0.16576897
a23	0.08911178	0.12615624	0.5077245	0.02140715	0.07478944	0.060248453	0.060284086	0.060278337
a37	0.085746214	0.16559823	0.5109236	0.02187059	0.06954239	0.050807796	0.047689017	0.04782209
a8	0.051163185	0.3951265	0.3494096	0.0033273587	0.044986222	0.05233435	0.05149724	0.052155577
</S>	0.18593016	0.30889532	0.3945447	0.00918241	0.034380503	0.023872891	0.021509312	0.021684712
