 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
a8	0.10061848	0.21328169	0.030477028	0.08035281	0.014549591	0.17749625	0.034217913	0.11490421	0.23410209
a31	8.6529826e-07	0.0006457255	0.024499852	0.012985419	0.0008074553	0.9421164	0.0057378695	0.0029191277	0.010287296
a20	0.00014493019	0.10771192	0.15617788	0.08533176	0.02361679	0.35295475	0.1577901	0.04107278	0.075199194
a29	1.133491e-05	0.000834543	0.0090368455	0.030773705	0.013619163	0.6425782	0.104251355	0.054366577	0.14452831
a37	0.0015028547	0.02374089	0.10342178	0.12391903	0.11366983	0.42371517	0.094313994	0.08182507	0.033891473
a8	0.0012304141	0.025835073	0.09949812	0.10442181	0.061992202	0.4246717	0.10430676	0.13989022	0.03815366
a20	6.7105866e-05	0.0020136791	0.00782202	0.027923048	0.0137881385	0.59005827	0.107140586	0.22304006	0.02814707
a31	0.005320129	0.018141726	0.11399373	0.21429831	0.2806703	0.17841168	0.07760659	0.08036278	0.031194836
a29	0.026542343	0.09462109	0.17267291	0.25345787	0.1806362	0.11246075	0.08298838	0.059854835	0.016765641
a37	0.008241304	0.038903873	0.17854527	0.1775262	0.1803889	0.2173504	0.05846337	0.086885326	0.053695377
a29	0.017638514	0.065195546	0.20583875	0.19440345	0.19600105	0.15873255	0.05011986	0.078619085	0.03345121
a31	0.023768315	0.06824784	0.1890709	0.20917425	0.21836726	0.12661049	0.05217137	0.07463204	0.03795754
a20	0.05271602	0.057259817	0.12846848	0.16872697	0.18136391	0.1471573	0.091161415	0.11664082	0.056505248
a31	0.0444714	0.13068679	0.23171227	0.16447291	0.17588916	0.09377821	0.046621636	0.059992872	0.05237474
a37	0.069874264	0.11051672	0.12555665	0.12385505	0.12543027	0.13300182	0.11486925	0.121695995	0.075200014
a46	0.054195736	0.24322872	0.23087628	0.17202915	0.12421604	0.057033077	0.04173823	0.04510905	0.031573765
a31	0.19878432	0.3132743	0.124870054	0.12863079	0.08852164	0.04615493	0.029211001	0.03713169	0.033421215
a0	0.3931342	0.14256829	0.07472991	0.070815094	0.068305925	0.06409458	0.06472159	0.06316482	0.058465622
a31	0.18811296	0.24794517	0.14234057	0.15067978	0.11084903	0.047572657	0.03752441	0.040498175	0.03447725
a1	0.3622722	0.14923562	0.075125165	0.07238703	0.06716936	0.06978529	0.06931581	0.069152996	0.06555646
a13	0.29497293	0.18331012	0.10636023	0.14034276	0.11851362	0.045136277	0.041466255	0.037447494	0.03245029
a39	0.51500773	0.24428561	0.05508419	0.04291074	0.037645064	0.026902378	0.027130604	0.025744123	0.025289515
a18	0.43120998	0.29331464	0.06802734	0.050994657	0.044109307	0.028986078	0.029265229	0.027329698	0.026763037
a8	0.47337452	0.25196272	0.060136918	0.047665585	0.04287115	0.031661652	0.031989258	0.030394519	0.029943677
a28	0.3981484	0.32162085	0.07517762	0.05781211	0.04441952	0.026976664	0.026963752	0.02473323	0.02414794
a31	0.3402098	0.27403188	0.07815734	0.063295074	0.06027218	0.047030892	0.04753765	0.045092642	0.044372547
a8	0.1764059	0.10698355	0.10226292	0.10138334	0.10357163	0.10267022	0.10311394	0.10206086	0.10154765
a37	0.1828584	0.38198435	0.09872281	0.084935255	0.06462852	0.04926385	0.048023716	0.0451674	0.044415694
a31	0.3198169	0.18488483	0.08165529	0.073167555	0.0746034	0.067403436	0.06787006	0.06566295	0.064935595
a21	0.11276585	0.10416194	0.10995358	0.10903717	0.11330463	0.11325018	0.11368996	0.11225083	0.11158588
a31	0.19645351	0.2197365	0.09949344	0.08288432	0.09245973	0.07980689	0.08067097	0.07514414	0.073350534
a20	0.12985435	0.10634062	0.1081709	0.107644625	0.11004884	0.10981903	0.11016224	0.10923451	0.10872484
</S>	0.23119323	0.21577218	0.093652956	0.0801293	0.08577865	0.07521754	0.075849414	0.07186183	0.07054493
