 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.074436806	0.07011616	0.21248758	0.05382621	0.21250868	0.038390305	0.33823428
a31	0.0022593252	0.2820791	0.5737604	0.036218774	0.017783381	0.00048604838	0.087413035
a21	0.040179897	0.10480233	0.599054	0.12162554	0.040825233	0.011973007	0.08153993
a37	0.0020708519	0.003176177	0.006319004	0.007242646	0.037044227	0.00056875835	0.94357836
a8	0.018030891	0.056289576	0.060331415	0.014532967	0.015186211	0.039181724	0.7964473
a31	0.015145827	0.03760871	0.049634453	0.016252354	0.034343455	0.014068152	0.832947
a13	0.012064678	0.078278676	0.057881083	0.0118570905	0.008964211	0.051367555	0.7795867
a20	0.026506908	0.10606545	0.03878624	0.025268115	0.040250923	0.023188056	0.73993427
a3	0.010362527	0.050723	0.026336638	0.03501311	0.074340224	0.013078578	0.79014593
a31	0.010820948	0.08501649	0.06625234	0.10045324	0.123104185	0.022366958	0.5919859
a29	0.07997251	0.15752004	0.108459845	0.13795073	0.08607828	0.2193395	0.21067901
a31	0.02384173	0.15503764	0.11876179	0.15726091	0.14247365	0.030238383	0.37238586
a3	0.113567285	0.17344016	0.1399993	0.16749778	0.10464664	0.18727902	0.113569885
a31	0.03915607	0.15297377	0.19429682	0.19868526	0.20168404	0.022342693	0.1908614
a24	0.12773423	0.1413331	0.1636278	0.17766136	0.15862828	0.12507741	0.10593783
a31	0.09106468	0.18649937	0.1952142	0.17520195	0.152386	0.016803779	0.18283007
a39	0.15084319	0.1343066	0.15203294	0.15800363	0.1544769	0.14168352	0.10865325
a31	0.12452506	0.08346897	0.14085692	0.19209245	0.20971893	0.017942205	0.23139547
a33	0.14812188	0.13910358	0.14335342	0.14468016	0.1441172	0.1430014	0.1376223
a31	0.32900482	0.087093174	0.11081449	0.13770716	0.14769031	0.03889673	0.14879331
a23	0.14693412	0.14188907	0.14214477	0.14263064	0.14220199	0.1428517	0.14134775
</S>	0.3878519	0.10302724	0.101753734	0.108965695	0.11168195	0.07521993	0.11149954
