 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a31	0.03886341	0.04303494	0.08185169	0.2639374	0.24637924	0.05794597	0.0030385412	0.003729814	0.006230105	0.065192915	0.052761916	0.022633439	0.11440055
a41	1.6730654e-08	2.6683585e-05	0.008209551	0.5117738	0.25243694	0.18641335	0.019983932	0.009315326	0.0047092168	8.693394e-05	0.003602547	0.0033786043	6.303588e-05
a37	1.08259705e-07	5.720576e-06	0.0013169439	0.10568434	0.17562704	0.4658851	0.020886412	0.03897346	0.02857201	0.0061960276	0.015784688	0.011610038	0.12945813
a24	9.602617e-06	0.00025325996	0.25204113	0.28733373	0.2287386	0.07781281	0.031670302	0.0420069	0.009523061	0.005592854	0.020819588	0.014417677	0.02978045
a28	3.0272543e-06	4.2051495e-05	0.09478761	0.18444179	0.51729065	0.08809616	0.018882606	0.02701792	0.0107557215	0.0051699523	0.028441625	0.016471507	0.008599401
a17	3.6143545e-05	0.00042940906	0.10033877	0.22518726	0.48702413	0.062989466	0.020479213	0.025926841	0.00969858	0.0035011251	0.028088808	0.022591634	0.013708584
a31	0.00045493513	0.004875301	0.08988863	0.24594547	0.5087014	0.052932277	0.016146574	0.020712532	0.008586051	0.0043879575	0.019250054	0.021985719	0.006133085
a39	0.00047799456	0.0019456302	0.064486735	0.09982035	0.48314756	0.06870878	0.035100307	0.057048123	0.01715331	0.025443083	0.043657385	0.084611945	0.018398885
a31	0.00033192683	0.0017111477	0.1402582	0.3343865	0.4081779	0.04504245	0.010834029	0.010039505	0.009351994	0.008967175	0.013135657	0.014996813	0.0027666069
a17	8.706384e-05	0.00029803262	0.014487764	0.06210799	0.37520263	0.17050396	0.04781461	0.045259092	0.029164892	0.024480358	0.052642748	0.16286926	0.015081537
a18	0.00040558705	0.0022111582	0.26064873	0.30163375	0.32801166	0.026795527	0.0053941673	0.00551394	0.009782192	0.02742699	0.0119208265	0.015182517	0.0050729024
a24	0.031042622	0.25202948	0.040702928	0.05512561	0.14044955	0.13326035	0.095862344	0.07027003	0.046925157	0.012514395	0.037116043	0.0736008	0.011100661
a18	0.03935509	0.15337463	0.038671046	0.062173292	0.15858892	0.17033817	0.13008794	0.0722028	0.03298153	0.011080263	0.02497738	0.052547347	0.05362158
a31	0.062172014	0.29490364	0.025350993	0.052274164	0.105963305	0.10585604	0.093388945	0.073280856	0.046636686	0.009939566	0.036386974	0.06570094	0.028145898
a17	0.07324	0.054357	0.016544782	0.047908075	0.11193099	0.10353801	0.08531013	0.07704013	0.0977899	0.094401434	0.11163953	0.11487706	0.011423005
a20	0.14015113	0.20860642	0.068202406	0.1331112	0.11689913	0.084661305	0.04462963	0.02422554	0.027367225	0.011220203	0.026434967	0.062301982	0.05218887
a17	0.19713493	0.37753487	0.03301746	0.037807874	0.04393627	0.044265583	0.044440866	0.04373085	0.042373832	0.01915469	0.03905738	0.042129006	0.03541635
a31	0.22108217	0.34469062	0.039453734	0.041990187	0.044294346	0.043517474	0.042677723	0.04137169	0.041504234	0.01668659	0.038493942	0.04288253	0.041354805
a17	0.22110973	0.078110024	0.036066823	0.055572744	0.06823854	0.06917499	0.068856955	0.06881311	0.06919901	0.069064245	0.0693027	0.06887246	0.057618674
a31	0.15339525	0.32316586	0.054539233	0.052463572	0.053046778	0.051631097	0.050805233	0.049342718	0.048121434	0.016062006	0.04396038	0.05095604	0.05251033
a0	0.32499462	0.083386764	0.045453653	0.05230197	0.05564554	0.055729344	0.055740613	0.05580912	0.056026164	0.0553234	0.05598066	0.055886246	0.04772187
a31	0.32473585	0.33186147	0.040935654	0.037698746	0.035562392	0.03328718	0.032702364	0.03170565	0.030744359	0.0073380847	0.026095334	0.033272453	0.03406051
a8	0.378818	0.07379654	0.048235588	0.049750324	0.050532624	0.050471555	0.05052723	0.050602358	0.050759926	0.049935043	0.05063219	0.050605834	0.045332763
a46	0.4170766	0.30065775	0.041202627	0.028531844	0.0263351	0.02453971	0.023020364	0.02445663	0.02894271	0.008862133	0.02398808	0.026449166	0.025937296
a39	0.40441808	0.2870791	0.0330926	0.028523471	0.028537454	0.028358452	0.023402607	0.026885934	0.028126389	0.026775395	0.02851161	0.02798613	0.028302792
a8	0.3351432	0.28130364	0.037831366	0.03411546	0.03443422	0.03450411	0.034770153	0.03480897	0.035665177	0.033978116	0.034721244	0.034429036	0.03429533
a20	0.342041	0.36484945	0.034724165	0.026195632	0.02617865	0.026064606	0.02224539	0.025279745	0.027421389	0.026458709	0.026757168	0.025796294	0.025987761
</S>	0.27892408	0.19161125	0.04709421	0.0467823	0.04814651	0.04832988	0.04856913	0.0484543	0.048983123	0.048432957	0.048467886	0.04823309	0.047971338
