 	non	mi	aspetti	che	non	vengo	</S>
a31	0.09427461	0.09929978	0.12661113	0.41900247	0.053943478	0.023797968	0.18307061
a37	0.0002443025	2.7684959e-05	1.4029465e-05	5.45693e-05	0.00026930126	0.97989535	0.019494794
a31	0.00026859972	0.00014108578	0.0014841134	0.006322251	0.042217072	0.8661229	0.08344393
a24	0.0072197053	0.00060098915	0.00018407122	0.00046280134	0.0017634104	0.4105941	0.57917494
a46	0.0013819891	0.00030663135	8.888582e-05	0.0005621527	0.004580689	0.25554067	0.737539
a31	0.0003013358	4.328425e-05	0.00027715255	0.0013136163	0.0031765953	0.23210546	0.7627826
a1	0.0067620273	0.0029527617	0.000415748	0.001895527	0.028967509	0.6094441	0.34956235
a31	0.09608742	0.025015656	0.04247052	0.07943986	0.10925014	0.26473364	0.3830028
a20	0.27562982	0.5123765	0.1263891	0.04276134	0.02099181	0.008590065	0.013261433
a41	0.10730648	0.24094367	0.22392336	0.17656316	0.16536917	0.042919092	0.04297504
a31	0.24697833	0.4230674	0.21588023	0.061214264	0.035746917	0.007026591	0.010086285
</S>	0.29245842	0.5071932	0.06371862	0.033243816	0.041713312	0.025897766	0.035774827
