 	avete	fatto	già	le	verdure	</S>
a6	0.21020676	0.3642558	0.09503521	0.079704724	0.08118627	0.16961128
a46	1.6561098e-05	0.0007377713	0.049991544	0.09354537	0.054243244	0.8014655
a21	0.017926607	0.040743455	0.44450012	0.43534458	0.0040625017	0.057422698
a20	0.0011231839	0.02827628	0.09848481	0.06916107	0.14983378	0.65312093
a24	0.00027043273	0.0038375424	0.017547606	0.016107118	0.49071264	0.47152463
a31	9.952831e-05	0.0021845275	0.012418683	0.010733144	0.59147346	0.38309065
a14	4.2486343e-05	0.00031421133	0.0022652536	0.0025520984	0.68268985	0.31213608
a41	6.3497814e-06	0.0004353861	0.016665045	0.01151392	0.7701302	0.2012491
a37	8.834053e-06	0.00054677605	0.05567797	0.03122417	0.7591607	0.15338151
a31	0.00037764368	0.0020316483	0.19733351	0.13100119	0.48057184	0.18868415
a6	0.099280916	0.050832745	0.13638543	0.18760815	0.3362168	0.18967594
a46	0.00029128225	0.0010152856	0.34225005	0.19617325	0.3150989	0.1451712
a31	0.01932749	0.11241358	0.34115404	0.19482504	0.17452683	0.15775307
a17	0.48548496	0.13984793	0.08162036	0.08554605	0.10240376	0.10509687
a20	0.018718556	0.051765375	0.38433945	0.22674753	0.1714112	0.1470179
a31	0.60492206	0.22153302	0.04826547	0.043237828	0.041080363	0.040961277
a17	0.6704296	0.09260601	0.056791466	0.056660336	0.061885	0.061627626
a20	0.06037711	0.17517343	0.31341654	0.18519902	0.13811208	0.12772183
a31	0.67791826	0.17085296	0.04108456	0.03774736	0.036268204	0.036128737
a20	0.72117126	0.07843211	0.049458213	0.049017668	0.050940957	0.050979838
a17	0.33839917	0.3795389	0.107261516	0.068497345	0.05391843	0.05238458
a31	0.51376545	0.28596446	0.05723632	0.049747035	0.04663516	0.046651527
a23	0.7274886	0.07472029	0.049434036	0.04901604	0.04965147	0.04968955
a31	0.17796755	0.54231536	0.116817534	0.066469915	0.048165366	0.048264317
a8	0.74597925	0.07654717	0.04409573	0.043473408	0.044880614	0.0450238
a31	0.23171358	0.5018324	0.121459894	0.06279828	0.041525893	0.040669926
a28	0.75011754	0.07735978	0.043126248	0.042385783	0.04343797	0.043572728
a21	0.41699302	0.4086727	0.07287904	0.041690852	0.030201342	0.029563073
a31	0.6240685	0.24067833	0.039332394	0.033593792	0.031202024	0.03112499
</S>	0.7167667	0.0734275	0.05257384	0.052394956	0.052419048	0.052418042
