 	le	buone	canzoni	si	scrivono	alla	notte	</S>
a46	0.56045175	0.0044061523	0.004255125	0.020443443	0.036273226	0.13110238	0.12925436	0.11381361
a8	0.00010414495	1.4321263e-05	0.0002370605	0.015954584	0.040471714	0.16833955	0.48391554	0.29096314
a31	0.00422685	2.7218879e-05	0.0010530294	0.041692454	0.2790284	0.031850833	0.27052224	0.37159902
a41	0.013713004	0.0002916368	0.0264808	0.2200942	0.3547582	0.048770674	0.17868619	0.1572053
a31	0.00036027958	0.00016106662	0.012585353	0.04878978	0.44329923	0.21020125	0.22411086	0.060492072
a0	0.0002018667	0.00018695988	0.0074216453	0.027100818	0.47774926	0.09320559	0.2827689	0.111364976
a31	1.3295217e-05	6.511967e-05	0.0016943233	0.009500472	0.38204494	0.18691793	0.31823117	0.10153272
a39	6.605062e-05	0.00028178227	0.006132985	0.0146967145	0.2458247	0.22669509	0.29225385	0.21404885
a31	2.0587848e-05	0.00022728756	0.0029034659	0.0070926445	0.22578856	0.46844527	0.17560703	0.11991517
a10	0.000181735	0.0018008864	0.030714892	0.014740302	0.067055516	0.67538047	0.10658651	0.10353976
a20	0.0003689188	0.00611938	0.035679378	0.013347726	0.056157995	0.6851499	0.11532171	0.08785505
a31	7.4903684e-05	0.004367477	0.006266285	0.011208381	0.047947984	0.7889504	0.08246862	0.058715954
a10	0.03219384	0.017587315	0.06732938	0.044238888	0.026199527	0.67447275	0.08504561	0.052932777
a20	0.00070234673	0.002457892	0.009960873	0.01422175	0.033007324	0.41458878	0.32128546	0.20377555
a31	0.005098725	0.011726771	0.015284793	0.06421492	0.038534444	0.52089316	0.21131341	0.13293375
a13	0.093629286	0.043442946	0.0318226	0.08588317	0.023989093	0.44911078	0.16917507	0.10294704
a20	0.0046092155	0.0077500814	0.0075876815	0.046509184	0.08072167	0.31145933	0.30139574	0.23996708
a31	0.13239683	0.041024793	0.056232546	0.11621835	0.040904157	0.21399772	0.20512554	0.1941001
a28	0.16513184	0.0634815	0.01794859	0.122408845	0.035090595	0.24062265	0.19305314	0.16226284
a24	0.056808256	0.053640008	0.029832222	0.10750641	0.13348877	0.2203479	0.20797995	0.19039646
a46	0.28999263	0.13795795	0.03545176	0.09764136	0.04421115	0.13292743	0.13177027	0.13004744
a39	0.23694304	0.19741601	0.10174867	0.08409686	0.07333128	0.10305531	0.10211203	0.10129691
a46	0.25270948	0.16291896	0.080445774	0.09551442	0.069340006	0.11347271	0.113151535	0.11244715
a8	0.32524443	0.23895587	0.10736291	0.064919114	0.052363243	0.07063603	0.070404276	0.07011414
</S>	0.41454613	0.2732285	0.0753864	0.04908781	0.030310899	0.052675385	0.052472223	0.052292682
